,Heading_direction
0,5.341925793597909
1,5.527187920361769
2,5.919040030727729
3,5.6734884848666525
4,5.2553938926304795
5,4.4082113536866245
6,3.6525241285489756
7,3.2153590040867357
8,1.5574044661960897
9,360.40192068914797
10,359.3583995512753
11,359.61465938796675
12,358.8508490758464
13,357.5649730411759
14,358.3358529953314
15,359.10583083675755
16,358.9686511145817
17,358.971713785377
18,358.4965884101549
19,358.5766025918507
20,357.1447665865789
21,356.5382257323605
22,355.8714582475241
23,355.7362932337268
24,356.6338077935908
25,356.9601678309988
26,353.72493258721465
27,357.1712911375217
28,358.04581653042175
29,358.2940836152583
30,359.1805387129423
31,359.684662676091
32,359.8177341422979
33,360.03830353032845
34,0.8153486798507288
35,2.6510023101961337
36,2.5924612556096918
37,360.5466552736152
38,360.41550617958194
39,355.65366648402994
40,353.7835618619083
41,353.09518504421817
42,352.54995792942833
43,354.7432851032121
44,355.65912986619225
45,355.35580284456285
46,353.72068339909003
47,354.23029932845526
48,354.4107051619444
49,354.4163533237144
50,354.23615952910956
51,354.5100296891946
52,353.9472456181523
53,353.24831824738646
54,352.21263296963076
55,351.3794451633524
56,350.75109558803683
57,350.9626378418184
58,351.6883305466067
59,352.8595109419087
60,354.23792942358864
61,355.5234845112335
62,356.02223924295856
63,356.5802483341032
64,357.86045530338527
65,358.72863138621034
66,359.6464757885607
67,360.45638820679966
68,358.428273617424
69,358.6308428957964
70,360.9473239442726
71,360.01556451057706
72,358.8023215120029
73,358.0923524767342
74,357.77765596355067
75,356.5245277442221
76,355.799616270421
77,353.29341711092115
78,351.84317651784283
79,350.7932045087264
80,351.71564336403753
81,351.945234456852
82,352.93106489949747
83,353.31121316098825
84,353.72653596941996
85,355.05365699039373
86,356.38862442820573
87,353.15075160458633
88,354.7290446368265
89,355.1981268975558
90,355.2342261748369
91,358.67725976246084
92,360.12831811671936
93,1.9556996365687382
94,3.6106652931918006
95,5.911869745525394
96,8.596352705004165
97,11.456683728094958
98,13.003543807781966
99,13.842763105240351
100,13.75068871013093
101,12.690380723276462
102,11.690044228110082
103,11.53089216955118
104,11.156066977070225
105,10.620261362904273
106,9.983707446133792
107,7.575730359578927
108,4.870110875423961
109,3.923523634852131
110,4.6907436404858345
111,5.976579464401141
112,6.658362599300119
113,7.645867212317398
114,7.983560899655799
115,7.536807188549346
116,6.219499402251984
117,4.800225433161586
118,3.823774613881028
119,2.3838317027323797
120,2.5313763130487246
121,5.127501014709992
122,4.83615199115485
123,5.678971616301169
124,7.421421182257461
125,9.219237807310776
126,10.158258781806126
127,11.388328435453104
128,10.703502418444941
129,8.64698667812911
130,5.490655292339966
131,4.300412329749975
132,4.4033610348603816
133,4.173524295719687
134,6.728408119749304
135,9.413019252377978
136,9.181510012799208
137,7.780326038577471
138,5.218549043589292
139,2.179928911462298
140,358.0791745735002
141,358.15900643755725
142,358.0162740686985
143,356.6613118052538
144,356.1166106301929
145,356.2534480501293
146,356.31611246981714
147,356.45670204586276
148,356.0520744342838
149,356.59459638978626
150,356.10782364463546
151,356.02737159633165
152,357.013552867602
153,358.0048926140054
154,359.92066979098377
155,1.412769578453549
156,3.9478165551305437
157,4.106436195241429
158,4.784356677349763
159,4.817017404148203
160,4.86544165959458
161,3.699503648914174
162,2.377434100513767
163,1.4426366647853683
164,359.8198395384123
165,359.03226015996216
166,359.5865054462693
167,360.7069293869537
168,358.75455219737495
169,358.2229425933443
