,ThC_LF,ThC_LM,ThC_LH,ThC_RF,ThC_RM,ThC_RH,FTi_LF,FTi_LM,FTi_LH,FTi_RF,FTi_RM,FTi_RH
5690,9.597750029520938,26.723356135852185,-60.888603607853554,-51.988890793335486,39.010897720842394,56.20180281102202,-110.08972836778653,-37.56825906976567,-59.5534223728846,-28.88689883671998,43.485879647835134,129.47564837106898
5691,18.909908024876188,21.373065673553583,-60.52779943780928,-48.00279091631725,44.432483590629545,62.14838716950675,-111.3953346426243,-47.07333582564229,-54.63962776362999,-27.5044880928873,39.520714033962776,134.2445014664077
5692,25.434027453673878,12.19487529711904,-64.53922745215684,-47.757686427909334,45.86005370418644,61.937189588660885,-97.68013779312076,-64.66672836094969,-47.006814681544455,-62.96475041211062,30.401521567699177,136.15565687430768
5693,33.53308684622601,7.471204663257197,-66.49558902185811,-49.34526639658145,34.65802414871035,59.76141881083856,-46.23149808135858,-65.15047411220414,-45.68765390711806,-149.19509302640262,36.42781340868967,133.6499076366244
5694,38.90700049188524,6.144638417758301,-68.79415475996186,-47.61724684805387,16.03840285213832,58.64232200341715,-4.270643758137169,-67.29935638844606,-45.07898659232188,-159.4201480203812,38.48501603222536,131.17122691536076
5695,39.489707962512114,3.7413474801634266,-68.84724528367121,-36.875912760686276,4.4566752906224565,61.403963465440256,7.245113579905535,-62.58492301973678,-45.558610582143814,-155.52346138413313,31.557816906222584,122.40739859230882
5696,42.69575343434087,-1.2706943488190063,-70.96443376989185,-36.48027291830232,-2.6920965597494444,59.69981906252096,7.573558947321658,-52.22847917907836,-47.01137669614698,-159.08203400167787,21.9084542160481,120.87084865500356
5697,52.169683008464915,-5.31357877358937,-67.61033576084029,-32.73217349667647,-6.219184245772681,59.29381603125887,9.242714048237076,-47.65275574788373,-54.590151499981886,-162.34409888342975,-2.129900399484171,117.3625319079348
5698,53.992450178657975,-9.767516230633817,-66.61965891941335,-28.709018495694778,-14.120674308478868,59.19136430065225,13.916223487778836,-53.87333377623045,-67.09729283917848,-165.73844663360367,1.3160772596689156,109.32275684418906
5699,56.40889565067846,-15.153501713731941,-64.49496531301725,-23.672553016714517,-19.40507140129401,59.68661265464755,14.494016838051891,-53.689961535308726,-73.12472517521456,-163.1650095612996,3.1256373466893166,103.14967143412233
5700,54.904331729539706,-15.673653697869952,-62.42466994346458,-24.367377960187667,-29.59142765814454,58.90775692445865,16.56486901667688,-59.564555181404074,-81.89193733298423,-174.648266242176,5.526286396171379,101.2481018003158
5701,58.82729692598116,-18.89597112257178,-61.07705529357989,-22.583124968213923,-23.600070042996492,60.9671212620473,14.733649578768564,-57.30166279887737,-87.38263889512318,176.40995960963787,0.44297136319269725,96.9342960278245
5702,58.33926997330309,-21.58135303998003,-58.95806628607667,-22.575739225005094,-23.436366552660473,62.028132303367926,15.060941323266206,-51.41657694289273,-101.24956978992417,165.2756740279297,-1.1987957305308825,88.87632483894717
5703,59.33783645545395,-26.07008662177725,-56.744427790740616,-29.339373114095878,-20.890951152394678,61.82041806782016,2.2598527697759323,-44.58414733528119,-111.7377340546369,154.93650987688764,-18.521174120414578,81.45206445079586
5704,46.60461025172282,-30.102732103445163,-54.392676629495384,-26.445454146049485,-17.134815938543937,62.79093538605733,7.440377522708729,-34.692639157428175,-128.64985430588246,148.5025294865358,-48.14373870439428,73.71011198926684
5705,45.45409217847771,-32.65748842346176,-53.0399559195057,-25.599509626868098,-13.577414554835315,64.69096735019781,10.755302546542623,-39.87620631561336,-148.5049844167207,140.1675075301684,-48.184356710187174,67.72114397884533
5706,54.107635327390824,-33.428094437635366,-49.38794689647469,-25.107589558552434,-14.657529141531228,66.41200889029312,-14.706058891126645,-34.03813951425826,-156.73679480588999,134.84503560302352,-24.733698832221563,63.33052596837021
5707,53.11614509626196,-33.323307878179065,-47.74983332137734,-29.54891177486948,-10.621908289502585,67.87568756362703,-20.223247118348866,-29.37011927429822,-162.13714554338623,144.10956792565065,-31.78293521386106,56.39513138572835
5708,49.44349155540999,-30.00867558639851,-46.039000978649085,-36.49889273064278,-8.57592852099961,70.53961733619158,-24.76400738214363,-33.586496687310586,-160.03866042723598,156.61828473083307,-177.11186304732257,48.867901077488995
5709,42.33022521380883,-33.16719586476694,-48.96202525736584,-54.01624706761842,-3.6593002522935762,69.95881300364158,-32.64674619119228,-34.50266353056739,-154.84056541089808,10.356105971640176,173.1733843885596,43.3130093237514
5710,37.47102035908324,-30.47915137404732,-49.326435482624845,-58.05839774395926,-1.6257930681260007,72.22923861780876,-49.94645841847816,-34.09930382701407,-150.24472299461263,-15.971938206960417,143.41853116189404,38.15212490811584
5711,37.640673212932256,-21.115039459905375,-49.382664095756155,-59.772687861331946,2.3787965110184643,74.51859303184145,-123.34359858194017,-43.74331245560015,-142.5728707212856,-13.305339478880411,136.10588832315102,31.92409810102029
5712,37.019738854371326,-14.18368549156179,-49.976368254042455,-62.223018436216876,6.006472022008381,75.36045152456688,-144.8546177645266,-24.69591662387532,-138.5077944132816,-13.318070917915374,125.29233856975668,28.7482990482315
5713,33.2093901257183,-2.653900247561751,-50.2784240216526,-64.04303472764056,6.906121665575881,75.99995776673694,-176.31911046170939,-22.364034089663733,-139.68626608304908,-14.529527812779232,102.55679850509904,28.099074390604585
5714,29.770940123979358,4.933185241996739,-51.37129239688562,-60.38293288924484,8.43139512874356,74.89641803784892,-172.266257014817,-18.667337381717317,-135.76098990866006,-22.192094186906957,94.67951088632614,30.97439490019542
5715,29.308736376571744,6.921024925495658,-52.026500064059064,-60.54024991807475,10.955489489853193,73.88433439584142,-168.7568711577195,-10.812099869304603,-128.52367829527276,-24.576733124825637,104.5848241651868,37.17008956362503
5716,23.622361574226204,8.15927334062718,-52.737645783250855,-60.02030997467179,13.690269079765983,69.38394683290329,-160.13990499827435,-2.2312822563388295,-124.60771901769685,-28.12902231175326,93.84387056040853,51.770643288718105
5717,21.357399555701647,13.911355561733785,-52.59707496787877,-62.7643523617254,16.569166656485095,67.67591457184778,-161.7683726160225,-5.215979377558199,-120.29659923544818,-26.633117165367196,78.16232519607826,60.5394041823908
5718,25.25924437430018,18.785744956908616,-53.07627146553938,-63.722578740327634,17.935751089770577,66.89228669517723,-149.98926686983057,-5.895401591988048,-117.18549118479997,-24.348991573214903,73.2780025418364,64.46755287811206
