,Heading_direction
0,261.3059013406245
1,260.4962148461789
2,258.98568747510853
3,257.23337020799033
4,260.17922470184214
5,261.4764377784199
6,261.1055241047054
7,261.9976075690527
8,263.1289405131406
9,263.39305733577805
10,262.95148224192246
11,263.79173393094015
12,264.1786319763114
13,264.2052910358578
14,263.3659293399416
15,263.1360161680784
16,263.88017987877237
17,263.88276044812955
18,263.5429482960026
19,263.99450184909676
20,263.64289307562836
21,263.3580192267097
22,264.00942568901746
23,263.2252637213176
24,263.7716645887583
25,264.2416440847377
26,263.98086101382336
27,264.3194276442106
28,264.58946756813157
29,264.6238821341184
30,266.0177165849394
31,267.21822146818477
32,267.05051172886266
33,267.9361620504911
34,272.30350847164596
35,272.47033028456815
36,272.0023232192617
37,271.5476800680143
38,270.075354349371
39,269.47921069065274
40,267.7083147222412
41,268.28530577020956
42,268.59850106549595
43,267.46815753216947
44,266.4234986005048
45,265.9593674362152
46,267.7888179522232
47,265.49594133044843
48,266.76961766175407
49,267.7117754373495
50,267.17473519878786
51,267.1966268319441
52,266.7224129930393
53,267.42381921160757
54,267.9218203717108
55,268.579449642136
56,268.444742495486
57,270.07039511171286
58,271.8200059472207
59,272.3170509178841
60,272.79843175665883
61,272.3430800249917
62,272.006086298569
63,272.33223299246094
64,272.36504898807624
65,270.1107455278093
66,268.03127794013847
67,267.5269211069044
68,266.3409962532357
69,266.7209410562233
70,266.95875403713364
71,267.32114018416996
72,269.62601096209715
73,271.43198361772806
74,271.6736074467262
75,274.2885942359256
76,275.7470338528178
77,276.3953058512433
78,277.09696883603937
79,277.4033288361465
80,279.1907170560126
81,280.688940375877
82,280.47020466266156
83,279.5260410759431
84,277.914734105707
85,276.7283098799411
86,275.3275364678459
87,273.64468894384856
88,272.82444524783375
89,271.2516131197622
90,268.42572660822964
91,266.9939974704424
92,267.17955812231975
93,267.97284427038585
94,269.20304363825
95,270.0865399143629
96,273.34837986112535
97,276.1678993762274
98,277.9816568245631
99,277.76030585581503
100,277.40324515689156
101,278.3443725962559
102,281.5810486891121
103,283.43986348338234
104,283.2256125238708
105,281.2038138958932
106,280.3187420152109
107,279.39074694737087
108,278.38951315376283
109,276.4539587498764
110,275.3196749048662
111,273.6447994055552
112,273.35732587022187
113,274.12679494091583
114,275.66186222378735
115,276.08533845945516
116,276.06671291343923
