,Heading_direction
0,272.87876779184995
1,272.83847009062845
2,272.8600346974884
3,272.3470925252836
4,272.22286768038964
5,272.56596004731125
6,272.43184730950065
7,272.4577054370876
8,272.3027495282695
9,272.3408235878525
10,272.3667844771615
11,272.35948474099206
12,272.4540332065235
13,272.37912328735814
14,272.4284067871414
15,272.5020034322778
16,272.25387878370896
17,272.4870372637775
18,272.0826894550045
19,272.006533935531
20,272.6053083677499
21,271.88491549975186
22,271.91192195957296
23,271.9860620944672
24,273.1217030543065
25,272.20820552814905
26,273.31958899730614
27,273.5103646518312
28,273.29180554431974
29,273.29367333758205
30,272.9036959945873
31,272.9058915606326
32,272.5117028765274
33,271.96538525610134
34,272.066643493889
35,272.51001902717354
36,272.3040061574336
37,272.5016011037343
38,272.5960876225762
39,272.43241107599385
40,272.4505030007323
41,272.533032657523
42,272.98469567122527
43,273.0291491209659
44,274.04486047503724
45,273.5193704319971
46,273.4351479824954
47,273.1817781273745
48,273.22993425559537
49,273.04893846633934
50,273.1289967925066
51,273.3316724919863
52,273.23188740824
53,273.2154130966676
54,273.17446324801074
55,273.26550779609653
56,273.1919006280884
57,272.4081402676862
58,272.1857947724937
59,272.03570687405477
60,272.6035480472417
61,272.6106056992388
62,272.5391587593969
63,272.45385118243445
64,272.37020987469344
65,272.21144973870565
66,272.5053133634099
67,272.55978296722407
68,272.53023843551546
69,272.7763465295875
70,272.6441324566645
71,272.6226505732891
72,272.55942515901154
73,272.6827458831681
74,272.69809865260066
75,272.6605024524819
76,272.5216568723037
77,272.79272164552435
78,272.94587466982165
79,272.9471460597657
80,272.9568599244583
81,272.86227651007647
82,272.82913149033317
83,272.5934975620678
84,272.6246709498969
85,272.57650356061333
86,272.49172234665383
87,272.49314272240053
88,272.4306326430563
89,272.41764169433475
90,272.1801260742636
91,272.2466588983003
92,271.25163204848405
93,271.22050785496054
94,271.3934261057474
95,271.7432382528239
96,271.59837612176545
97,271.7212749378651
98,271.5901115500395
99,271.65740866783824
100,271.5982587166798
101,271.9654646455254
102,272.5455535146182
103,272.43620957850777
104,272.4172532689141
105,272.3156039171648
106,272.24086852110224
107,271.7884085771929
108,271.967732179378
109,272.5289080266756
110,272.726027651374
111,272.3349140544062
112,272.2481649649037
113,272.34944346253803
114,272.5548956350093
115,272.5047927889478
116,272.512522707986
117,272.1674631897797
118,272.18960288446203
119,272.11658181881137
120,272.4543465919189
121,272.3854877616734
122,272.4156549910681
123,272.87661571831393
124,272.90973843031645
125,272.93473830507475
126,272.7790335061171
127,272.92659797028296
