2.947861200917514690e+00,2.299953427549788820e+00,2.531484220691782472e+00,2.866540974881793602e+00,2.258641479788966233e+00,2.674845946198424418e+00,2.875439828989119206e+00,2.681291189989405854e+00,2.928876446156681634e+00,2.351410732458678154e+00,2.795221066850972491e+00,2.143222811124798621e+00,2.385742599348143145e+00,2.902488873083184817e+00,2.630584307642798159e+00,2.707795998019164152e+00,2.841211794345905428e+00,2.474275406662330923e+00,2.569656770411842484e+00,2.585264950088648206e+00,2.002525927761505287e+00,2.208544476177411120e+00,2.386086073330391688e+00,2.878384693976190789e+00,2.790483366162948453e+00
7.020831805303717754e-01,4.565593217068619758e-02,8.241045961648677531e-01,2.411357951194055271e-01,7.446920416787152774e-01,7.302932671358154382e-01,4.177664138120817938e-02,7.677413098329225472e-01,3.534710714886497573e-01,9.152545827707523340e-01,4.083415895564445064e-01,2.880157402273986200e-02,9.971510042794322626e-01,3.192793741047794676e-01,2.287663792387539807e-02,2.056657040475469156e-01,2.795672062446326045e-01,5.642289462588843119e-01,3.197533044962389548e-01,2.701873452757641569e-01,5.132665195566774585e-01,4.437166162570386208e-01,4.740603396344210685e-01,9.921882101084646965e-01,7.655237305099927836e-01
6.279345664504918378e-01,5.334427188214968529e-01,6.122546617600075347e-01,1.749465378694603501e-02,1.250379298393305971e-01,1.984353159113453335e-01,7.608039101538122129e-01,5.624417135359960351e-02,8.938904870570671957e-01,8.909698786492953326e-01,8.776690322235888297e-01,5.808666680573775221e-01,8.757404624616029754e-01,6.391269795645119212e-01,5.454893309647126376e-01,4.307221245263458398e-01,7.704695922766294780e-01,2.675970019168986136e-01,4.707928558212559622e-01,2.551041452838694878e-01,5.590421783618083618e-01,2.008381660780503841e-01,9.967872102141516200e-01,1.289684561489280457e-01,4.274437852484422873e-01
2.488249888673061960e+00,2.315575311266426350e+00,2.399977787023426679e+00,2.514860419155494853e+00,2.703533626505970844e+00,2.515904376286990374e+00,2.919301821027291410e+00,2.656050807937680780e+00,2.160660315967067202e+00,2.013743719411205557e+00,2.543528864650505206e+00,2.520416340868198990e+00,2.026065762276748394e+00,2.417654172941349433e+00,2.973797061843141076e+00,2.630970810738486598e+00,2.212256969328503686e+00,2.926582592242608083e+00,2.969511608480250864e+00,2.500073622527580142e+00,2.952600863477354842e+00,2.758942866221680390e+00,2.340765048385310632e+00,2.795267117330783258e+00,2.351202667715977412e+00
9.487546612519497380e-01,5.267111547588332332e-01,5.440437100626206446e-01,8.846868035901855887e-01,3.895313407329268340e-01,8.693347886237878797e-02,1.293553208270571409e-01,9.806606776278041782e-01,7.090676010533577545e-01,5.449458119122774225e-02,3.737265433472429788e-01,4.893053076237979804e-01,6.448832347412272181e-01,7.316347236181813818e-01,7.240943052462194274e-01,6.688233011429567387e-02,3.705961220905295006e-01,3.055618026127804310e-01,8.179217938944945976e-01,4.225682913624636550e-01,1.749500290485072052e-01,5.566739918074847804e-02,1.732918278944400869e-01,6.218399014122644175e-02,2.726931476077660843e-01
2.525741764639929166e+00,2.273926904751095712e+00,2.369698855180211172e+00,2.297783537961449518e+00,2.192296798936358204e+00,2.803103489825602868e+00,1.928888206344161915e+00,2.655824315058253227e+00,2.275261624363126067e+00,2.191207066311316787e+00,2.251873768232349082e+00,2.584065623205486606e+00,2.435599161535878743e+00,1.895656171645852650e+00,2.539638017601741460e+00,2.213430083016382888e+00,1.985097412615922652e+00,2.589564869849076523e+00,2.463080879180577387e+00,1.959908536622820607e+00,2.718068946896801563e+00,1.891285858254776242e+00,2.259046536718243292e+00,1.836885371809142908e+00,2.815367449151275459e+00
2.088605661411296222e+00,2.019814246922749579e+00,1.958529614254310269e+00,1.536401405359256289e+00,1.656368111394460163e+00,1.949758346047947510e+00,2.170161537586331679e+00,2.099491562293824831e+00,1.804203790922432660e+00,1.524000860218887032e+00,1.817047598093109118e+00,1.464187416133049924e+00,1.638769597401725564e+00,1.726162535722685298e+00,1.673934951849725961e+00,1.618729178596347795e+00,1.688855602125989286e+00,1.531874968298506223e+00,1.605186493437698925e+00,1.456410831969253250e+00,2.328755040214822269e+00,2.073413604617536432e+00,2.340042774590370467e+00,1.936831453412568349e+00,2.089286775592464895e+00
1.980363649502115742e+00,2.271924988874816087e+00,1.991665645144004237e+00,2.136116210590730979e+00,2.207247014101239913e+00,2.672691057775524293e+00,2.112597503214990180e+00,2.297682223384033939e+00,2.177452340567399336e+00,2.421884247283016656e+00,2.648875015254783527e+00,2.705728929968573393e+00,2.253931190011350338e+00,2.208995299912297483e+00,2.206651405010237710e+00,1.930018859520071350e+00,2.553676068826377321e+00,2.381219808699499563e+00,2.656425791851743323e+00,2.212321441300027391e+00,2.446328047375581072e+00,1.970253198211102230e+00,2.033023404486592245e+00,2.236380269713328151e+00,2.430953616650218585e+00
1.611111047051063005e+00,2.022012183347657643e+00,2.071081689682646498e+00,2.049754849452029681e+00,2.195505706436988724e+00,2.210559054381322053e+00,1.779253671540845572e+00,2.136746168433228732e+00,2.041732295607864511e+00,2.166742209645812878e+00,2.346462326483071514e+00,2.007353992246702745e+00,1.424249870833601772e+00,1.669752069520434201e+00,2.107553659130553481e+00,2.298735266875090222e+00,1.745944164685953259e+00,1.551950323200872228e+00,1.495415801738462447e+00,2.193771930579501372e+00,2.299352100000518817e+00,1.616441931830149281e+00,1.928477511582115556e+00,1.440324031211393407e+00,1.689320788689979702e+00
2.571107630264033439e+00,2.190619145668067702e+00,2.565949677907401583e+00,2.411281501006013794e+00,2.181492745275387168e+00,1.959945513288241958e+00,2.250301374098595542e+00,1.715828788141951833e+00,1.794772991113862126e+00,1.745184568813685555e+00,2.420775534808853102e+00,1.995319365701190062e+00,1.811850480764619631e+00,2.440771993559211150e+00,2.346178890716806187e+00,2.404992047196285121e+00,2.152989093769423601e+00,2.307361951426478708e+00,2.241594578957733841e+00,2.645880115613525430e+00,2.582809788168957787e+00,1.821469153400768537e+00,2.426267577470310410e+00,2.370562036510055481e+00,2.176046045782887184e+00
