,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
10,0.117817618,-0.019161529,-0.2213814,0.186615143,-0.185915336,0.159624223,-0.17622782,-0.027931918,0.164455038,0.176251306,0.153732682,0.596590061,0.737051811,-0.202817765,-0.987282292,0.788290179,-0.609945261,-0.466583173,0.880286259,0.20661189,0.958023968,-0.001888571,0.588596879,-0.37953156,16.92554674,-40.32929373,73.52843392,0.421150637,28.70143566,0.310144668,31.77775897,5.053064114,208.6264348,-2.794971626,6.802687382,-31.40152831,-61.88469952,-36.16108984,78.41500162,7.40234012,11.97080203,-13.30004276,-75.78160107,-1.105067971,-160.0002111,-29.18700452,197.0118915,58.74537064
11,0.11929465,-0.022680924,-0.214964833,0.186651895,-0.183410663,0.159651288,-0.173454687,-0.027490955,0.182661129,0.176007399,0.154326328,0.593849761,0.731651352,-0.205973416,-0.980439292,0.788936155,-0.608900611,-0.467743821,0.873673066,0.206515455,0.944061315,-0.004435617,0.60578941,-0.374405059,17.22021907,-42.80858782,90.80914134,2.726087581,38.28088739,-1.016439361,34.3081529,5.194410932,225.474554,-0.952081721,10.50671965,-33.07783712,-58.99337091,-37.58045957,86.97757255,2.869998013,17.82659394,-15.10557259,-81.19134217,0.002915159,-186.2240748,-32.39462115,188.5369711,61.39207753
12,0.120797398,-0.026416678,-0.207040241,0.186889791,-0.180070026,0.159562587,-0.170460736,-0.027037657,0.202337496,0.175924314,0.155243212,0.590963175,0.726503209,-0.209252929,-0.972849067,0.78918661,-0.607344948,-0.469062031,0.866587785,0.206515709,0.927810199,-0.007262581,0.622242365,-0.36904759,15.6586349,-44.91853977,107.6509383,5.085812074,49.78724053,-2.543844834,37.59495288,5.432489057,239.5837405,-0.038577167,15.55178815,-34.88949449,-56.18805516,-39.22634579,95.56339294,-0.627030174,25.3423299,-17.0086724,-86.90077314,2.087699344,-211.3228266,-35.27149573,175.3045737,63.42332139
13,0.122163872,-0.03033656,-0.197645924,0.187333612,-0.175725269,0.159340595,-0.167179958,-0.026563583,0.223245121,0.175920947,0.156600362,0.587918492,0.721599876,-0.212676074,-0.964509588,0.789131891,-0.605133412,-0.470546317,0.859004262,0.206697895,0.909368803,-0.0103406,0.637540575,-0.363512861,12.50940032,-46.5267441,121.4483804,7.291770668,62.4814047,-4.243813152,41.11612531,5.729816254,250.3062181,-0.169329088,22.08256795,-36.82706704,-53.84986302,-41.1777964,103.9713008,-2.949624126,34.23713129,-19.11894226,-92.0753951,5.43714491,-235.5008937,-37.90741229,159.4118108,64.70398508
14,0.123255523,-0.034396784,-0.187047554,0.187969939,-0.170272738,0.158970252,-0.163591899,-0.026063562,0.245088459,0.175906171,0.15852743,0.584704724,0.716900589,-0.216269514,-0.95543638,0.788874488,-0.602145659,-0.47221476,0.850969168,0.207172376,0.888817473,-0.013648646,0.651451879,-0.357866373,8.302197893,-47.62656417,130.4029236,9.240419522,75.44045706,-6.120955174,44.43508223,6.054550919,257.5314119,-1.282374521,30.00949472,-38.7840624,-51.92359725,-43.390174,112.0028532,-4.503013882,44.08309232,-21.57004843,-95.97674492,10.18215642,-259.1744092,-40.48380934,142.8451637,65.15777789
15,0.123980026,-0.038552986,-0.175667752,0.188776318,-0.163689316,0.158436098,-0.159714207,-0.025535203,0.267562315,0.175794262,0.161146252,0.581320176,0.712369401,-0.220056021,-0.945662287,0.788481526,-0.598298683,-0.474097102,0.842593617,0.208060936,0.86620024,-0.017181525,0.663917472,-0.352180284,3.615249218,-48.34317653,134.0692204,10.90939096,87.72991371,-8.224662416,47.29764281,6.390407272,261.6276393,-3.172126031,38.98551982,-40.59714196,-50.08618996,-45.71615914,119.6017362,-5.948353174,54.40008131,-24.47342825,-98.21515048,16.27186083,-282.6808064,-43.19696448,127.0623117,64.80487604
16,0.124295516,-0.042771724,-0.163968005,0.189728342,-0.156033437,0.157718361,-0.155586709,-0.024977535,0.290393633,0.175517442,0.16454838,0.577777407,0.707998556,-0.224045509,-0.935225067,0.787962434,-0.593551381,-0.476232811,0.834022728,0.209480924,0.841531685,-0.020951171,0.67500575,-0.346524992,-1.051731847,-48.89749209,133.3047893,12.28396103,98.56203048,-10.62930995,49.62644874,6.727080083,263.2696244,-5.541746621,48.44611764,-42.09445117,-48.0453949,-47.96299634,126.9445561,-7.841402422,64.73682901,-27.88151602,-98.87029916,23.47383566,-306.1482338,-46.18410634,112.8498653,63.78276563
17,0.124203735,-0.047038835,-0.152334968,0.19080032,-0.147432277,0.156790779,-0.151255984,-0.024390486,0.313368242,0.175033834,0.168776102,0.574103973,0.703805804,-0.22823107,-0.924147064,0.787278142,-0.587902026,-0.478665932,0.825394667,0.211529403,0.814815212,-0.024981494,0.684853759,-0.340958895,-5.286918048,-49.53997923,129.7427212,13.28715105,107.4009997,-13.38439885,51.44164882,7.034119136,263.2203881,-8.05501371,57.71109583,-43.13888696,-45.8085629,-49.96249261,134.3973043,-10.36253624,74.72841498,-31.76425358,-98.43596541,31.40795256,-329.5200588,-49.4776939,100.431167,62.34049711
18,0.123742365,-0.051362014,-0.141012779,0.191959842,-0.138059772,0.15562277,-0.146766853,-0.023776643,0.336338554,0.174330901,0.173812345,0.570339395,0.699808253,-0.23259112,-0.912418687,0.78637384,-0.581380742,-0.481437886,0.816804509,0.214270264,0.786059162,-0.029299238,0.693618031,-0.335518661,-8.715842867,-50.47767066,125.1298224,13.76151616,114.0114425,-16.45395169,52.77217582,7.231049343,262.1174006,-10.37374771,66.11900863,-43.65942588,-43.78604012,-51.62675401,142.3609546,-13.23521079,84.13467548,-35.99906526,-97.62590942,39.61907843,-352.6380207,-53.00487764,89.69120532,60.80297178
19,0.122981764,-0.055767022,-0.130093142,0.193160761,-0.128110397,0.154186892,-0.142161612,-0.023145615,0.359212613,0.173425621,0.179582317,0.566529392,0.6959872,-0.237096404,-0.89999535,0.78521885,-0.574038606,-0.484579397,0.808285041,0.21772768,0.75528569,-0.033924786,0.701445066,-0.330212601,-10.97510998,-51.81903283,120.8462623,13.51468434,118.4676953,-19.67345399,53.6121007,7.171955331,260.3132036,-12.18179398,73.14649077,-43.66691613,-42.68617178,-52.97093348,151.1088913,-15.83907966,92.86406258,-40.37676667,-97.13404812,47.67553086,-375.3049009,-56.63035398,80.35718181,59.51132674
20,0.122024005,-0.060289085,-0.119547317,0.19434014,-0.11777214,0.152470059,-0.137483074,-0.022519744,0.381929225,0.172362559,0.185965552,0.562718734,0.692262129,-0.24171899,-0.886808612,0.78383663,-0.565934688,-0.488102935,0.799808496,0.221888155,0.722534158,-0.038866717,0.708457553,-0.325019258,-11.7580822,-53.5537236,117.7287402,12.40446615,121.1267506,-22.75003188,53.93703828,6.661824798,257.8154443,-13.21448911,78.46853965,-43.25198749,-43.2531038,-54.09853909,160.7041452,-17.4610883,100.9783016,-44.62819607,-97.44302686,55.25966422,-397.2982979,-60.2185087,72.06102995,58.75384655
21,0.120997919,-0.064962529,-0.109273546,0.195422634,-0.107201837,0.150484744,-0.132776179,-0.02193839,0.404427867,0.171209377,0.192813224,0.558944286,0.688487584,-0.246439978,-0.872784529,0.782312863,-0.557122669,-0.49199748,0.791304988,0.226710471,0.687863341,-0.044121773,0.714746064,-0.319892017,-10.9240749,-55.57231794,116.1339355,10.42175982,122.5521365,-25.31677292,53.75541033,5.511654549,254.3419922,-13.31132906,81.94228085,-42.56432607,-45.95255113,-55.15857099,171.0157931,-17.59961603,108.6677769,-48.47328524,-98.73315401,62.2114253,-418.3442264,-63.68337177,64.33605079,58.70646031
22,0.120044613,-0.069812129,-0.099138948,0.196332104,-0.096507146,0.148275439,-0.128085135,-0.021457408,0.426623393,0.170047744,0.199964037,0.555229848,0.684477467,-0.251253472,-0.857860586,0.780777006,-0.547639617,-0.496227572,0.782688895,0.232139442,0.651355921,-0.049679195,0.720360443,-0.314768912,-8.620710704,-57.71822672,116.0994851,7.732443262,123.3915825,-27.0289555,53.15189557,3.618773417,249.4654537,-12.48018125,83.53401286,-41.77681026,-50.72011191,-56.29281806,181.7974853,-16.22466092,116.1948721,-51.68461797,-100.893383,68.50538194,-438.0783092,-67.00979594,56.64721775,59.40112834
23,0.119292314,-0.074848994,-0.089007357,0.197006887,-0.085739199,0.145916717,-0.123446757,-0.02114161,0.44839336,0.168958643,0.207253755,0.551584134,0.680051303,-0.256165947,-0.841995763,0.779361138,-0.537499701,-0.500737906,0.773884286,0.238117664,0.613126376,-0.055526903,0.725303846,-0.309585186,-5.351987367,-59.85190789,117.48283,4.657329805,124.2402404,-27.66863889,52.29214575,1.037697488,242.7897973,-10.93132951,83.23600081,-41.04403941,-56.86793262,-57.5933477,192.7739777,-13.89412232,123.8181542,-54.14617679,-103.604073,74.17846044,-456.026167,-70.24936417,48.50087204,60.7318172
24,0.118825265,-0.080072059,-0.078755046,0.197413316,-0.074897192,0.143502173,-0.118883406,-0.021051054,0.469580767,0.168004705,0.214517466,0.548002366,0.675088639,-0.261191914,-0.82517306,0.778148647,-0.526694529,-0.505463051,0.764843125,0.244590956,0.573330586,-0.061657317,0.729536345,-0.304285335,-1.933119111,-61.89940227,120.0311049,1.594634183,125.5314936,-27.21613644,51.38599043,-1.996547117,234.0951837,-9.042305164,81.018435,-40.46748676,-63.20693146,-59.08350732,203.6961309,-11.65132905,131.7210054,-55.88339108,-106.4522937,79.25128696,-471.6274946,-73.50087367,39.5936253,62.49313534
25,0.118656569,-0.0854738,-0.068280356,0.197552474,-0.063942503,0.141127117,-0.114399133,-0.021225286,0.490009426,0.167215615,0.221587659,0.544470911,0.669572794,-0.266347923,-0.807397219,0.777131876,-0.515199703,-0.510339797,0.75555341,0.251506935,0.532173323,-0.068071478,0.732991541,-0.29883178,0.690783347,-63.85891227,123.4003348,-1.086473854,127.4850554,-25.85840706,50.6291147,-5.108861956,223.4076532,-7.248763177,76.83566324,-40.07581376,-68.37696636,-60.72381213,214.3533128,-10.70044189,139.9669109,-57.04778991,-109.0436175,83.68056868,-484.3151344,-76.87926047,29.91307411,64.4347705
26,0.118716851,-0.091046542,-0.057511645,0.197457661,-0.052817333,0.138870546,-0.109980909,-0.021671118,0.509505421,0.166583041,0.228292835,0.540973637,0.663605778,-0.271647075,-0.788691363,0.776198087,-0.502985285,-0.515318156,0.746037559,0.258809443,0.489908854,-0.074780459,0.735601949,-0.293208786,1.726396962,-65.75438399,127.1683964,-3.139768287,130.1206637,-23.9314649,50.14787647,-7.874500693,210.9853528,-5.895234886,70.67388625,-39.82242653,-71.292262,-62.4337731,224.556941,-11.95571939,148.4938406,-57.85656333,-111.0809031,87.35812326,-493.6398959,-80.47235123,19.71915735,66.31265561
27,0.118867508,-0.096784694,-0.046414109,0.197183664,-0.041462163,0.136782131,-0.105604681,-0.022358298,0.527917367,0.166068584,0.234460295,0.537498474,0.657384354,-0.27709545,-0.769095074,0.775154753,-0.490026753,-0.520367093,0.736343922,0.266432877,0.446830647,-0.081802997,0.73732277,-0.287421915,0.818429675,-67.5506008,130.8758241,-4.487377408,133.3229448,-21.82226143,49.96491907,-9.929879971,197.2426772,-5.101708461,62.60889266,-39.59861517,-71.54013217,-64.11751194,234.1179786,-15.63690126,157.1470973,-58.50708038,-112.3943494,90.15797754,-499.4030153,-84.29066877,9.399397707,67.92414701
28,0.118938929,-0.102679596,-0.034993039,0.196792067,-0.029827541,0.13487778,-0.101244419,-0.023224843,0.545130038,0.165623376,0.239923952,0.534042843,0.6511413,-0.282690758,-0.748664426,0.773790176,-0.476313082,-0.525472799,0.726535664,0.274300645,0.403249512,-0.089158745,0.738143022,-0.281494415,-1.783916447,-69.0690031,134.101221,-5.202567372,136.9237679,-19.86857097,49.99632425,-11.07464903,182.6455053,-4.70140261,52.84291198,-39.25993446,-69.56450903,-65.68482456,242.8342084,-21.08823354,165.7358078,-59.099606,-112.9285316,92.02224154,-501.7350597,-88.229942,-0.736168604,69.1240112
29,0.118783253,-0.108707004,-0.0232905,0.196338057,-0.017878688,0.13314392,-0.096881417,-0.024191289,0.561068865,0.165213102,0.244535366,0.530616768,0.645070651,-0.288422841,-0.727473143,0.771949881,-0.461849904,-0.530630213,0.716680791,0.2823311,0.359464868,-0.09685826,0.738078779,-0.275462207,-5.27486224,-69.95354834,136.5521047,-5.443346197,140.7637105,-18.28800496,50.08273204,-11.33841466,167.6069841,-4.281996138,41.70326628,-38.66215467,-66.54258846,-67.06526102,250.490102,-26.91905698,174.0880424,-59.60048455,-112.7062029,93.0521426,-501.0671485,-92.07536606,-10.61916877,69.82580967
30,0.118322934,-0.114811603,-0.01137408,0.195863036,-0.005594737,0.13154799,-0.092510874,-0.025180752,0.575695333,0.164839427,0.248174662,0.527242858,0.639263715,-0.294275389,-0.705613758,0.76960075,-0.446657857,-0.535831336,0.706845319,0.290451432,0.315738511,-0.104893352,0.737152082,-0.269368755,-8.561351333,-69.72297737,138.1378396,-5.371640587,144.7109388,-17.14975195,50.04289988,-10.98332788,152.40486,-3.327154169,29.60170101,-37.69976289,-63.98668095,-68.2155936,256.864402,-31.43761121,182.0810651,-59.86230795,-111.7874837,93.54306973,-497.9868943,-95.55960068,-20.46724381,69.99619665
31,0.117575816,-0.12089608,0.00068072,0.195394272,0.007033674,0.130051392,-0.088143807,-0.026139228,0.588995166,0.164549078,0.250757898,0.523952933,0.633679824,-0.300228322,-0.68319811,0.766857301,-0.430768286,-0.541055308,0.697090021,0.298614604,0.272280956,-0.1132325,0.735365978,-0.263260435,-10.65430401,-67.9114851,138.9926119,-5.097027116,148.6432518,-16.38887375,49.72786218,-10.42367477,137.1351583,-1.420130686,16.96454116,-36.33746513,-63.20520632,-69.1199842,261.7417089,-33.240409,189.6371305,-59.69425378,-110.2368926,93.91495895,-493.0333896,-98.44586506,-30.69118835,69.64737196
32,0.116646052,-0.126822475,0.012810114,0.194949472,0.020005245,0.128621193,-0.083804233,-0.027048865,0.600962467,0.164425148,0.252238334,0.520781891,0.628164129,-0.306260179,-0.660356837,0.763956528,-0.414219325,-0.546264615,0.687470037,0.306810231,0.229255676,-0.121823522,0.732687667,-0.257182555,-11.01737368,-64.25536384,139.4317744,-4.665913337,152.4186786,-15.85643703,49.05814013,-10.0844285,121.7114974,1.562932117,4.150119671,-34.62607444,-64.80672158,-69.78172682,264.928024,-31.755279,196.69298,-58.95459166,-108.1061546,94.56362274,-486.52043,-100.5889278,-41.71105715,68.82845652
33,0.115684605,-0.132429814,0.024977831,0.194542294,0.033306284,0.127237458,-0.079523102,-0.027928898,0.611583798,0.16456154,0.2526005,0.517760196,0.622508676,-0.312349783,-0.637237506,0.761185357,-0.397054624,-0.551409373,0.678035996,0.315062464,0.186798759,-0.130601562,0.72904769,-0.251176139,-9.728956336,-58.84830588,139.847566,-4.087151659,155.8623807,-15.39291309,48.03964846,-10.26482142,105.9094239,5.358440043,-8.623975642,-32.69721107,-68.44022839,-70.20979245,266.2684995,-27.51780761,203.1627423,-57.62689714,-105.4343792,95.73104661,-478.4610136,-101.9546538,-53.76435926,67.61401887
34,0.114835593,-0.137565297,0.037181834,0.194185623,0.046907843,0.125894173,-0.075330852,-0.028824672,0.620826139,0.165029152,0.251847916,0.514906826,0.616536139,-0.318476743,-0.614001196,0.758783975,-0.37932533,-0.556438269,0.66883511,0.323416573,0.145045159,-0.139498784,0.724355865,-0.245275703,-7.410430624,-52.18685228,140.5713507,-3.366590651,158.7839026,-14.90318759,46.76090699,-11.0681408,89.43978509,9.37039563,-21.31576144,-30.73437465,-72.91179998,-70.40913035,265.6605227,-22.02490833,208.9145194,-55.84786315,-102.2593374,97.47444848,-468.6124162,-102.6121674,-66.78774075,66.08946399
35,0.114188911,-0.142119459,0.049448998,0.193891833,0.060764352,0.124593624,-0.071250193,-0.02979055,0.628631233,0.165846873,0.249987765,0.512224746,0.610173384,-0.324621099,-0.590817942,0.756861939,-0.361094099,-0.561311914,0.6599113,0.331922824,0.104151011,-0.148453385,0.718527535,-0.239508309,-4.980419194,-45.07304857,141.7441539,-2.527666942,161.0164836,-14.40555419,45.37237725,-12.41249533,72.02195998,12.85175387,-34.03232063,-28.92340761,-76.66248368,-70.3827185,263.0559139,-17.18787193,213.7725027,-53.87658427,-98.63063506,99.72779901,-456.605415,-102.714351,-80.41645206,64.3369238
36,0.113754288,-0.146052825,0.061818509,0.193671252,0.074815691,0.123336503,-0.067290706,-0.030873744,0.634916334,0.1669684,0.247017885,0.509700703,0.603483321,-0.33076315,-0.567861983,0.755362015,-0.342438929,-0.566013533,0.651304153,0.340625716,0.064304672,-0.157416903,0.711509876,-0.233893853,-3.341593073,-38.41477709,143.2423678,-1.610323562,162.452892,-14.03394206,44.05016146,-14.0989861,53.42935672,15.1400241,-46.94014682,-27.39502454,-78.39513835,-70.14435192,258.4544626,-14.61941322,217.5456456,-52.02095126,-94.61942472,102.3913851,-442.0945011,-102.46679,-94.09282293,62.42717167
37,0.113462679,-0.149405146,0.074318764,0.193530725,0.08899238,0.12211181,-0.063446604,-0.032104113,0.639578925,0.168289617,0.242921584,0.507310036,0.596642054,-0.3368844,-0.545307576,0.75408623,-0.32345449,-0.570553217,0.643047051,0.34956105,0.025724649,-0.166358817,0.703298728,-0.228446055,-3.094361509,-33.01791452,144.6938874,-0.651483328,163.0537759,-13.99248239,42.95538718,-15.90043189,33.49969505,15.86922631,-60.14125525,-26.18049674,-77.54947879,-69.73222589,251.8978583,-15.07873124,220.0759082,-50.55159205,-90.32439413,105.3893874,-424.8764041,-102.0801651,-107.2332445,60.41983457
38,0.113192645,-0.152286503,0.086945688,0.193473872,0.103221507,0.120890736,-0.05969804,-0.033491688,0.642502325,0.169674468,0.23767327,0.505025357,0.589874585,-0.342969684,-0.523325341,0.752770363,-0.304249244,-0.574964676,0.63516476,0.358758009,-0.011352812,-0.175266992,0.693940862,-0.22317343,-4.350215551,-29.45932444,145.5867671,0.342421226,162.8254062,-14.48221212,42.20531089,-17.63624002,12.1275562,15.08979418,-73.56419475,-25.20063101,-74.42450032,-69.21235755,243.4696084,-18.29730884,221.2936956,-49.63284462,-85.87439356,108.6740614,-404.9542874,-101.7123357,-119.3891874,58.36892987
39,0.112813017,-0.154857314,0.09965053,0.193503754,0.117430704,0.119626924,-0.056014932,-0.03503074,0.643560654,0.170991301,0.231253582,0.502826187,0.583379823,-0.349009602,-0.50207861,0.751173621,-0.284937726,-0.579295959,0.627670806,0.36824161,-0.04669174,-0.184143068,0.68352219,-0.21807978,-6.701553221,-28.07044638,145.4288575,1.413508917,161.7885846,-15.62806886,41.86238821,-19.21243051,-10.73320611,13.24912003,-86.91534794,-24.29609549,-69.95424752,-68.66800763,233.2954917,-23.19981598,221.2634952,-49.28991385,-81.4244072,112.1946141,-382.5488781,-101.4224072,-130.3492765,56.32932959
40,0.112228196,-0.157306922,0.112341592,0.193627106,0.131549421,0.118263118,-0.052361749,-0.036707341,0.642624005,0.172147505,0.223668787,0.500705952,0.577275163,-0.355002016,-0.481719737,0.749149055,-0.265628843,-0.583597315,0.620565186,0.378032437,-0.080075428,-0.192993843,0.67214707,-0.213164118,-9.367130656,-28.99230482,143.8892656,2.642930875,159.9699047,-17.42849749,41.93202349,-20.62452659,-35.04003166,11.03398918,-99.70990723,-23.28933609,-65.2992658,-68.18041081,221.5320016,-28.36698222,220.20076,-49.41873482,-77.14006786,115.8673201,-358.0663579,-101.1623434,-140.1565909,54.36158433
41,0.11141076,-0.159836978,0.124898299,0.193857745,0.145509429,0.116742195,-0.04870249,-0.03850717,0.639566186,0.173110402,0.214967457,0.498673574,0.571576727,-0.360951879,-0.462387423,0.746673569,-0.246412702,-0.587909913,0.613833445,0.388143768,-0.111322612,-0.201821923,0.6599161,-0.208420175,-11.46563534,-32.22964285,140.8620007,4.108399699,157.4310951,-19.73901839,42.35773038,-21.93332945,-60.6069328,9.134916167,-111.3689203,-22.05326449,-61.43914031,-67.81016963,208.3367802,-32.54060961,218.4457458,-49.8324391,-73.17187595,119.5736152,-332.0346973,-100.8108602,-149.0483075,52.5320234
42,0.110410194,-0.162649545,0.137190828,0.194216271,0.159247884,0.11501964,-0.04500608,-0.040421214,0.634277233,0.173907574,0.205248685,0.496749064,0.56621515,-0.366869433,-0.444206609,0.743833865,-0.227349715,-0.592258614,0.607447994,0.398578535,-0.140298106,-0.21061933,0.646909181,-0.203835891,-12.31198325,-37.64802813,136.4331779,5.825984554,154.3207113,-22.29302425,43.0172046,-23.2253491,-87.03941172,8.023852559,-121.3467257,-20.55725719,-58.89097292,-67.58532199,193.8331499,-35.00742131,216.392291,-50.32743683,-69.62964672,123.1876044,-305.0230352,-100.2254635,-157.3498006,50.90261513
43,0.109335771,-0.165934955,0.149096868,0.194724684,0.172714906,0.113074207,-0.041252121,-0.042448008,0.626681612,0.174607787,0.194659185,0.494955105,0.561075944,-0.372767365,-0.427291476,0.740778891,-0.208465925,-0.596650512,0.601371661,0.409328681,-0.166916387,-0.219365651,0.633177821,-0.1993938,-11.62461177,-44.90540739,130.7780646,7.707833166,150.9075952,-24.75688215,43.73358518,-24.5686644,-113.6781742,7.827989067,-129.2496392,-18.87019733,-57.62089111,-67.49603332,178.0956709,-35.75066386,214.3863525,-50.74666765,-66.57029469,126.6136383,-277.561539,-99.28487308,-165.3595144,49.50813564
