,x,y,z
0,-0.0005816143184694687,0.00021517530825351994,0.10094685022440852
1,0.0008084693948042238,0.0004454052203867781,0.10271726365611952
2,0.005401210291879088,0.0003682650330897464,0.10449444640585746
3,0.008128789373880934,-0.00011895839388083274,0.10599144957878218
4,0.007803882665387982,-0.0010668152245113431,0.10715232953348873
5,0.008437741871759247,-0.002008492590005069,0.10801113750489841
6,0.009956640062862837,-0.002829528787284529,0.10862775598600277
7,0.009708195377003072,-0.004391098427603633,0.10906186152762351
8,0.009071970554272606,-0.006324177080446996,0.10936289757280716
9,0.00996238019740113,-0.0072863643489500885,0.10956834852521155
10,0.011237736905163718,-0.008100668234454635,0.1097071520870886
11,0.012072947289734851,-0.009876105040699457,0.10980104670754494
12,0.012622412315268961,-0.011654276584506077,0.10986466963805445
13,0.01318213060198055,-0.01258063061018486,0.10990771502679782
14,0.013993007860563934,-0.013660361100965454,0.10993832005711002
15,0.014779426402046665,-0.015056525863965624,0.1099612945573041
16,0.015548398774913031,-0.015816140617946582,0.10997519137088653
17,0.016497109400868442,-0.016202994329737437,0.10998398250726629
18,0.017586409923980247,-0.017163206669845717,0.1099896509272049
19,0.018784324955838566,-0.018330018391679647,0.10999335893719245
20,0.02003444718085929,-0.018951196711476905,0.10999585705539125
21,0.02107960654979236,-0.01925818349284379,0.10999762175861101
22,0.021752114830615083,-0.019701771154664236,0.10999889232652646
23,0.02253572480669792,-0.020110033954100413,0.10999982184017074
24,0.023746840332825526,-0.020150221661277015,0.10981785152522175
25,0.0256204768625233,-0.019809343819937094,0.10969263946572526
26,0.028575785803765644,-0.019005729417019803,0.1096986062896211
27,0.031725013989249116,-0.01740653155978201,0.10975076368679607
28,0.03383999472133814,-0.01660148490087638,0.10981122937681825
29,0.035030481455169314,-0.01702520997906892,0.10986389414039982
30,0.03613663390050995,-0.017789987089941738,0.10990417761487194
31,0.0368840810628095,-0.018752006277629785,0.10993466262035403
32,0.036993490662142026,-0.02043104607812274,0.10995828243391367
33,0.036963818573752215,-0.022603325867947367,0.10997507614567482
34,0.03653395075050255,-0.02448077834067709,0.10998565699896819
35,0.03550610556854422,-0.02620741487757402,0.10999222822485366
36,0.03473802973432466,-0.028440562063598292,0.10995855850787739
