,Heading_direction
0,19.671423671386208
1,19.653371791200414
2,19.88610079077381
3,19.864668510692525
4,19.834198943084402
5,19.840614800167486
6,19.730311673114386
7,19.720975801113184
8,20.567289832791573
9,19.680165021987875
10,19.669686704564356
11,19.787765858038824
12,19.674877546024277
13,19.63985614370921
14,19.65269290526703
15,20.613585807707864
16,20.574330347157456
17,20.745390644027168
18,19.918570167959672
19,19.97047878006049
20,19.89183463557788
21,20.893803737523058
22,20.94807600128769
23,19.708783449143198
24,19.8060618170735
25,19.783584701192126
26,20.43241704143111
27,20.912364802008767
28,19.739350490152788
29,19.860910457211503
30,20.13417771990879
31,20.143772009268105
32,20.124849431383552
33,20.508868523900446
34,20.383704050658878
35,19.587102213649246
36,19.57747519048951
37,19.528787057767317
38,20.114998976974903
39,19.686312607116918
40,19.646362874291754
41,19.72145028220848
42,19.79835268973693
43,19.764532172453016
44,19.759755218986015
45,19.830009771060418
46,19.85941516646949
47,19.976293778418324
48,19.86575632424274
49,19.87045052257747
50,19.84672269602629
51,20.226946568328117
52,20.18979791715242
53,20.301633143459924
54,19.267116475453577
55,20.167123685345018
56,19.443066862291857
57,20.230874067928653
58,20.183772689876264
59,19.431353753138126
60,19.439719476660798
61,19.42416009438449
62,20.524535465569954
63,20.495187696620974
64,20.463808385278128
65,19.691340721308393
66,19.711453434069085
67,19.503296919018112
68,19.772068009046848
69,20.223615680278783
70,19.158713845201703
71,19.552941901321503
72,20.58563872097642
73,19.524247675128777
74,19.72524633230512
75,19.559032650372615
76,19.590718289123686
77,19.73983311892573
78,20.26762951621106
79,19.496007111051313
80,19.99166027478492
81,19.494150205240373
82,19.47294470725558
83,19.535906238725033
84,19.50625119640631
85,19.83342266702573
86,19.76048114590452
87,19.42738487588548
88,19.38006545743241
89,19.309871170809288
90,19.04581377432902
91,19.105049523134085
92,19.028766211758068
93,19.054597692019456
94,19.041514084553228
95,19.114817895739577
96,18.975486863729373
97,19.019660788940087
98,19.103206757549515
99,19.182837394938417
100,19.253941482695268
101,19.288438005835815
102,19.17162148940838
103,19.25140680979041
104,19.162953984358353
105,19.411507851241254
106,19.338547417367522
107,19.806171474922962
108,19.205863242964824
109,19.768380019759775
110,19.313646719538497
111,19.91598588391281
112,19.88541237899784
113,19.953089072827595
114,19.824786004868088
115,19.83356722165405
116,19.85981319309559
117,19.73405782495979
118,19.6572846762445
119,19.76815989149452
120,19.85333770084617
121,19.825098162541508
122,20.30059495712146
123,19.650187762390374
124,19.694708459553965
125,19.752016188965626
126,19.698633152067202
127,19.74072657267118
128,20.033876336975368
129,20.049680330345666
130,19.95756984233958
131,19.992648152225684
132,20.002064362619706
133,20.108992585682813
134,19.991337436395895
135,19.532877950164107
136,19.390777002049333
137,19.0138123455896
138,19.0502271530969
139,19.205882485062773
140,19.199601624029185
141,19.29457525406599
142,19.281983328991714
143,19.40307267864881
144,19.5277300365687
145,19.451607313636714
146,19.52106244528386
147,19.3535185948935
148,19.350430556402102
149,19.31729851083952
150,20.477485755132022
151,20.457706069887706
152,20.456043968665654
153,20.283734832116124
154,20.340810458843293
