,Heading_direction
0,146.8965575509428
1,145.9027216234384
2,146.61749868595655
3,146.60807891807957
4,146.56649344626177
5,146.64085507191507
6,146.92474724457935
7,146.3205039709556
8,147.3250813573889
9,147.2283554748738
10,147.0679013105047
11,146.99554151932497
12,146.88832423327565
13,146.93919991934095
14,146.91395891465535
15,147.1519548813195
16,146.93115680507168
17,146.8058021569014
18,146.85374547682517
19,146.7176401430644
20,146.412025775062
21,146.9117994043943
22,146.531094766453
23,146.26905893622833
24,146.16078072489125
25,146.1449818321126
26,146.8017291368151
27,146.77256859286092
28,146.7742975501256
29,146.75147151809747
30,146.0485853660697
31,146.04892571415797
32,146.69789923616867
33,146.7244571359136
34,145.9897858411491
35,146.8350130629448
36,146.79295119803973
37,146.8313355946103
38,146.82659421366452
39,146.9686868116991
40,146.99688427137863
41,146.94280744884696
42,146.836709021615
43,146.8012665005535
44,146.8665327240128
45,146.9248883120759
46,146.92618587407412
47,146.7764811589253
48,146.77436143578944
49,146.77422879965837
50,146.94994724283336
51,147.1083110852597
52,147.23440208263037
53,146.47025369560765
54,146.40165772571095
55,146.3947953444796
56,146.97224141867915
57,147.0003589357686
58,147.0321235148665
59,147.00646743009497
60,146.91109316845973
61,146.95030889694937
62,147.01981895632048
63,147.00364600553831
64,147.03043363029147
65,147.0489524283236
66,147.07770329734376
67,147.01357919344537
68,146.94846524514097
69,147.2104550535948
70,147.21902519710633
71,147.10819623830227
72,147.1021254970055
73,147.1121300760844
74,147.1202073035178
75,146.99375366675704
76,146.7918301324376
77,146.7589470003011
78,146.68775691116815
79,146.7092004796896
80,146.83710050820315
81,146.8586049798852
82,146.9903832329238
83,146.7870688875981
84,146.8046933809773
85,146.78428810996544
86,146.9534545113276
87,146.9543654923903
88,147.03682616523685
89,146.94294141016857
90,146.8957104328011
91,146.87943542107993
92,146.93048879910452
93,146.8982012437284
94,146.89187613628212
95,146.38369000392535
96,146.35893083934383
97,146.3583289887171
98,147.0109975338127
99,147.0992679507739
100,147.0344340910455
101,146.98668112864067
102,146.95967416725068
103,146.99144897011735
104,146.9917540869879
105,147.0894468169271
106,147.05736866866067
107,147.07110668000328
108,147.12443190327255
109,147.08069375853077
110,147.05663537236552
111,147.0720826152216
112,147.1422263847465
113,146.26791407451492
114,146.99091547643232
115,147.05810415483015
116,147.0035128508484
117,147.0878985621668
118,147.02647491492968
119,146.62751809243576
120,146.7810880779207
121,146.6634608086116
122,146.78065292691775
123,146.85953813016783
124,146.8889524380067
125,146.881509747036
126,146.97031193397595
127,147.12884829820743
128,147.23636245291837
129,147.21433465185476
130,147.24285136474117
131,147.15112861813503
132,146.97067980943885
133,146.9451094627895
134,146.96754248823464
135,147.2139713770995
136,147.38822844966336
137,147.20431682986288
138,147.1948581899261
139,147.14876384910588
140,147.25219499151717
141,147.3702351955537
142,147.21475503307147
143,147.2238650632815
144,147.09169455095045
145,147.03570517351432
146,146.85427118976295
147,147.1077232489363
148,147.1938536928334
149,146.96207929409815
150,146.7619568683307
151,146.77330267889775
152,146.7626027536564
153,147.01956781539104
154,147.0746670753275
155,147.4909871084581
156,147.4561576467198
157,147.4037357759399
158,147.2939053763936
159,147.2338285352628
160,147.05283126233735
161,147.1510720281283
162,147.04300592828343
163,147.01775221946096
164,147.02139076335104
165,147.2624769121034
166,147.37386305791472
167,147.3296679639811
168,147.07060210911516
169,147.055474522466
170,146.98964214114113
171,147.33765539406272
172,147.4250379966423
173,147.4934052058553
174,147.35231135459915
175,147.35502086935452
176,147.41275487126353
177,147.5328937306835
178,147.61124531615937
179,147.64143051534316
180,147.35618177769965
181,147.36062806879193
182,147.3512113046036
183,147.37691983376936
184,147.53541946441
185,147.78435838279472
186,147.6631541958371
187,147.94642991063972
188,147.8101374372787
189,147.9744465854807
190,147.99515884174892
191,148.13898383852347
192,148.24027982041372
193,148.45623240300776
194,148.55755485242076
195,148.61370323892191
196,148.6699644539812
197,148.6708480957666
198,148.65377689008648
199,148.6743108346591
200,148.96268706385337
201,149.02542616410136
202,148.56178435497
203,149.23542007100016
204,148.81065291088595
205,148.5841931513218
206,148.28683946275237
207,148.76270362866472
208,148.9927326126254
209,148.71830878494552
210,148.52715607134095
211,148.5024747297468
212,148.7302284831885
213,148.7507959382112
214,148.89840567091676
215,149.3693691618491
216,149.37092747489692
217,149.33636433285673
218,148.92998005091872
219,148.98282698183536
220,148.97393238302993
221,149.005209724645
222,148.8090566999687
223,148.8442767729411
224,148.8006171626966
225,149.22852584148671
226,149.2791459569008
227,149.10800800007655
228,149.1600496731712
229,149.0903706584588
230,149.35000728237935
231,149.16228109585649
232,149.74337487483416
233,149.74416495940633
234,149.6130795598149
235,149.2969858685284
236,149.23902793325664
237,149.2890074700344
238,149.3589929422247
239,149.46312926474013
240,149.3693019389849
241,149.2665027810135
242,149.0720824703047
243,149.4428994012069
244,149.2077523071815
245,149.47465188472617
246,149.54869156831057
247,149.8926039497916
248,149.67237108081548
249,149.68485693699873
250,149.5994453037332
251,149.56484968426736
252,149.40446835856048
253,149.09891363618408
254,149.0137585707434
255,149.12266266741815
256,148.98639885036215
257,149.1233184292874
258,149.14638962957417
259,148.97149790754256
260,148.9970693691145
261,149.0680576593142
262,149.27308889012536
263,149.3462765292216
264,149.2728212738749
265,149.0754919988006
266,148.99991475750645
267,149.0862177016324
268,149.01059448612637
269,149.09953797322717
270,148.971825494769
271,149.02452022559507
272,149.008138413058
273,149.00036565288912
274,148.96415649259848
275,149.26922228648937
276,149.18226275937445
277,149.1632701551384
278,149.76385933702932
279,149.72771052072068
280,149.7465009379388
281,149.80858695410143
282,149.68391353554068
283,149.4044639998019
284,149.8149506337282
285,149.78601804702808
286,149.929712211292
287,149.93755415972953
288,149.7193825106442
289,149.7190047939604
290,149.5318883514882
