HS left,HS right,SP left,SP right,Gait Category
0.5731667575633745,1.069286593796315,-0.5646929205956421,-0.7181803424784867,5
0.5712779077192791,1.0599674232910865,-0.5760630853880102,-0.7215679651313204,5
0.5631323263108554,1.061965179283018,-0.5759063224533028,-0.7270110109729858,5
0.5499156584884852,1.074356776643726,-0.5654331755187252,-0.7341728750984017,5
0.5343951872239434,1.093519326183258,-0.5482730447564268,-0.7416423501016324,5
0.5193470511245701,1.1149087773748634,-0.5288125184127523,-0.7477693835634609,4
0.5064734737300347,1.134641221961138,-0.510763692614032,-0.7513265803169547,4
0.4962387286750169,1.1502151203979272,-0.4964681307853793,-0.7516847531980153,4
0.4882787275395162,1.1605165619378022,-0.4868256745431345,-0.7487131052956696,4
0.481850507949781,1.1656426035820917,-0.4814781025009129,-0.7427176857463648,4
0.4760626803666676,1.1668035298824129,-0.4790673025202758,-0.7344903026806994,4
0.4699935957888648,1.1660611613789562,-0.4776920736435881,-0.7252902307508521,4
0.4629176818891303,1.1656182822183911,-0.4756477863786734,-0.7165768891953641,4
0.4546335454379229,1.1668968135701072,-0.47215754281272,-0.7095602193293047,4
0.4456477999260864,1.1700035760115632,-0.4676439465018347,-0.7048446576553437,4
0.4370552024918166,1.1738845918099363,-0.4634087402110538,-0.7023534112612442,4
0.4302119324864879,1.1769552704829147,-0.4609785809038953,-0.7014791450596629,4
0.4263742828127774,1.177837111695182,-0.4614559004056515,-0.7013120896455436,4
0.4263637190742486,1.175991688473191,-0.4650654051097855,-0.7008780230411891,4
0.4302606381050677,1.1721603547117403,-0.4709625382018039,-0.6993985514932111,4
0.437224369061834,1.1684374447656625,-0.4773630600786862,-0.6965386176230344,4
0.4456459759287023,1.1677226807972154,-0.4820581035432065,-0.692485584446077,4
0.4537498479614485,1.1725284649798555,-0.4832475963128322,-0.6877178768580079,4
0.4604348267074707,1.1836377263836138,-0.4803761416001506,-0.6825850876851765,4
0.4658637086577972,1.1994241051217005,-0.47452632287088,-0.6770759843592183,4
0.4714079123527244,1.2163408082731602,-0.4680993218476892,-0.6709999163136136,4
0.4789861471229761,1.2303352192949255,-0.4638941084153394,-0.6643400350474743,4
0.4901868776811278,1.2383864977860592,-0.4640115199634109,-0.6573420417681934,4
0.5055453954571931,1.239494256601712,-0.46903232521515,-0.6502724433154412,4
0.524126258140365,1.2349987934887392,-0.4776959864603298,-0.643230105772933,4
0.5435008809621733,1.2283221963698336,-0.487146095802405,-0.6363052935236585,4
0.5603348431298036,1.223977892429855,-0.4938117230437131,-0.6298353729358852,4
0.5716879113521254,1.225787500520219,-0.4948241064413092,-0.6242428651437356,4
0.5765110380141196,1.2350368191855206,-0.4893626375188986,-0.6194728844281765,4
0.5763243744038944,1.2498322499372416,-0.4790659660849552,-0.6147331323940235,4
0.5745480462920665,1.2662129868330303,-0.467190490028164,-0.608983789898543,4
0.5750094317008194,1.280228614386089,-0.4570854617456483,-0.6016988642170035,4
0.5805515922611604,1.289608115783088,-0.4508915991687077,-0.5931415289165252,4
0.5922349852763971,1.2942875706094688,-0.4489786971254788,-0.5840440674037977,4
0.6091538790716329,1.2960092670462036,-0.4500894894029688,-0.5751615498656362,4
0.6288122003513603,1.2974776223479796,-0.4519549410012795,-0.5670492927982768,4
0.6480485805947482,1.301308850918332,-0.4521972654427235,-0.5599920488340364,4
0.6643002803478204,1.3089614768686784,-0.4492866033169773,-0.5538961474173935,4
0.676639073868115,1.3200977907868738,-0.4431587684696214,-0.5482106328674331,4
0.686009041816388,1.3328011701497084,-0.4351806154441389,-0.5420918118582375,4
0.6946260196182932,1.3445101926039458,-0.4275324021371174,-0.5347781818172552,4
0.7050063612350677,1.353054472128994,-0.4223607386972026,-0.5258827919220277,4
0.719091710833222,1.357315131078628,-0.4210102368497785,-0.5154227682050189,4
0.7376421853949311,1.3574530137155711,-0.4234973448292634,-0.503677891120083,4
0.759926177655109,1.3548084266761236,-0.4283725218002334,-0.4910521000011065,4
0.783834465176267,1.351471681949575,-0.4331317795420089,-0.4779962564773863,4
0.8065929925658519,1.349515665088815,-0.435163089170987,-0.4649334918313414,4
0.8259263287562817,1.3501429490849812,-0.4328495736285618,-0.4521489093428636,4
0.8410430784231187,1.353247501024053,-0.4262437888332442,-0.4397219286586002,4
0.85281852483855,1.3577137409939155,-0.4169634470632919,-0.4275981172961587,4
0.863144836523257,1.3622546516241472,-0.4074232923629342,-0.4157471101653553,4
0.8739386005453968,1.3662500158530304,-0.3997935239858097,-0.4042387732832528,5
0.8863014656481893,1.3701542594000655,-0.3950901334251446,-0.3931583461424981,5
0.9000851408437778,1.3753654515891451,-0.3927367764374367,-0.3824561638406207,5
0.9140028325531192,1.38363155881431,-0.3908541888757419,-0.3718740339801067,5
0.9264046662544336,1.3960873302759638,-0.3873097405005004,-0.3609821684835328,5
0.9365161330227068,1.4121860833715023,-0.381116770559295,-0.3492921339318653,5
0.9453864325532244,1.4291591096044711,-0.3733808700404486,-0.3364618413610587,5
0.9558012827020408,1.4425858148023036,-0.3671240773265793,-0.3225484142220078,5
0.971263364924423,1.44789044348591,-0.3660130102174153,-0.308063110974027,5
0.994796779893146,1.4419297570260583,-0.3726862548343481,-0.2936418778553531,5
1.0280065956257705,1.4240587179588486,-0.3874665138663458,-0.2795338544649237,5
1.0702586582148712,1.3966173425050354,-0.4079180226694492,-0.2653603506743074,5
1.1180406741951912,1.3648251788636363,-0.4294698264388115,-0.250427501863389,5
1.165243241866778,1.3357726457855998,-0.44703891099018,-0.2343794474908431,5
1.2049470637017374,1.3164001813697337,-0.4568807198513001,-0.2175420209655951,5
1.2319475519666572,1.3112228895657896,-0.4574785533816448,-0.2005568129636283,5
