L1.fem,L2.fem,L3.fem,R1.fem,R2.fem,R3.fem,L1.cox.Y,L2.cox.Y,L3.cox.Y,R1.cox.Y,R2.cox.Y,R3.cox.Y
61.19471169,57.32239109,50.31325474,59.07292855,45.36860127,-6.882159567,-58.9410507,-49.71606697,-27.52017216,-32.35487292,-19.91774341,30.74080315
60.68421784,57.76319538,49.98624267,59.17047021,45.41715852,-6.882159567,-58.51564863,-49.46432595,-27.20830575,-32.62534951,-19.91378374,30.27002475
60.4230303,58.46507922,49.77064917,59.24140732,45.01867118,-6.882159567,-58.33641693,-49.53077087,-27.02726515,-32.8522376,-19.62285233,29.82502264
60.37975576,59.3746566,49.61450342,59.32330975,44.33976353,-6.882159567,-58.35924019,-49.84866779,-26.91365976,-33.07025973,-19.15503378,29.40369116
60.47699877,60.37938996,49.45247769,59.45880568,43.60106021,-6.882159567,-58.49505001,-50.28178854,-26.78137049,-33.3279463,-18.6776873,28.9952281
60.62003307,61.35154323,49.23339903,59.67615382,43.01259088,-6.882159567,-58.64104885,-50.67901461,-26.55643828,-33.66548887,-18.36662126,28.58615679
60.72832489,62.19448234,48.94032649,59.97441798,42.70459159,-6.882159567,-58.71445575,-50.93107184,-26.20547821,-34.09467784,-18.34418262,28.16656613
60.76001404,62.87162163,48.59360759,60.32189768,42.68322542,-6.882159567,-58.67693296,-51.004358,-25.74413181,-34.59355705,-18.63252816,27.7335113
60.72149052,63.4057571,48.2362154,60.66848695,42.83617719,-6.882159567,-58.54175556,-50.93719523,-25.22275718,-35.11782959,-19.14811321,27.29043134
60.65882477,63.85112722,47.91019709,60.96527609,42.98684859,-6.882159567,-58.36235699,-50.80313731,-24.69892352,-35.62052428,-19.7405012,26.84352505
60.63463298,64.25614904,47.63779151,61.18244463,42.96795361,-6.882159567,-58.20774876,-50.66463049,-24.21286863,-36.06912615,-20.25301781,26.39733062
60.70179703,64.64025952,47.41747421,61.31791193,42.67883364,-6.882159567,-58.13675417,-50.54543768,-23.7788731,-36.45320038,-20.57480429,25.95203071
60.88781298,64.99673374,47.23495057,61.39242746,42.10638325,-6.882159567,-58.18415947,-50.43558711,-23.39413344,-36.78000799,-20.66486978,25.50399899
61.19499768,65.31331309,47.07920504,61.43204888,41.31102885,-6.882159567,-58.36290404,-50.31866827,-23.05525072,-37.05954997,-20.5463726,25.04907651
61.60918833,65.59171849,46.95234525,61.4465344,40.39294742,-6.882159567,-58.67339312,-50.19790092,-22.76970635,-37.28655972,-20.28214446,24.58633851
62.10561916,65.8523806,46.86893697,61.41736262,39.4563263,-6.882159567,-59.1067156,-50.10295054,-22.55612305,-37.43240914,-19.94647653,24.11993134
62.64716329,66.12297381,46.84773105,61.30508795,38.58486572,-6.882159567,-59.63656185,-50.07489687,-22.43509803,-37.45637466,-19.60531226,23.65789487
63.17851343,66.41872275,46.90085102,61.0733047,37.83368056,-6.882159567,-60.20674322,-50.13997582,-22.41624006,-37.33209493,-19.30980301,23.20874456
63.62363218,66.72662599,47.02500604,60.71465953,37.23326217,-6.882159567,-60.72736975,-50.2887008,-22.48787129,-37.07179456,-19.09893169,22.77784563
63.89212791,67.00442815,47.19895332,60.26221531,36.79480347,-6.882159567,-61.08804313,-50.47432095,-22.61537677,-36.73035241,-19.00098945,22.36551014
63.89571817,67.19734708,47.38918389,59.77878408,36.50880172,-6.882159567,-61.18501429,-50.63331791,-22.75033955,-36.38513178,-19.02711423,21.96743319
63.57166309,67.26434288,47.56082849,59.33057147,36.33929091,-6.882159567,-60.95125768,-50.71651114,-22.84584604,-36.10353567,-19.16095555,21.57665216
62.90631596,67.1989224,47.68774303,58.96052634,36.22414781,-6.882159567,-60.37821298,-50.71247516,-22.86977774,-35.91651629,-19.35599144,21.1857081
61.94954133,67.03228214,47.75759111,58.67679948,36.08869214,-6.882159567,-59.52218297,-50.65046789,-22.81071129,-35.81221699,-19.54769744,20.78820188
60.81290604,66.81642444,47.77131293,58.46233085,35.8688236,-6.882159567,-58.49412246,-50.58265429,-22.67602453,-35.75308245,-19.67625557,20.37972642
59.6510253,66.59472613,47.7382875,58.29751148,35.53319022,-6.882159567,-57.43719571,-50.55524597,-22.48447458,-35.70560519,-19.7089041,19.95837842
58.63221306,66.37274214,47.66923205,58.17984564,35.09599745,-6.882159567,-56.49986621,-50.5809229,-22.25619914,-35.66372273,-19.6534674,19.5246623
57.90881002,66.10293495,47.56955899,58.12853955,34.61647781,-6.882159567,-55.81264336,-50.62391148,-22.00351571,-35.65244671,-19.55919281,19.08050948
57.59640914,65.69383736,47.43591915,58.17254396,34.18284809,-6.882159567,-55.47338454,-50.6068621,-21.72581254,-35.71235981,-19.5028454,18.62787862
57.76241268,65.04460762,47.25746934,58.33026131,33.88198619,-6.882159567,-55.53861146,-50.44135996,-21.41046634,-35.87690694,-19.56120443,18.16804459
58.41455752,64.09129734,47.02175023,58.59481591,33.76489315,-6.882159567,-56.0119069,-50.07006128,-21.03960025,-36.15757207,-19.77937697,17.70210287
59.48227644,62.84106172,46.72361023,58.93732339,33.82547748,-6.882159567,-56.82477392,-49.497763,-20.60055187,-36.54675197,-20.15124776,17.23198794
60.79885524,61.37467858,46.37420827,59.32826043,34.00558661,-6.882159567,-57.81981365,-48.79279412,-20.09642811,-37.03472043,-20.6239739,16.76096927
62.10415551,59.81464688,46.00581405,59.76087391,34.22357272,-6.882159567,-58.75584897,-48.05741854,-19.55214087,-37.62374338,-21.1238654,16.29341821
63.08399953,58.27498099,45.6679928,60.25835971,34.41033547,-6.882159567,-59.34863912,-47.38365573,-19.01156561,-38.32549504,-21.58870789,15.834428
63.44710354,56.81867646,45.41350979,60.8612207,34.53496407,-6.882159567,-59.34432949,-46.81822841,-18.52433088,-39.1462624,-21.99016836,15.38973709
63.02093845,55.44388842,45.27820533,61.60298907,34.60935918,-6.882159567,-58.60557485,-46.35420133,-18.12652753,-40.07289816,-22.33697379,14.96574162
61.82917822,54.10261445,45.26470404,62.48261704,34.67164185,-6.882159567,-57.17697081,-45.95113709,-17.82497571,-41.06311996,-22.65928644,14.56907091
60.10919881,52.73757946,45.33953009,63.44454335,34.75803136,-6.882159567,-55.29521862,-45.56973926,-17.59412765,-42.04015692,-22.98358754,14.20554185
58.24991398,51.31605833,45.44578991,64.3835484,34.87815319,-6.882159567,-53.32857183,-45.2006163,-17.38727819,-42.90136321,-23.3118406,13.87881964
56.66555642,49.84580728,45.5250209,65.18232945,35.00542509,-6.882159567,-51.66020116,-44.87256771,-17.15573351,-43.54961844,-23.61516798,13.58926665
55.65093506,48.37116324,45.53855673,65.76515162,35.08411214,-6.882159567,-50.5561624,-44.63871361,-16.86723573,-43.9364424,-23.84253217,13.33339929
55.28197375,46.95804775,45.48090651,66.13442931,35.04626414,-6.882159567,-50.07546945,-44.55100824,-16.5176581,-44.08858277,-23.93698004,13.10444483
55.41526715,45.67942301,45.38107663,66.36562631,34.831545,-6.882159567,-50.07145605,-44.63820482,-16.13290879,-44.09613612,-23.85235363,12.89433652
55.78616825,44.60652306,45.29053527,66.56396966,34.40789908,-6.882159567,-50.28440302,-44.89637512,-15.75918657,-44.06717659,-23.56931482,12.69655689
56.14388755,43.80112326,45.26052759,66.81225726,33.79193789,-6.882159567,-50.46854199,-45.28970679,-15.44244531,-44.07911167,-23.11155283,12.50814212
56.34979697,43.3004876,45.31777299,67.14186027,33.0616174,-6.882159567,-50.4839348,-45.75325641,-15.20468981,-44.15844163,-22.55672767,12.32922605
56.40049612,43.09594351,45.45182399,67.53753239,32.34823331,-6.882159567,-50.31693923,-46.19510075,-15.03088214,-44.29600086,-22.02970979,12.16006825
56.38350403,43.12158174,45.62308028,67.96125305,31.79952023,-6.882159567,-50.03861285,-46.50726667,-14.87741572,-44.47598174,-21.66865819,11.99757613
56.40535181,43.27309578,45.7878657,68.37366219,31.52151014,-6.882159567,-49.74139581,-46.59747124,-14.69988793,-44.69098024,-21.56963048,11.83433237
56.53664737,43.45684254,45.92495708,68.74458469,31.52597959,-6.882159567,-49.49570365,-46.43686288,-14.48335006,-44.93523926,-21.73531592,11.66172489
56.79541121,43.64050066,46.04590464,69.05751253,31.71737076,-6.882159567,-49.34090678,-46.09507936,-14.25405067,-45.19069283,-22.06221323,11.47530808
57.15781104,43.86822477,46.18145678,69.31298599,31.93379339,-6.882159567,-49.29323946,-45.72981865,-14.06242626,-45.42371911,-22.38281859,11.27792457
57.57194956,44.22555927,46.35243002,69.52865226,32.02153982,-6.882159567,-49.34540855,-45.52394011,-13.94653001,-45.59705963,-22.54359123,11.07731737
57.963917,44.77526224,46.54524655,69.73200672,31.90219307,-6.882159567,-49.45366094,-45.6002105,-13.90010063,-45.68770894,-22.47584426,10.87930601
58.24549963,45.50676407,46.71110038,69.94746297,31.59875363,-6.882159567,-49.53206229,-45.96269989,-13.8685534,-45.69804635,-22.22179583,10.6812484
58.33441421,46.33182928,46.79220973,70.18554581,31.21016167,-6.882159567,-49.47277039,-46.4985602,-13.77818541,-45.65404563,-21.90328454,10.4704215
58.18126822,47.12532241,46.75894893,70.44259433,30.84946445,-6.882159567,-49.18687971,-47.03566083,-13.58071512,-45.59555387,-21.65122528,10.2285408
57.7865316,47.78176065,46.6326079,70.71252387,30.58129963,-6.882159567,-48.64139088,-47.42037045,-13.28400181,-45.56949363,-21.53614209,9.939841535
57.19982816,48.25554239,46.47750879,71.00090865,30.39573569,-6.882159567,-47.87389818,-47.57607656,-12.94917616,-45.62924599,-21.53931151,9.598599202
56.50974964,48.5693034,46.36728328,71.32477982,30.22998094,-6.882159567,-46.98640878,-47.52158236,-12.65771451,-45.82896085,-21.57588499,9.213041067
55.8345446,48.79352473,46.34811629,71.689212,30.01608544,-6.882159567,-46.1287277,-47.3511406,-12.4719086,-46.19979502,-21.54703952,8.80478955
55.31177089,49.010839,46.42270543,72.05238876,29.72201123,-6.882159567,-45.47453836,-47.19140445,-12.41369595,-46.71374907,-21.38717832,8.404701681
55.07613291,49.28028338,46.56167019,72.30641258,29.36825442,-6.882159567,-45.18573398,-47.15341864,-12.46975304,-47.26098251,-21.08702205,8.046734237
55.22132951,49.61470141,46.72925002,72.29589331,29.01951843,-6.882159567,-45.36538146,-47.29569447,-12.6111368,-47.66601821,-20.69158661,7.761530737
55.75853726,49.98013331,46.90405229,71.87431898,28.75694531,-6.882159567,-46.01343605,-47.61038994,-12.81028452,-47.74704255,-20.27853952,7.570943485
56.59592471,50.31724221,47.08480394,70.97462465,28.6382956,-6.882159567,-47.00912814,-48.03650458,-13.0475063,-47.39563371,-19.92293214,7.483864822
57.55758923,50.57373271,47.28348977,69.65756331,28.66048164,-6.882159567,-48.13790691,-48.49265405,-13.31026129,-46.63665444,-19.6592778,7.493369969
58.43894039,50.73060701,47.51348766,68.10758852,28.74568968,-6.882159567,-49.15933016,-48.91343456,-13.59102445,-45.6319776,-19.45928678,7.575928218
59.07580409,50.80856078,47.77835652,66.57148704,28.76531341,-6.882159567,-49.89002444,-49.27236486,-13.88497081,-44.61997479,-19.24096371,7.694580338
59.39924025,50.85217194,48.06414503,65.26617461,28.59416861,-6.882159567,-50.26712089,-49.58175672,-14.18553655,-43.81911362,-18.90814567,7.808009791
59.45536552,50.90253045,48.33801222,64.29888294,28.16861667,-6.882159567,-50.36525967,-49.87297681,-14.47856345,-43.34348146,-18.40141175,7.885647532
59.38212855,50.97543952,48.55599127,63.63472287,27.52108442,-6.882159567,-50.35926949,-50.17194017,-14.74014764,-43.16771644,-17.73540995,7.925591383
59.349626,51.05744526,48.67909989,63.11987022,26.77642332,-6.882159567,-50.44682051,-50.4853351,-14.94280898,-43.14855659,-17.00504316,7.968137621
59.48500473,51.11938547,48.69070333,62.54412351,26.1110737,-6.882159567,-50.76132058,-50.80225959,-15.0680191,-43.08517661,-16.35659913,8.095620119
59.81217694,51.13678219,48.60463668,61.71896212,25.68918542,-6.882159567,-51.30932033,-51.10412781,-15.11643246,-42.79498648,-15.93435134,8.41265328
60.23423172,51.10492785,48.45772047,60.54898235,25.60160309,-6.882159567,-51.95899634,-51.37339637,-15.10753365,-42.18405688,-15.82582213,9.010614936
60.56989158,51.04214333,48.29053642,59.07342249,25.83763831,-6.882159567,-52.48834464,-51.59792332,-15.06876249,-41.28823933,-16.0328111,9.930895043
60.63132945,50.98194344,48.12881719,57.45591014,26.30244612,-6.882159567,-52.67711641,-51.77357893,-15.02298094,-40.26143852,-16.48032656,11.14462496
60.31322334,50.96017761,47.97662458,55.91851284,26.86200746,-6.882159567,-52.40673582,-51.90756459,-14.98341058,-39.30780972,-17.04975638,12.55896956
59.65838458,51.00461995,47.82248193,54.64853253,27.38470645,-6.882159567,-51.72757067,-52.02113496,-14.95686891,-38.58970296,-17.61239221,14.04675501
58.86901502,51.13109018,47.65056523,53.72858413,27.76372844,-6.882159567,-50.8618132,-52.14803808,-14.94868065,-38.16412912,-18.051795,15.48557195
58.24606856,51.34453285,47.44867552,53.12687647,27.92470058,-6.882159567,-50.13068701,-52.32611474,-14.9633654,-37.98267533,-18.27814631,16.7898894
58.06981229,51.64049682,47.21059285,52.74165917,27.82904489,-6.882159567,-49.82744141,-52.58320031,-15.00124437,-37.94371693,-18.24017797,17.92541671
58.47451453,52.0043572,46.93508997,52.46003491,27.47836708,-6.882159567,-50.09232856,-52.92253103,-15.05497626,-37.95251357,-17.93510926,18.90460349
59.38746379,52.40957273,46.62427108,52.19394442,26.91900988,-6.882159567,-50.85574592,-53.31455785,-15.10917952,-37.9509595,-17.41332389,19.76972668
60.56869835,52.81794915,46.28234942,51.88379764,26.24269223,-6.882159567,-51.87975764,-53.69966835,-15.14377143,-37.91075857,-16.77444976,20.57235016
61.72374375,53.18345601,45.91499056,51.48553548,25.57754267,-6.882159567,-52.86824749,-54.00131469,-15.14008801,-37.81134204,-16.15219417,21.35624776
62.62415886,53.45913297,45.52892242,50.96409189,25.06423686,-6.882159567,-53.58340668,-54.14504849,-15.08781998,-37.62960537,-15.68632406,22.14775349
63.1808083,53.60545268,45.13102932,50.30496601,24.81892207,-6.882159567,-53.9177874,-54.07746617,-14.98960979,-37.35341874,-15.48574327,22.95437095
63.44777285,53.597637,44.72628024,49.53526813,24.8978895,-6.882159567,-53.90211142,-53.77919697,-14.86029439,-37.00703178,-15.59688339,23.76983813
63.56697954,53.42948877,44.31518318,48.73064173,25.2849416,-6.882159567,-53.65811853,-53.2681075,-14.7206292,-36.66050593,-15.99512092,24.58226554
63.68643923,53.11373967,43.89262665,47.98896277,25.90779872,-6.882159567,-53.32644415,-52.59367652,-14.58894351,-36.40198348,-16.60285322,25.38192422
63.89290548,52.68195537,43.44926697,47.37875842,26.6666753,-6.882159567,-53.00633692,-51.82815137,-14.47513955,-36.28292956,-17.31754726,26.16642585
64.18867973,52.18613637,42.9746819,46.89907695,27.45350869,-6.882159567,-52.73262574,-51.059269,-14.37916064,-36.27798205,-18.03030571,26.94234558
64.5161357,51.69843743,42.4605185,46.48446479,28.15819327,-6.882159567,-52.49119168,-50.382642,-14.29307926,-36.29592482,-18.63265828,27.7231909
64.80656547,51.30141492,41.90271975,46.05123705,28.67510899,-6.882159567,-52.25193586,-49.887293,-14.20480809,-36.23575211,-19.02443602,28.52448136
65.02003215,51.06619886,41.30347121,45.54926851,28.92122995,-6.882159567,-51.99283757,-49.63304928,-14.10241916,-36.04630172,-19.13247329,29.35794343
65.15642839,51.02735756,40.67418202,44.98571645,28.86225303,0.608600398,-51.70333839,-49.62967346,-13.97963528,-35.75064567,-18.93509598,23.63583499
65.24096591,51.16918955,40.03993491,44.41071765,28.53211904,5.014101832,-51.3749503,-49.83165506,-13.84326057,-35.42416499,-18.47751558,20.65618607
65.30060689,51.43174216,39.44371315,43.87788124,28.03147974,8.158302029,-50.99371899,-50.1535555,-13.72121038,-35.14317478,-17.86548463,18.80523487
65.34728754,51.73245646,38.94626947,43.40516644,27.49924942,10.87652131,-50.54263588,-50.4977283,-13.66636176,-34.93613474,-17.23447718,17.33388609
65.37723713,51.99224792,38.61621181,42.96085077,27.06436645,13.47087641,-50.01423143,-50.78142115,-13.74923035,-34.76640665,-16.70344674,15.9608653
65.38738128,52.15605449,38.50706371,42.48379161,26.79840565,16.0774497,-49.42874736,-50.95464622,-14.03470776,-34.55590095,-16.33251329,14.55305189
65.39787442,52.20206657,38.62567719,41.92529839,26.69491516,18.72850765,-48.84692094,-51.00552584,-14.54672061,-34.2346281,-16.10696811,13.07476616
65.46014411,52.13755038,38.9066819,41.28666544,26.68838217,21.37607074,-48.36190905,-50.95236733,-15.23647197,-33.78730422,-15.95810425,11.5701126
65.63694979,51.98441779,39.21136021,40.63008027,26.69942264,23.92107126,-48.06481553,-50.82589589,-15.97513658,-33.27140732,-15.80791228,10.13682356
65.96466116,51.76397308,39.35948184,40.0555811,26.67564574,26.25039,-48.00074538,-50.65168995,-16.58262794,-32.79594114,-15.6087458,8.88880454
66.42456349,51.49096887,39.1854135,39.65340988,26.60535923,28.27135458,-48.14381483,-50.4438748,-16.88538705,-32.46874366,-15.35577132,7.918680509
66.94167263,51.17916608,38.59818867,39.45518571,26.50451668,29.93612546,-48.40549028,-50.21218972,-16.78152535,-32.33815999,-15.07222833,7.270348788
67.40837305,50.8510468,37.62348068,39.41269754,26.39432986,31.25374259,-48.66686776,-49.97381292,-16.28798557,-32.36336388,-14.78472817,6.92600181
67.71918535,50.54170678,36.40951569,39.42014275,26.28651934,32.28880606,-48.81629059,-49.75888928,-15.54929161,-32.43438314,-14.50617799,6.809528008
67.8052106,50.2915621,35.18728455,39.36744468,26.18221002,33.14631018,-48.78075718,-49.60438803,-14.79808606,-32.43110358,-14.23348707,6.806169104
67.65888097,50.12938648,34.19097294,39.19019097,26.08148357,33.94606112,-48.54662444,-49.53820785,-14.27464697,-32.2832546,-13.95784126,6.793262771
67.33846919,50.0533779,33.5675942,38.88490062,25.99640667,34.79485899,-48.16509711,-49.56100479,-14.13512539,-31.99298399,-13.68005638,6.671672728
66.94788679,50.02189426,33.3221556,38.48503032,25.95761846,35.7651846,-47.73907006,-49.63648191,-14.39419062,-31.60993598,-13.42016444,6.38724551
66.60057557,49.96350211,33.33140883,38.02234779,26.00550919,36.88512681,-47.39383216,-49.69908952,-14.93472695,-31.18422021,-13.21170929,5.936630696
66.38193734,49.80579903,33.41400304,37.50587332,26.16667903,38.13983492,-47.23801814,-49.67894355,-15.57423263,-30.73557861,-13.08126058,5.357919908
66.31965517,49.50961564,33.40990306,36.93149966,26.43043924,39.48239271,-47.32248024,-49.5320553,-16.14341871,-30.257824,-13.02709944,4.710832062
66.36935976,49.08997482,33.2294642,36.30959279,26.74455676,40.85022165,-47.61120511,-49.25942582,-16.53783762,-29.7473985,-13.01451825,4.053937119
66.42653289,48.61208404,32.86318201,35.68709294,27.03650721,42.18103327,-47.98493975,-48.9053279,-16.73177475,-29.2299979,-12.99271541,3.427732976
66.36796661,48.16418464,32.36357139,35.14765397,27.24715448,43.42260684,-48.28668999,-48.53704041,-16.76394473,-28.76555881,-12.9212808,2.849875457
66.10473656,47.82031888,31.81339079,34.78747284,27.35621289,44.53490941,-48.38891843,-48.21659541,-16.70817274,-28.42831433,-12.78913767,2.321982224
65.6168046,47.60987956,31.29109443,34.67723594,27.38733725,45.48789714,-48.2440419,-47.97676745,-16.63948505,-28.27324341,-12.61746477,1.841052249
64.95276587,47.50703989,30.84302012,34.82999911,27.39374659,46.25935285,-47.89323036,-47.81069754,-16.60506944,-28.30836934,-12.4486824,1.4080129
64.201966,47.44410655,30.47029243,35.19538889,27.43251797,46.8346573,-47.43755709,-47.67901156,-16.60874862,-28.49050799,-12.32751713,1.030367125
63.45820813,47.3417652,30.13362178,35.68483211,27.53803602,47.20828431,-46.99299708,-47.53057507,-16.61353237,-28.74699012,-12.28067245,0.719879255
62.79134931,47.14123754,29.77248989,36.21032913,27.70608039,47.3868337,-46.65057946,-47.32605124,-16.56013184,-29.00744222,-12.30332529,0.486791751
62.23417222,46.82404241,29.32954943,36.71324847,27.89653407,47.39351713,-46.45447903,-47.05273562,-16.39267789,-29.22634807,-12.35991662,0.331588454
61.78313452,46.41375977,28.76939901,37.17333877,28.05329776,47.2720689,-46.40047447,-46.72587153,-16.07982694,-29.38983456,-12.39998971,0.23693465
61.40615194,45.96305728,28.08555097,37.60246613,28.13197439,47.08558939,-46.44838098,-46.37936415,-15.62340124,-29.51125746,-12.38214009,0.164995855
61.05145835,45.5329415,27.29796699,38.03052457,28.12393674,46.90658854,-46.53917282,-46.05193556,-15.05592109,-29.62063421,-12.29556411,0.064718654
60.6574107,45.17227028,26.44836762,38.4886782,28.06616311,46.79969356,-46.61138238,-45.77482399,-14.43450567,-29.7505274,-12.16856603,-0.111766702
60.16690079,44.90600337,25.59680342,38.99431608,28.0289884,46.8044145,-46.61644195,-45.56640716,-13.83544028,-29.92162039,-12.05698667,-0.390987938
59.54678206,44.73714808,24.81528198,39.54138624,28.08282358,46.92650784,-46.53295826,-45.43579104,-13.34547495,-30.13166708,-12.01497475,-0.767522518
58.80654387,44.65910719,24.17166777,40.09795786,28.25858993,47.14131101,-46.37694981,-45.39122779,-13.04278737,-30.35045116,-12.06253862,-1.205796094
58.00863352,44.66810238,23.70380598,40.61157383,28.5246944,47.4055117,-46.20470416,-45.44496103,-12.96771333,-30.52338174,-12.1695046,-1.652323763
57.26399493,44.76560988,23.39594283,41.02158581,28.79586702,47.6710334,-46.10628735,-45.60822921,-13.09665675,-30.58543373,-12.26684481,-2.052619213
56.70670227,44.94887491,23.17608427,41.2754362,28.9690314,47.8966935,-46.18668009,-45.87829336,-13.33996379,-30.48246939,-12.27824114,-2.367151485
56.44763162,45.19772053,22.94283609,41.34496148,28.96504859,48.05603675,-46.53331175,-46.2273752,-13.57377411,-30.19236015,-12.15214962,-2.582067131
56.52391893,45.46894799,22.60810219,41.23924058,28.75591313,48.14093094,-47.17960264,-46.60305361,-13.69113754,-29.73793976,-11.87819124,-2.711788287
56.87352126,45.70312286,22.12978042,41.00891491,28.37006966,48.16093619,-48.08417919,-46.94081883,-13.64238591,-29.18557319,-11.48530843,-2.792935673
57.35336402,45.84035942,21.51915143,40.73474987,27.87928509,48.13878657,-49.13977471,-47.18216698,-13.4448073,-28.62540342,-11.02809665,-2.87171868
57.7913307,45.83820793,20.82754713,40.49791329,27.37353518,48.10281828,-50.20713927,-47.29117381,-13.16470286,-28.13590882,-10.56771616,-2.988864063
58.04263672,45.68402663,20.12480595,40.34322762,26.93184664,48.07833193,-51.15486213,-47.26371798,-12.88689757,-27.74767953,-10.15272787,-3.167375978
58.02478519,45.39543379,19.47574873,40.25870906,26.59967967,48.08055473,-51.88725417,-47.12439917,-12.68256208,-27.43002207,-9.806769774,-3.407855103
57.72345563,45.00824607,18.91692002,40.18917792,26.38188396,48.11034399,-52.3546764,-46.91119593,-12.58150934,-27.11520408,-9.528656145,-3.692192952
57.17618202,44.55899459,18.44246087,40.07777745,26.2530827,48.15156106,-52.55027271,-46.65556811,-12.55893807,-26.74932374,-9.304402496,-3.991647783
56.44417278,44.07131545,18.01186275,39.90796929,26.18025001,48.16964949,-52.49785785,-46.36808892,-12.54765179,-26.3375133,-9.12537647,-4.274577799
55.58230691,43.55095047,17.58112451,39.7198777,26.14819655,48.11385961,-52.23496926,-46.03493697,-12.47502705,-25.9546057,-9.004830338,-4.51254221
54.6191378,42.98932448,17.14209412,39.59429177,26.17600364,47.92573526,-51.79814068,-45.62539749,-12.30853321,-25.71585206,-8.984136232,-4.685371676
53.55658847,42.37473437,16.7480386,39.61555759,26.31278523,47.55223403,-51.2175104,-45.10908013,-12.08759883,-25.72433012,-9.120956947,-4.783617839
52.38717835,41.70871985,16.50798711,39.83092261,26.61034388,46.95862099,-50.51970871,-44.47919924,-11.92359792,-26.01948235,-9.459602681,-4.80579157
51.11405723,41.01940848,16.5440581,40.22397582,27.08745816,46.13879045,-49.7303707,-43.77116995,-11.96043224,-26.54894761,-9.998482471,-4.752688069
49.75959871,40.36010653,16.92659332,40.71653991,27.7103817,45.12564672,-48.87100488,-43.06168859,-12.30811048,-27.17836961,-10.67727446,-4.627468478
48.36026473,39.78930855,17.62411807,41.19945278,28.40212365,44.00393511,-47.95420854,-42.44307108,-12.98461665,-27.73696784,-11.39400537,-4.448647531
46.95529198,39.34363684,18.50130786,41.57245674,29.07011396,42.91885336,-46.98405854,-41.98629014,-13.90086753,-28.07519697,-12.03962985,-4.270349339
45.57893352,39.02194262,19.36163133,41.76942704,29.63342833,42.06193153,-45.9648967,-41.71513336,-14.89091825,-28.10585766,-12.52924379,-4.188769898
44.26421648,38.78891826,20.00332779,41.76390656,30.04082434,41.6170549,-44.9190934,-41.60371726,-15.76132027,-27.81805198,-12.81963445,-4.312980468
43.05916859,38.59181573,20.26348352,41.56618587,30.28073625,41.67796406,-43.90991866,-41.59284686,-16.33585493,-27.27083768,-12.91464033,-4.704098785
42.04274474,38.37971828,20.04331563,41.2176523,30.38296742,42.18743689,-43.05463709,-41.6142325,-16.48752325,-26.57189326,-12.86043402,-5.323414346
41.31972135,38.11995014,19.31765084,40.77702438,30.40724457,42.94784157,-42.50742512,-41.61469077,-16.15854483,-25.84108743,-12.72896444,-6.033366081
40.98571323,37.80872891,18.13358936,40.29893285,30.41782825,43.69882937,-42.40681679,-41.57375144,-15.36961412,-25.16893687,-12.59093148,-6.652289184
41.07913503,37.47103653,16.60162311,39.81973639,30.45453682,44.21091014,-42.81092894,-41.50645694,-14.21692801,-24.59362176,-12.48886329,-7.024489272
41.55318321,37.14681823,14.87856346,39.36456944,30.51603399,44.3493163,-43.6604367,-41.44793335,-12.85394207,-24.11329309,-12.42417721,-7.069563637
42.28867966,36.86945311,13.13897186,38.97060108,30.56412739,44.09465053,-44.79467251,-41.42828901,-11.45703085,-23.72422732,-12.36392446,-6.79833791
43.13547105,36.64822067,11.53531659,38.70464843,30.54600927,43.5280753,-46.00811498,-41.45293563,-10.18042978,-23.45525623,-12.26211979,-6.299291067
43.94971109,36.46212802,10.1585589,38.65550082,30.4249306,42.79445055,-47.107744,-41.49686887,-9.115047363,-23.3724335,-12.08663668,-5.705997442
44.60811533,36.26431192,9.022759316,38.90030616,30.20803759,42.0565911,-47.94212324,-41.51077748,-8.273266817,-23.54965778,-11.84291568,-5.158079569
45.0090039,35.99380309,8.091010722,39.46422455,29.95849795,41.45293682,-48.40566057,-41.43410286,-7.614353875,-24.02328702,-11.58417776,-4.766862136
45.0803099,35.59351403,7.329172839,40.29766515,29.78064341,41.06899455,-48.44005534,-41.21355457,-7.097194482,-24.75733736,-11.39798321,-4.593253254
44.80062005,35.03211826,6.747910709,41.28363471,29.77840577,40.92828183,-48.04599524,-40.82494986,-6.723454359,-25.6382816,-11.36897903,-4.641276526
44.22133562,34.3220073,6.40126794,42.27017202,30.00653848,41.00182936,-47.29906359,-40.28995814,-6.540418067,-26.50228516,-11.53570689,-4.867076141
43.47287824,33.52277524,6.341980388,43.11163872,30.44478649,41.22955728,-46.35409908,-39.67640395,-6.601587715,-27.18251241,-11.86927754,-5.199678366
42.74406054,32.7249202,6.566643991,43.70267431,31.01184087,41.54437793,-45.42481862,-39.07775665,-6.914288243,-27.55694247,-12.28887518,-5.566200039
42.23327481,32.01916673,6.993910896,43.99652957,31.60740164,41.89099983,-44.73436144,-38.58003272,-7.414823984,-27.57963882,-12.70218304,-5.912347131
42.08192453,31.46573923,7.489718607,44.00740299,32.15411145,42.23498837,-44.44578699,-38.23267906,-7.986990117,-27.28657059,-13.04355021,-6.211211645
42.31544147,31.07893629,7.916371419,43.79959895,32.61793013,42.56185858,-44.59867469,-38.03812259,-8.505638824,-26.77619669,-13.28991531,-6.459148456
