LF_x,LF_y,LF_z,LF_w,LM_x,LM_y,LM_z,LM_w,LH_x,LH_y,LH_z,LH_w,RF_x,RF_y,RF_z,RF_w,RM_x,RM_y,RM_z,RM_w,RH_x,RH_y,RH_z,RH_w
-69.63448683804096,-22.08069265093785,2.3377599103998943,0.0,-74.54605177820827,-10.670769052876572,3.3291221063515755,0.0,-105.70248574234546,-11.653165784037235,2.961649714956879,0.0,-63.16180412222508,-37.27181308515255,0.2822872120321964,0.0,-94.57309700726684,-34.90301243413646,2.690754902974952,0.0,-98.8285118977865,-35.04450990017932,6.124217055492744,0.0
-69.59979735076168,-22.121473845912945,2.3457294681422134,0.0,-74.48911996173321,-10.727127686602994,3.1697223085575974,0.0,-105.64264424240993,-11.689437019935255,2.939010598586476,0.0,-62.994137144825636,-37.32011710527413,0.41306379973640794,0.0,-94.54629171983349,-34.95137322655932,2.7306348446918935,0.0,-98.23350716788124,-34.74970158198585,5.69752889749274,0.0
-69.5631937901019,-22.156619947974498,2.3784050011921494,0.0,-74.4325911590774,-10.788303816126003,3.0116339916268497,0.0,-105.5991970017723,-11.715330124769917,2.919287123089429,0.0,-62.79328657689921,-37.38430443411491,0.5541787852309508,0.0,-94.51790347278974,-34.98694909011422,2.7647318251672264,0.0,-97.68348967625596,-34.466408186017325,5.313310195631406,0.0
-69.51990891496985,-22.175923776972283,2.441889294577825,0.0,-74.37422990766181,-10.855530049894123,2.8561183879062177,0.0,-105.58226081733793,-11.72464892584004,2.9054471260344403,0.0,-62.53512905100583,-37.470854644090835,0.7091275814376221,0.0,-94.48460832696453,-35.00074869330285,2.789978937249405,0.0,-97.20691166231418,-34.21438035252361,4.975995985583143,0.0
-69.46437036437015,-22.167930227804806,2.5290036227199444,0.0,-74.31273990583777,-10.927083670625812,2.7082063696388996,0.0,-105.59435378895931,-11.716523563415532,2.899015387239217,0.0,-62.210028233456,-37.57208828488748,0.8757509250052031,0.0,-94.44502977322686,-34.990699536840054,2.8057743791057703,0.0,-96.81972976759805,-34.00970537693606,4.688842237272324,0.0
-69.39397327180818,-22.124670859275028,2.6228814995971543,0.0,-74.24795685367835,-10.99812669623893,2.575509126707102,0.0,-105.63035685928361,-11.695122291258073,2.8994710222928273,0.0,-61.82466188635961,-37.66651990533156,1.0463645278669116,0.0,-94.40127667736964,-34.96209081017245,2.8129473537848035,0.0,-96.5241956536882,-33.86127418254956,4.454013348083766,0.0
-69.31134754472455,-22.04533866509758,2.7060334099829415,0.0,-74.18079061364377,-11.06261596343904,2.464972545521327,0.0,-105.67967847257788,-11.667661718600538,2.904600738708348,0.0,-61.400411614666986,-37.725021780555466,1.208523574771272,0.0,-94.35859839659972,-34.92555089124148,2.8135075748906324,0.0,-96.31133502093438,-33.76914854036582,4.271183571606507,0.0
-69.2236068825261,-21.93669095346026,2.768756803542381,0.0,-74.11317258689921,-11.11618814714536,2.3797265790001703,0.0,-105.73002853900168,-11.641558472154543,2.911599709778038,0.0,-60.968981153947055,-37.721184202775056,1.3472945654789115,0.0,-94.32341884283906,-34.8935055481171,2.81079314145534,0.0,-96.16563511445918,-33.725394406636624,4.13647238965655,0.0
-69.14003703774884,-21.811336914129768,2.8117427192525497,0.0,-74.0479523654605,-11.157990622788335,2.3180740956988473,0.0,-105.77171849408329,-11.621823551966727,2.9183524850415186,0.0,-60.56594368271051,-37.6419667065686,1.449650186521069,0.0,-94.30135525597777,-34.87652441125246,2.8086920061238896,0.0,-96.06947263378493,-33.71665259754319,4.041821031242982,0.0
-69.06984944301955,-21.68577867400812,2.842592786962083,0.0,-73.98852011916162,-11.190346944412555,2.274768746628439,0.0,-105.80077215099469,-11.609666586684241,2.9242954158158767,0.0,-60.223356471470574,-37.49388769798612,1.5094466858095021,0.0,-94.29600402741667,-34.88067117010003,2.8101965181819306,0.0,-96.00626394949097,-33.727455379734764,3.9754184355274766,0.0
-69.02032733560445,-21.57800810201199,2.8695446983365116,0.0,-73.93815320352226,-11.216937836869631,2.2433149917837696,0.0,-105.81936484566461,-11.602771252246557,2.9304387707569894,0.0,-59.96304306194536,-37.30188757323015,1.529909926017151,0.0,-94.30818832220808,-34.906395909792394,2.816516924392195,0.0,-95.96262009923234,-33.743618614357345,3.9241194816723493,0.0
-68.99539621627407,-21.50381697705122,2.896251441797199,0.0,-73.89927495328249,-11.241011510957605,2.2180119977130826,0.0,-105.83346830889273,-11.596975915878414,2.9385427093534613,0.0,-59.792297832408316,-37.101386120599265,1.52188586029051,0.0,-94.33544670461566,-34.94897930764906,2.827214099256514,0.0,-95.92953798346304,-33.75495794305962,3.877124961332198,0.0
-68.99489151988469,-21.472606629891942,2.920122533298434,0.0,-73.87281398507588,-11.26459171201067,2.1950681339621543,0.0,-105.8490815051747,-11.588507133465964,2.9499595832998935,0.0,-59.70349622265719,-36.9269538485766,1.499136551593546,0.0,-94.37205843298804,-35.00017012560397,2.840920098016184,0.0,-95.90233525185772,-33.75657661912398,3.828765442195838,0.0
-69.01458209001491,-21.484626080743755,2.934453543716236,0.0,-73.85784563896851,-11.288631721745507,2.172715083087695,0.0,-105.86908888807555,-11.575744579354934,2.964825326420989,0.0,-59.67790878873413,-36.80231903951709,1.473648989796816,0.0,-94.41000650967815,-35.05049687663423,2.856060299468826,0.0,-95.87943184585477,-33.74850038615047,3.7788116563800873,0.0
-69.04675198593284,-21.530841968212716,2.93245484776358,0.0,-73.8517019597576,-11.31348273555704,2.1506799876129445,0.0,-105.89226914482533,-11.559775490323268,2.9819898993967975,0.0,-59.69217280345014,-36.73545322927202,1.4530679938112296,0.0,-94.44086744554588,-35.09169600881075,2.871292328819356,0.0,-95.8606252393363,-33.734071441877,3.730527496670362,0.0
-69.08136220334758,-21.59537452073652,2.9106965774614597,0.0,-73.85061005202209,-11.339119039205272,2.1295065278916354,0.0,-105.91463164712681,-11.543636679673742,2.999623861951262,0.0,-59.72476176443185,-36.71962461989662,1.4404382564244962,0.0,-94.4580241630353,-35.118632905365295,2.885688885171829,0.0,-95.84564758221063,-33.71783465082736,3.687933347207661,0.0
-69.1080106700315,-21.65976476595709,2.8705634638006945,0.0,-73.8506718822325,-11.364969762345082,2.1100555165870443,0.0,-105.93195838698773,-11.530860417439188,3.0161006674878816,0.0,-59.76023783856059,-36.73854913101187,1.4353351566880974,0.0,-94.45831917506716,-35.1300848810295,2.8988121382666048,0.0,-95.83350834879477,-33.703633560752685,3.6536827353221746,0.0
-69.11847041035173,-21.70790086634709,2.8179068697395167,0.0,-73.84882787784466,-11.389598944353887,2.0932510689783275,0.0,-105.94197182624764,-11.524227757008454,3.0306716982387574,0.0,-59.790479704384396,-36.77275955823675,1.4354947753722218,0.0,-94.44254161601043,-35.12809603682335,2.910804409046966,0.0,-95.82266421597973,-33.69339661794068,3.6281212634855997,0.0
-69.10883787272466,-21.729945501945757,2.761985909173365,0.0,-73.8434849018755,-11.410648394992284,2.079958180968692,0.0,-105.94506592573518,-11.525230869773948,3.0436376940014487,0.0,-59.81343429885867,-36.80495475419956,1.4383958782485617,0.0,-94.41473543932753,-35.11628950648821,2.9225369755409023,0.0,-95.81168571322057,-33.68676531124419,3.6093885342739114,0.0
-69.08014891858284,-21.723661101235905,2.7145912563861625,0.0,-73.83467235621684,-11.425304221007343,2.070861131120987,0.0,-105.94352401255328,-11.534062299154007,3.0560037834802216,0.0,-59.83067312720914,-36.823317608210765,1.442369049359451,0.0,-94.38081829899988,-35.09809219551588,2.9357013690998954,0.0,-95.79994643558645,-33.681449306453544,3.5941666248092883,0.0
-69.03705003279646,-21.692495854748653,2.689354481565868,0.0,-73.82375743779859,-11.431148476329042,2.066314983351811,0.0,-105.93994649434768,-11.54964321764391,3.068801934674232,0.0,-59.84501299540574,-36.82273368987894,1.446927285572949,0.0,-94.34717516327942,-35.075892536338074,2.9525582669543304,0.0,-95.78793246287034,-33.674080566216084,3.5786571487420247,0.0
-68.98507847339717,-21.641143822394824,2.7005092282226375,0.0,-73.81283391214795,-11.426935172875188,2.066229639029988,0.0,-105.93584377472318,-11.569457352640327,3.0823630547975824,0.0,-59.858893055996,-36.80422343764531,1.4524004531457475,0.0,-94.31966193313112,-35.05166896720097,2.9750887241090087,0.0,-95.77699142184127,-33.66135127400614,3.5594117057521544,0.0
