Hd,T1,T2,T3,LF_fem,LM_fem,LH_fem,RF_fem,RM_fem,RH_fem,LF_tib,LM_tib,LH_tib,RF_tib,RM_tib,RH_tib
4.517941670520739,4.1875764744990756,10.26274854265704,8.411579162575428,11.098452371070994,9.818332031916857,12.977938329174345,10.563765676783907,9.778539164317614,12.465595424985162,10.82322606972968,9.685628944919385,13.290148951112894,10.900831698886513,9.749542276539632,13.248172216573034
