direction
-10.84020346973397
-10.970234201422242
-11.057251663062381
-11.08172717112961
-11.051074914598676
-10.993303282177601
-10.943547502058344
-10.929945558029697
-10.96533744249649
-11.04741565744329
-11.164105849763716
-11.29863717476824
-11.431667426428891
-11.54205649986906
-11.609184135287956
-11.617775207037273
-11.563714299182642
-11.458308860004259
-11.328737723118588
-11.213215964955785
-11.150789975826811
-11.168223957973243
-11.269383457750537
-11.433001661051858
-11.620783465215377
-11.791855665877277
-11.916416530244728
-11.983022009565369
-11.997997414718874
-11.978951546108618
-11.946092166308357
-11.91495688945533
-11.89253147437083
-11.876642996173267
-11.857617367358728
-11.821602456726007
-11.755207207316658
-11.650572521952197
-11.50946497998577
-11.344926377173328
-11.179340938019058
-11.038796240730008
-10.945295895245227
-10.909648255781288
-10.927719180805614
-10.981363951846275
-11.043503008305715
-11.08525008025097
-11.082502057608023
-11.020306600993766
-10.895083394127427
-10.715938860406446
-10.505275032380585
-10.296096500363369
-10.12290876290858
-10.0081451747503
-9.952357450391167
-9.935776173507985
-9.930492193336418
-9.914612323540048
-9.879947443202404
-9.831439880267276
-9.781870584587356
-9.745962100913156
-9.736195516394606
-9.76084271271061
-9.823313157218656
-9.921528750795952
-10.047315359227069
-10.18737095765291
-10.326913340953457
-10.454686543255134
-10.56627866107687
-10.663683425333005
-10.751813167861696
-10.834543287538823
-10.912394545598554
-10.982279211516927
-11.038603223525975
-11.074896693694136
-11.08564490637852
-11.068420483435087
-11.026012519649562
-10.967172548485875
-10.90421570845423
-10.847175644021775
-10.797043812327995
-10.742695668980463
-10.665042056716533
-10.54744389038264
-10.386384038628929
-10.195050170446146
-9.996770739549858
-9.812412684125691
-9.650205170526641
-9.504368127541785
-9.362340267399231
-9.214973194900193
-9.063526540377755
-8.92039469201704
-8.803832231364096
-8.729153969370694
-8.700304028872175
-8.705896828227322
-8.722017391278305
-8.720876910273743
-8.681553169885468
-8.597825636764997
-8.479326504653754
-8.345765537047173
-8.217871312302131
-8.110049261078697
-8.027660440772042
-7.968446385071732
-7.925956638638705
-7.893444492500929
-7.867514461920838
-7.8504452227244945
-7.849834080026562
-7.875373607649945
-7.934222616078184
-8.02708316653312
-8.146667075869981
-8.279126907078044
-8.40759518638897
-8.516189298888156
-8.593214223847205
-8.632893118083791
-8.635254354061809
-8.604664339064252
-8.548651009806791
-8.478176784915634
-8.408356187745433
-8.357399734260326
-8.34263801740662
-8.37447310544935
-8.450675037917359
-8.554266543142111
-8.65763311456042
-8.73264325467075
-8.762402483021942
-8.747947186967945
-8.705604251091899
-8.6569214594207
-8.617908453195945
-8.593513098304532
-8.578221172133544
-8.559904559435143
-8.524357314787633
-8.45971766727188
-8.360034906626339
-8.226455844478512
-8.06532221402392
-7.884686566976685
-7.691891125913791
-7.493559756832306
-7.296974178603864
-7.110741813278626
-6.943874368318318
-6.804491776091457
-6.699943313290789
-6.638338020055182
-6.629141994515644
-6.680392802991296
-6.792935938471928
-6.955511677600115
-7.145016372198632
-7.332890645181415
-7.494300428995711
-7.615207548871331
-7.694184845754213
-7.738964346936389
-7.760253003026736
-7.76620397588906
-7.759795725695129
-7.739262374103854
-7.7003837273013485
-7.639392882962504
-7.55560023424933
-7.453094991956102
-7.341233650585864
-7.233714237451044
-7.145773020827346
-7.089573274030725
-7.069562025647552
-7.080487375513838
-7.1092544639199815
-7.139220153392616
-7.154476702852809
-7.142828322696071
-7.097995046349484
-7.022137549000924
-6.92844495235607
-6.841619440821641
-6.7936674803860875
-6.814250307097978
-6.918287980694586
-7.09667051331754
-7.315902793823579
-7.5281991740144845
-7.687809932655885
-7.766139608082507
-7.759278225673892
-7.685926465595514
-7.578237731087302
-7.470106901504719
-7.386862113298022
-7.338874544950388
-7.320501014490353
-7.314682200443963
-7.301546547764971
-7.26714533746285
-7.208245185848594
-7.13185087925328
-7.051401403204306
-6.9823607167941635
-6.9383565127280775
-6.92766699426878
-6.95015729664546
-6.995855864781881
-7.046659452159731
-7.081422696045175
-7.082697394496028
-7.042462793733189
-6.965044949417413
-6.866720456202982
-6.772140758960896
-6.708226415548483
-6.69696711184003
-6.748953447849523
-6.859192842435506
-7.006476720838899
-7.157357937133485
-7.2747482602870885
-7.329026498756725
-7.307759504791826
-7.220211540474676
-7.094754872405244
-6.969868356674516
-6.881625926878419
-6.852149588483279
-6.88372656191886
-6.96100777020517
-7.059571612123053
-7.156055155405685
-7.235073770861033
-7.2906081738668895
-7.3226331414189945
-7.33208862859475
-7.317819270583645
-7.27744533106365
-7.211192928987256
-7.125366111274309
-7.032119538854573
-6.944984124689023
-6.873343478522129
-6.820295078340628
-6.785636105337651
-6.77153975992068
-6.7863910688319455
-6.843641253492106
-6.9560335901282455
-7.128393093310635
-7.3526113150686285
-7.607096554664011
-7.8612853915336105
-8.084221396094645
-8.25448765605921
-8.367564020528883
-8.437277325009589
-8.490728644074132
-8.559185882766384
-8.668644941091223
-8.832834715665156
-9.050083073569814
-9.304654866545405
