LF_x,LF_y,LF_z,LF_w,LM_x,LM_y,LM_z,LM_w,LH_x,LH_y,LH_z,LH_w,RF_x,RF_y,RF_z,RF_w,RM_x,RM_y,RM_z,RM_w,RH_x,RH_y,RH_z,RH_w
-41.95922125130909,-23.277179170633044,1.8424629197040208,0.0,-73.0766611676708,-12.620067237631865,1.839257973706749,0.0,-83.35478550878356,-9.389567167998345,5.98217146742101,0.0,-56.32506064046188,-38.58140272499003,-0.14117095438892946,0.0,-69.67807253728103,-36.87889851374444,1.1036394342512938,0.0,-96.68223050817927,-36.41073272730215,2.1580321705221603,0.0
-41.90005556988407,-23.353451403369018,1.7906490135329776,0.0,-73.0659296901038,-12.593011783260348,1.8374908469668974,0.0,-82.54516513837612,-9.742015908023955,5.675542589484566,0.0,-56.31066526190572,-39.34446973446488,0.03889695795506398,0.0,-69.68308118868914,-36.880910532578525,1.1053205604896021,0.0,-96.67647809698208,-36.44452089884171,2.1628232677143107,0.0
-41.857896842179414,-23.42628092756006,1.7437868484367218,0.0,-73.05964324926789,-12.56943049751663,1.8363965220452947,0.0,-81.74705903730661,-10.08401241852693,5.397767699590085,0.0,-56.293818934220205,-40.110253449563494,0.24459626145936397,0.0,-69.68932097396362,-36.88435544161135,1.1063468487219605,0.0,-96.67150234682188,-36.473127254392615,2.164400134748048,0.0
-41.842190020214076,-23.49201070776855,1.7039139521625035,0.0,-73.05963193747701,-12.552947324643654,1.8362709643734636,0.0,-80.97303851562457,-10.391011524469015,5.141304540431662,0.0,-56.27445716003232,-40.863844094784184,0.4684540989897634,0.0,-69.69845592071106,-36.89013041312093,1.1065743954801182,0.0,-96.66737738090984,-36.49351860648501,2.1614092764895414,0.0
-41.85449826384529,-23.548006698884997,1.6706937221324036,0.0,-73.06523668322181,-12.545922395790853,1.8380491961734187,0.0,-80.23623479908919,-10.64589297638285,4.900675455853731,0.0,-56.24611018899926,-41.59296278902944,0.7046668578951625,0.0,-69.71169855553718,-36.898528833253216,1.1059384201309772,0.0,-96.66401365736688,-36.50555167585281,2.1543285985290623,0.0
-41.88881668234774,-23.5935786920924,1.6415026080276682,0.0,-73.07339135151435,-12.549581647057085,1.8428307271684101,0.0,-79.55211178115307,-10.840667487194,4.672546434324973,0.0,-56.194058114213256,-42.28756337643698,0.9506886266106722,0.0,-69.72932953563564,-36.90901493268185,1.1042777689276235,0.0,-96.66075980878854,-36.51140190912865,2.144941255361923,0.0
-41.93474240903415,-23.630131102262666,1.6122831382148952,0.0,-73.07975323390404,-12.564419145632836,1.851189600707766,0.0,-78.9382747392205,-10.976717077011081,4.454330574387356,0.0,-56.09628896927246,-42.938869121829256,1.2070269638726785,0.0,-69.75038051220885,-36.92025727534265,1.1012984048559886,0.0,-96.65623504591599,-36.51428943661192,2.1353535901763756,0.0
-41.98138212791158,-23.660048601611955,1.5791455060103754,0.0,-73.08060818519762,-12.590146995299857,1.8627300609669,0.0,-78.41151788546334,-11.06365696223865,4.242782768796378,0.0,-55.92702310272996,-43.538945251108814,1.4755027274190127,0.0,-69.77269092178683,-36.93044856741676,1.0965171477922624,0.0,-96.64901491822191,-36.517310576929695,2.1269865255947895,0.0
-42.02015603070536,-23.685109870798023,1.5402814521028692,0.0,-73.07470555332242,-12.625105436708001,1.8762351232208623,0.0,-77.98330785546112,-11.116891275573998,4.033667202849076,0.0,-55.66209338504026,-44.08109673240851,1.757314017187399,0.0,-69.7934283840574,-36.93785467353962,1.0893464587657604,0.0,-96.63882327711407,-36.52262371762047,2.120042046079517,0.0
-42.04611684105628,-23.705790458948705,1.497383261543387,0.0,-73.06387789822055,-12.665972650851348,1.8903712613570285,0.0,-77.65625097433436,-11.153982419248933,3.8228199767745163,0.0,-55.28507282503728,-44.56051514395472,2.052150399250168,0.0,-69.80991684985021,-36.94150058108884,1.0797865920357044,0.0,-96.62698936391709,-36.53089298629972,2.113843980372284,0.0
