scpL,scpR,pedL,pedR
0.42996405065364685,1.1690493929902377,-0.269968150852681,-0.9333445646630196
0.46775966992299445,1.1159110729191097,-0.31945512053785086,-0.902411547270351
0.5012726390193454,1.0815857463661072,-0.35309386449972546,-0.876887224809108
0.5263886775694417,1.072386004476062,-0.3691609469915016,-0.8615408272589014
0.5416312936882468,1.0876944271089621,-0.3691361669318598,-0.8570539256967573
0.547814825087412,1.1223344761506189,-0.3557217847021146,-0.8606699040380035
0.5475822527151037,1.1672435656132638,-0.33328361735182854,-0.8673882499652695
0.5448387372077781,1.2106589939313763,-0.3082800964823025,-0.871444404960091
0.543623918394706,1.2419272991859391,-0.28736517155926067,-0.8681851432413766
0.5467209986924382,1.256165727708238,-0.2742251009972638,-0.8557696697309465
0.5548963872231003,1.2556199213623775,-0.26847604711640205,-0.835554919872021
0.5671478416968994,1.2468846462650682,-0.267314268293382,-0.8108746488387313
0.5815397961749675,1.237020324416172,-0.26765082381306016,-0.7852415895778118
0.5960282320627248,1.231149267753323,-0.267167534991267,-0.7611332050718809
0.6090093493590083,1.2317837074989382,-0.2645228474537473,-0.7397103676215272
0.6196422378307254,1.23906545874681,-0.2593737630698403,-0.7211428950436582
0.6280023249119799,1.2513736222704743,-0.2523644318437186,-0.705088051857345
0.6349622015446692,1.266222184317408,-0.24480989303323142,-0.6910569613999941
0.6417301962678397,1.2813070533153041,-0.23797424222869656,-0.6785589285913564
0.6492469650170898,1.2952256404959925,-0.23233917692304784,-0.6669998880687705
0.6577696011565406,1.3075058195743163,-0.22739424799633712,-0.6554984721582948
0.6668117164273923,1.3181235651827272,-0.22209405439304208,-0.6429251822861295
0.675422699980752,1.326975979812346,-0.21567114268176368,-0.6282642167735334
0.6827047726268056,1.3336206189141082,-0.2082769501759565,-0.6110076370375459
0.688348450295984,1.3373623498730034,-0.20101328993149625,-0.5912360982505475
0.6928529725012771,1.3376431810726355,-0.1953206512351906,-0.5694183198492748
0.6972600336643697,1.3345088352138663,-0.19217778529904228,-0.5462056285405639
0.7026308791336542,1.3287630169171538,-0.19169676991230156,-0.5223017934070558
0.7096653365443899,1.3216219723155787,-0.19330177787741087,-0.4983058251254828
0.7186170820028825,1.3141128127975912,-0.19618341389863292,-0.4745375548526414
0.729379162207785,1.3066121973630946,-0.19963499860187794,-0.45097463557436934
0.7415825411356254,1.2987362688555566,-0.20314748991369846,-0.4273656667209562
0.7546374113108518,1.2896022225135126,-0.2063446719280464,-0.40345705010459953
0.7676838167241891,1.2784254321305641,-0.20881904660708406,-0.37922455348031225
0.7794736159025983,1.2653225172811975,-0.20990219992047576,-0.3550423141217314
0.7883638265511257,1.2519258832593416,-0.20853787346294128,-0.3317283218122211
0.7926974161747808,1.2412155650085572,-0.20353168007296274,-0.3103265349982849
0.7916095112887596,1.2363133214582795,-0.19423002787696975,-0.2915521032002757
0.7857736708323719,1.2388628482473325,-0.1812092440983708,-0.2752223393708537
0.7773736469333594,1.2481859218783926,-0.16634055398969472,-0.260275603414011
0.7691661735971675,1.2618364238706044,-0.15202439582044214,-0.24550932297637584
0.7633670898201841,1.2769432943436563,-0.14013898737303765,-0.23037741370866271
0.761158106423317,1.2912338924518372,-0.13148816383584605,-0.2151597955144935
0.7628794530907432,1.303274113891177,-0.1259931980532243,-0.2005113522252433
0.7684297068634116,1.3122580755411062,-0.12323158603512763,-0.1868697190717319
0.777464765914536,1.317853549491141,-0.12280054867238532,-0.17413068616480998
0.7893194131446564,1.3203173438466371,-0.12429307360286823,-0.16172186810611788
0.8028188519328208,1.3207388337449297,-0.1270415584947322,-0.14896915459135518
0.8162396444862327,1.321058092276835,-0.12995605448089886,-0.13549481822598985
0.8276142024251288,1.3235662440135145,-0.1316810881253856,-0.12135886176354393
0.8353346848059349,1.3299713998290643,-0.13102043731224366,-0.106841365244559
0.8387596222677329,1.3405205375216307,-0.1273997168230483,-0.09207514965282737
0.838496888051115,1.3537072790727105,-0.12117115610123119,-0.0768828605092331
0.8362229933861958,1.3667642200189922,-0.11364422615943615,-0.060989517877001465
0.8341391941751218,1.3767108028043242,-0.1067832376753679,-0.044438050520947625
0.8343490737860669,1.381418004276159,-0.10267589523094944,-0.02784013513168615
0.8384452151706168,1.3801586617645827,-0.10304744040344271,-0.012217322926648233
0.8473827330120824,1.3734842048586304,-0.1090147863720825,0.0014992179132575778
0.861493216657993,1.3627069381321233,-0.12100368853708532,0.013009556096039043
0.8804421550314978,1.3494408306603454,-0.1386101838655569,0.02289398923279684
0.9030690993912934,1.335474321841237,-0.16035497821664135,0.032380495063550896
0.9273120652378571,1.3228191792994997,-0.1836326226664171,0.0427363561383689
0.9506029121555355,1.31347528880717,-0.20526916669231055,0.054703562526891014
0.9708446817820939,1.3087515077087737,-0.22263223708186586,0.06837920630371674
0.9874070465197451,1.3086410291468902,-0.2346243384843465,0.08349562453567638
1.001338207884619,1.3118467702002394,-0.24191273042507144,0.09971586645434893
1.014621199618162,1.316434973576117,-0.24634312539086656,0.11673052769782344
1.0290617263791446,1.3205983441611444,-0.2499883056905603,0.1342542051147
1.0454869263328508,1.3231319810811306,-0.2543499281724504,0.15204536888627818
1.0635052726517822,1.3236106180627025,-0.2599751527132381,0.1699285070014065
1.0817463134974394,1.3223884267922605,-0.26649856996112287,0.18775448960939833
1.098458917185876,1.3204089103893566,-0.2730321828779454,0.205317850229765
1.112307883350349,1.3187681956052744,-0.2787557417500697,0.22231944836128603
1.1230259119428236,1.318175859383174,-0.2834270590492358,0.23841978083407422
1.1315367442874316,1.3186352097196266,-0.28752011519385934,0.25332712605277186
1.1394778912476493,1.3195389158905355,-0.2919168420462057,0.2668476095174406
1.1484279024631983,1.320077227916679,-0.29734680862063856,0.27889538971157446
1.1592302383522215,1.3196953348780138,-0.30388603806244974,0.2895028655734082
1.1716724885984358,1.3183779162114289,-0.3107829855886626,0.29885245260005866
1.1846509845327533,1.3166466528165512,-0.3167394242799835,0.3073235942149468
1.1968085977505085,1.3152698462587,-0.3205462127114769,0.31551998286196015
1.2073589387536945,1.314837734955804,-0.321725153939207,0.3242067819346879
1.2165810359782063,1.3154793744351807,-0.32077991197643696,0.3341073934109908
1.2256471607633843,1.3169122410551761,-0.318927657741513,0.3456250068616513
1.2359576723816166,1.3187464535978917,-0.31752941234056076,0.3586566486187053
1.2484595493952648,1.3207840915637905,-0.3175527599455674,0.37262496026390046
1.2632683568808698,1.323126090488057,-0.31927399222937014,0.3867102125375621
1.2796149712427924,1.3260876922785971,-0.32225971550932075,0.40016011302274856
1.2960500903673389,1.3300149365310472,-0.32559928400224836,0.41254031088226895
1.310913354494088,1.3350625409077046,-0.32833647837153523,0.42383279157299314
1.323015907695506,1.340987352847425,-0.32995341355782815,0.43435232109249755
1.3322284191826883,1.3470993012843742,-0.3306491131381133,0.444518306308477
1.3395601843143001,1.3525136221538123,-0.3312188479371003,0.45459253757464846
1.3466233611162148,1.3566222176058633,-0.3325816142033162,0.46452856735271486
1.3548123819746958,1.359463451103346,-0.3352259223809644,0.47400735706412855
1.364661383878293,1.3617134968359603,-0.3388985298026197,0.48259586431526413
1.3756681111333493,1.3642913682796391,-0.34272845200321567,0.4898962185757205
1.38664204124365,1.3677890357111442,-0.3457461008574503,0.4956037212785389
1.3964185665172022,1.3720011426696583,-0.34753617846672724,0.49947456974560045
1.4045605604537765,1.3757880122019475,-0.348655113869937,0.5012397735494953
1.4116243896937597,1.3773634959303367,-0.3505510807206256,0.5005211867656396
1.4188520773181437,1.3748742833987213,-0.35501616055560925,0.49684481276183345
1.427521813458363,1.3669966507289248,-0.3634558818939875,0.48982501165945536
1.4382968246286898,1.3533515110830077,-0.37630373618331703,0.4794417882804176
1.4507910792624292,1.3346972150274619,-0.392790193316791,0.4661807545825045
1.4634795970572119,1.312880160740605,-0.41114150007708417,0.45086436866394086
1.4740448656174816,1.2904517845842582,-0.42914633552905435,0.43427200693775125
1.4800728156341298,1.2699625551307148,-0.4448484636987271,0.4168414971900476
1.4797407192436594,1.2532271677541609,-0.45703206527047047,0.3986328830926975
1.4721281937293464,1.2409571915573512,-0.4653155209115709,0.3794724102869407
1.4571093542787121,1.232903567540033,-0.4699340996712509,0.3591010136105264
1.435084623500874,1.228323042543272,-0.4714329073746162,0.3372553403123919
1.4068261731675937,1.2264611701842258,-0.4704611651954689,0.31371452066911143
1.373532553006774,1.226820528050002,-0.46774890348156517,0.28835735616096403
1.3369872864841206,1.2291448040838968,-0.46421810938105934,0.26122971700165687
1.299607942109548,1.2332047318874773,-0.4610763107316791,0.23258255459882027
1.2642314039238267,1.238535573795326,-0.4597416439093436,0.20285214395766982
1.2336473804519628,1.2442566649619096,-0.4615673688302422,0.17260532966208353
1.2099982047726905,1.2490914599871648,-0.4674497485511304,0.14249342830334633
1.1941790602550966,1.2516838480164239,-0.47744194457618927,0.11320902801320698
1.1854205670252813,1.2511596350509,-0.4905287576860313,0.0853801010473072
1.181313067312723,1.247650567801697,-0.5047463989619574,0.05937466246302603
1.1784471466562874,1.2424177209809375,-0.5177178934782873,0.03513415755452498
1.1735136595227897,1.2374269390507724,-0.5274152877772609,0.012226126910424684
1.1643829292320134,1.2345687568504666,-0.5328021511563124,-0.009847474937781042
1.1506906952366718,1.234884841302101,-0.534113322380741,-0.031287650309639536
1.133755659609979,1.2381134606349549,-0.5327377301881666,-0.05183476649643204
1.1159499031039979,1.2427391808387616,-0.5307801110425079,-0.07089103419915732
1.099814664389218,1.2465540184426818,-0.530411674086863,-0.08781678121490488
1.0872740952330269,1.2474943301685764,-0.5331851456362766,-0.10221564196360888
1.079205598808322,1.244371121691277,-0.5395394681770929,-0.11409048493525487
1.0754104305209147,1.2372031186002659,-0.5486578328365066,-0.12384709051535392
1.0748734169348233,1.2270803591162371,-0.5587184733667747,-0.13215885822653783
1.0761967610731273,1.2156619328902831,-0.5674763820530788,-0.13971915657803224
1.0781212367851247,1.2045300936870804,-0.5730103386486427,-0.1469561884158368
1.0799780449503738,1.194698832889844,-0.574346028677412,-0.1538365641927495
1.0818406288754379,1.1865156535303294,-0.5716523588397957,-0.15986312332858055
1.0842797657581196,1.1799473854007705,-0.565926471678855,-0.16426840887063054
1.087909530174796,1.1749771150983312,-0.5583954536406626,-0.16629982379297914
1.0930288118328453,1.1718129618883413,-0.5499814133086163,-0.1654737300671849
1.0995150218823924,1.1708242439521368,-0.5410372112014639,-0.16173171804254372
1.1069424177129958,1.1723242474093287,-0.5313720394456138,-0.15548094265686507
1.114838654348834,1.1763431455566522,-0.5205067099614948,-0.14750635732305573
1.1229781397677479,1.182466269818952,-0.5080682742010578,-0.13874902551568513
1.1315630165369084,1.1897847951312472,-0.4941694769257994,-0.12999263519597992
1.14116615113921,1.1969972282874461,-0.4795881570505409,-0.12156363630003075
1.1524726152326026,1.2026498277911188,-0.4656500313755296,-0.11317648954027582
1.1659838920894097,1.2054599939675545,-0.45385399054094955,-0.10402360092701213
1.181787560630685,1.2046749913474222,-0.44535111520352877,-0.09311905171838042
1.1993797003297006,1.2004116220726078,-0.4404212713241129,-0.07978123977042073
1.2175536633014246,1.1938434377374363,-0.43815262968262014,-0.06404731660568119
1.2344953547531747,1.1870323880838267,-0.4365621590381312,-0.04680597110771867
1.2482438809863998,1.1822977790316804,-0.4332516343502444,-0.029537072776513407
1.257449395436916,1.1813147059363622,-0.42636232131597285,-0.013750653778598743
1.2620200818629492,1.1844145433753954,-0.41532985107979203,-0.000413758613440951
1.2631898859926605,1.1905053917357384,-0.40103006711128897,0.010347710524654108
1.262950573910247,1.1976265129731398,-0.3852938085745625,0.0192022374062073
1.2632823746327837,1.2037626387548004,-0.3701272755520133,0.027344394718485487
1.2656697064759435,1.207488053080154,-0.35705867607441966,0.036134345068454365
1.2710463085730233,1.208222445149386,-0.3468567292561122,0.04671687691319848
1.2799978393566036,1.2061175895828118,-0.3396131451842719,0.05970587639924152
1.2929694137317749,1.201732288708893,-0.33500977681312705,0.0750427131286795
1.3103119314326874,1.1956788772542521,-0.33256441947417703,0.09208127280007439
1.3321405047304737,1.1883736114121353,-0.3317426730434683,0.10985595308393648
1.3580921153591343,1.179974329547103,-0.33195110682878304,0.1274236917737297
1.3871215768098972,1.170551880957203,-0.3325075463727296,0.14415163377934848
1.4174829572370167,1.1604282513277158,-0.33268692148343626,0.15984210454139047
1.4470128316696393,1.1504344477695245,-0.33186575994673184,0.17466487566033373
1.473702208531755,1.141805330721422,-0.3296738378272346,0.18898547280162115
1.4963243841939413,1.135692899128391,-0.3260241592730464,0.20321931958879347
1.5147774250724544,1.1326386261302441,-0.32100745433585764,0.217737413401625
1.5299618413425347,1.1324069994346668,-0.31476603749993104,0.23275264839028353
1.5433008468866622,1.1342735500979217,-0.3074364793342157,0.24818355236678125
1.556174247780778,1.1375030050030153,-0.29915007717605446,0.2636095394329634
1.5695102878633462,1.141658395795556,-0.2900577263829105,0.2784060869925611
1.583644947067929,1.1465804062236635,-0.28037859728327597,0.29200837243880007
1.5984206743873728,1.1521671776348579,-0.27046323031880326,0.3041613015092066
1.6134189667309695,1.1582244997444102,-0.26081414942476977,0.31503350902648863
1.6282028143571772,1.1645472324755448,-0.2519982744637552,0.32514445958056304
1.6424704506537067,1.1711538019001322,-0.24445440205328794,0.33513078386786077
1.6560934710006086,1.178446181501525,-0.23829517662211464,0.34545505616896355
1.6690921417633986,1.1871263981981115,-0.23322819315180832,0.3561994998419522
1.6816132379938908,1.1978826003776755,-0.22864375913816604,0.36703763347272034
1.6939162537030916,1.210987362796987,-0.22382032044235034,0.37737193050968765
1.7063191102070332,1.2259684010957068,-0.21816629759484374,0.3865589599063839
1.719065585662694,1.2414894405878494,-0.21143254374488407,0.39414760733712795
1.7321507545059658,1.2555557211497343,-0.20383976598223152,0.400075265661997
