LF_sup_y,LM_sup_y,LH_sup_y,RF_sup_y,RM_sup_y,RH_sup_y,LF_CTr_x,LM_CTr_x,LH_CTr_x,RF_CTr_x,RM_CTr_x,RH_CTr_x,LF_ThC_z,LM_ThC_z,LH_ThC_z,RF_ThC_z,RM_ThC_z,RH_ThC_z,LF_FTi_x,LM_FTi_x,LH_FTi_x,RF_FTi_x,RM_FTi_x,RH_FTi_x
2.307693019,1.370402295,5.445334955,-8.545023564,-0.244708783,-0.451155609,4.232817241,-11.36281067,9.267894684,-14.437628,-0.562277606,-0.081725833,15.09756785,-4.072167084,-1.061321851,28.93195458,-5.965850356,-9.439505555,-2.581093283,-2.34334873,1.029020127,-11.31463293,-0.744130743,-2.669406514
0.23877828,2.350810629,5.525622679,-5.469536117,-0.394154601,-2.222755079,2.144625615,-12.95621968,9.376257664,-8.115573943,-1.02232931,2.08635212,5.868437744,-1.313182964,-1.342811586,31.02900727,-6.800702807,-9.257827244,-3.595530909,-2.813673351,0.852268109,-6.580065297,-0.973496606,-2.041653645
-1.62981345,2.96251104,3.9782922,-1.198086569,-0.434213567,-1.884079051,1.391968114,-14.43703636,7.334962161,0.473426619,-1.554922968,1.731659107,-3.196189987,-0.211869861,0.228026459,30.44317194,-7.298441133,-8.581195948,-4.180999851,-3.214411551,0.422480586,-1.721770427,-1.056781502,-2.020926638
-2.136327661,2.81100657,1.716372118,1.499888402,-0.34634678,0.22650153,2.445987148,-14.86372818,4.278654909,5.896629715,-1.901721333,-0.754264957,-6.328879233,-1.267974898,2.397656718,28.66696799,-7.061560425,-8.018746549,-4.004221764,-3.315647806,0.025030224,0.186291639,-0.944135573,-2.532593849
-1.039992186,1.994760722,0.149293305,0.729129638,-0.200643644,2.659778046,4.587867966,-13.98660921,2.002192676,4.754555997,-1.860689485,-3.639781175,-1.550295882,-3.633833523,3.487805909,27.93601619,-6.198933118,-8.118256337,-3.241438784,-3.08190075,-0.085340198,-1.908004341,-0.719259193,-3.156252625
0.910733564,1.060987551,0.227236082,-3.134475269,-0.10372298,3.794248576,6.306663983,-12.44169761,1.710334606,-1.92585668,-1.479557966,-4.978785888,8.273109566,-5.691035518,2.44769401,29.8190141,-5.250843145,-9.02970429,-2.459072583,-2.699330809,0.144313863,-6.386375514,-0.541831385,-3.400001061
2.533322789,0.650330945,1.855321422,-7.673117714,-0.117390467,2.868732147,6.360872291,-11.32630732,3.31463587,-9.582246919,-1.01481265,-3.851521921,17.36221186,-6.111520053,-0.473282967,34.20772971,-4.835783468,-10.39427147,-2.235109741,-2.448210622,0.546622982,-10.08180831,-0.5356896,-3.020947795
2.941406731,1.056394406,3.967275184,-10.011012,-0.223810706,0.431690077,4.58774739,-11.43397821,5.558322975,-13.20389052,-0.761293448,-0.906756255,20.65576372,-4.715631774,-3.855430281,39.5148908,-5.246995746,-11.61519257,-2.782202122,-2.50850364,0.856318199,-10.41970339,-0.704563363,-2.178450608
2.031364786,1.997805806,5.162845973,-8.605476812,-0.349761974,-2.026987358,1.943628035,-12.7034954,6.771956252,-10.41617493,-0.900058004,2.076372966,16.90155007,-2.568545084,-5.963519493,43.73904426,-6.2525639,-12.244338,-3.80313858,-2.838947366,0.877965531,-7.134574822,-0.933295226,-1.330545477
0.507628063,2.779835045,4.612829137,-4.32287171,-0.415348515,-2.999350972,-0.059763452,-14.2571438,5.954519937,-3.058390959,-1.36090554,3.291653595,9.298548941,-1.258260684,-5.825263032,45.54918917,-7.245450663,-12.17581816,-4.672317906,-3.206800053,0.607473196,-2.393533934,-1.067729091,-0.946143446
-0.584916932,2.760801194,2.661606372,-0.12275045,-0.383787283,-1.888445186,-0.248587102,-14.98219039,3.51706257,3.798159794,-1.794821953,2.018124101,3.29662686,-1.835870291,-3.859393643,44.92801519,-7.643484505,-11.64528937,-4.850860042,-3.34187976,0.234799968,0.716228065,-1.018761006,-1.209441398
-0.560998229,1.80482323,0.610114713,0.833246071,-0.289347552,0.613573775,1.375146968,-14.26305097,1.005919852,5.285608195,-1.802394421,-0.922605894,3.012409177,-4.113305886,-1.614854668,43.11810007,-7.256158793,-11.09597773,-4.25718198,-3.115964857,0.0113015,0.26154745,-0.823843951,-1.899442613
0.464780438,0.398061774,-0.17690072,-2.504644872,-0.212455429,2.949301456,3.52655663,-12.37293388,0.001866578,0.232617851,-1.260880163,-3.668679596,8.564774661,-6.768530111,-0.763548813,41.68979873,-6.380479764,-10.87142508,-3.3129347,-2.629898138,0.073595576,-3.275679633,-0.62219011,-2.526673782
1.698910209,-0.656016433,0.839189951,-8.198359139,-0.212829178,3.672656377,4.530117673,-10.25004019,1.098104858,-8.080533446,-0.429410641,-4.488756663,15.94035773,-8.179748546,-1.996944603,41.28413089,-5.581390584,-10.8973194,-2.640092815,-2.144475352,0.357934194,-7.34424379,-0.557857992,-2.645768487
2.195715263,-0.762807463,3.022696421,-12.55687661,-0.282766516,2.364139962,3.516630751,-8.799788095,3.56545004,-14.23006917,0.220696451,-2.882262967,19.44404059,-7.437014363,-4.531410062,41.12610385,-5.306506368,-10.69097716,-2.640266596,-1.898946248,0.654285103,-9.050582339,-0.680617423,-2.14415365
1.432659073,0.055470644,4.907126058,-12.51738229,-0.358373909,-0.083264354,1.008524204,-8.209520213,5.762908071,-14.13949565,0.277262383,0.07794811,15.25683626,-4.877341673,-6.551765833,39.61655841,-5.589667091,-9.703266043,-3.226911984,-1.944956606,0.744180431,-7.115367689,-0.915316472,-1.323071701
-0.351297819,1.145192011,5.083800141,-7.73407256,-0.367190794,-1.976553074,-1.403520475,-7.761767074,6.115865186,-7.718498934,-0.361681608,2.359450927,3.890665726,-1.819270792,-6.3617162,35.38512352,-6.046768764,-7.664657783,-3.875401082,-2.110776741,0.535615986,-2.710674391,-1.116097238,-0.720399317
-2.271757809,1.624811074,3.1238419,-1.098795892,-0.276035226,-1.832985009,-2.09335749,-6.245098553,4.133235646,0.873865276,-1.377365673,2.180195954,-10.0265826,0.300579299,-3.524834631,28.21959326,-6.154361322,-4.749558215,-3.987064996,-2.11422272,0.118646756,1.37544248,-1.165277948,-0.781398119
-3.381720147,0.968950678,-0.113593571,3.035719399,-0.116667279,0.684398191,-0.559253048,-2.805256803,0.733767112,5.922303295,-2.198701735,-0.865205318,-20.46674539,0.796710786,0.775367217,19.46895287,-5.610169329,-1.555518354,-3.328565401,-1.758115795,-0.29574127,2.623217269,-1.050328672,-1.571191112
-3.30570762,-0.567787172,-2.956932564,1.956496517,0.026807188,4.465941364,2.230500265,2.050529669,-2.279412812,4.152756883,-2.351308275,-5.438610107,-23.48001336,0.043880655,4.404672815,11.49207791,-4.55524093,1.156205027,-2.195149028,-1.096859615,-0.505177257,0.434922434,-0.86338838,-2.705156896
-2.404560182,-2.094416277,-3.907481265,-3.522687247,0.072911148,7.577414282,4.484975076,6.563459407,-3.295297804,-3.152772129,-1.737437868,-9.208005185,-19.3937105,-0.870243581,5.543455716,6.328134209,-3.507396018,2.875011335,-1.195394346,-0.414732584,-0.433394844,-3.529595265,-0.731675425,-3.569825741
-1.418806036,-2.674286131,-2.515699999,-9.774141382,-0.000572123,8.447875523,4.818462913,8.756636886,-1.814531133,-11.26514577,-0.672696385,-10.28031359,-12.35942493,-0.921786002,3.770568103,4.689659745,-3.040510724,3.58095152,-0.853014991,-0.047566805,-0.155735154,-6.509806082,-0.729143077,-3.700263803
-0.961309383,-1.904934463,0.353381717,-12.74943544,-0.145072189,6.831640929,3.220730446,7.435997568,1.290076199,-15.03628863,0.291518821,-8.355488369,-7.492590621,0.118865138,0.326605161,5.938752525,-3.414322703,3.631050898,-1.293958597,-0.181834181,0.168442599,-6.484155008,-0.828222953,-3.061226781
-1.181582201,-0.314453304,2.865987739,-10.49753297,-0.268090275,3.986621868,0.731807252,3.623984956,4.019392532,-12.05840787,0.608060644,-4.938469684,-7.628870765,1.615613819,-2.614099905,8.587046813,-4.376152231,3.469957659,-2.199883838,-0.686002678,0.365475863,-3.487751739,-0.935437837,-2.07407535
-1.735785899,1.023123948,3.364972608,-4.346692429,-0.290594545,1.88097687,-1.154046334,-0.144002267,4.503775992,-4.127067314,0.088499114,-2.39249791,-11.68814948,2.544623723,-3.294299875,11.00794933,-5.325886776,3.42627549,-2.996758812,-1.207688682,0.346157832,0.510660656,-0.956982973,-1.343562034
-2.07784727,1.219438234,1.448492036,1.885770029,-0.198762116,1.979714885,-1.34802629,-1.47945608,2.244879071,3.851772198,-0.921647308,-2.487291992,-15.67896783,2.210284164,-1.458759378,12.17992078,-5.697602487,3.616046315,-3.21497478,-1.407470572,0.158524389,2.975424435,-0.861988832,-1.277154209
-1.859582375,0.145417938,-1.768719514,4.383313664,-0.05826465,4.339494611,0.152652312,0.348711672,-1.553259737,7.077861417,-1.738798246,-5.305622996,-15.53153342,0.712488745,1.539724857,12.07906185,-5.311439187,3.944530456,-2.786609027,-1.162052181,-0.048252624,2.464699847,-0.702820331,-1.831180522
-1.130111968,-1.500574967,-4.353642636,1.826402227,0.026979303,7.561267417,2.256443097,4.01351156,-4.739554469,3.946372511,-1.782716569,-9.172710653,-9.907622081,-1.089442742,3.637524708,11.35490793,-4.483880861,4.236633828,-2.056514533,-0.625352668,-0.125564695,-0.473204865,-0.576643155,-2.537350362
-0.245545992,-2.645030862,-4.745711105,-3.895366885,-0.010173535,9.649413098,3.51422229,7.044209206,-5.521353985,-3.152436562,-0.954542762,-11.67656817,-1.224992958,-2.086781737,3.374257674,10.6333507,-3.81129573,4.421894964,-1.52307245,-0.130706605,-0.014596924,-3.719311915,-0.556551733,-2.793282787
0.35896026,-2.533915817,-2.738439762,-9.023936582,-0.147947088,9.245166676,3.061785861,7.464082803,-3.558495647,-9.550508257,0.277088504,-11.14617042,5.788341189,-1.615786969,0.843964412,10.05403398,-3.751432699,4.623124131,-1.513530094,0.017132161,0.230865128,-5.034849605,-0.643733666,-2.235179187
0.402541942,-1.23216742,0.352288825,-10.2710313,-0.286212333,6.443052367,1.13102605,5.103525308,-0.196000487,-11.23031373,1.131436431,-7.643758842,7.083986884,0.110573774,-2.312195009,9.190613194,-4.309819585,5.099356822,-1.981051912,-0.258355652,0.482647186,-3.553699712,-0.771954288,-0.956894757
1.263989783,0.107852668,-14.53738861,2.571932845,0.85217603,-30.24999924,-9.370800025,3.543474137,-29.05868288,3.135106192,-6.110112559,38.40004434,-0.123547347,2.171927991,-16.55504378,0.709810263,-6.393461846,63.82919512,-2.941214791,-0.943559229,3.403843318,1.047684877,-0.995524837,29.65184333
0.930837737,1.824097271,-7.776958205,6.142130525,1.397161908,-44.5996793,-16.12894146,-1.181493891,-21.21911113,6.474577047,-10.3813415,57.79259431,-11.17911403,3.559419499,-14.92573706,-6.594077429,-7.510708622,79.15849396,-3.565015508,-1.770261019,5.234499333,3.396152705,-1.091143447,39.9935543
0.766530343,1.535448325,-4.724615993,11.15507718,2.108241964,-55.36622365,-18.35627507,-1.100386805,-20.65004474,11.47788235,-14.45721357,73.52323409,-20.70472689,2.780823133,-7.533825703,-14.78276763,-7.515797493,96.17981242,-3.4936699,-1.957545344,14.11834664,3.991302036,-1.057530368,50.00980952
0.672008861,-0.420790827,-2.303942497,12.63849723,2.449047411,-52.88589651,-14.03834422,3.204010975,-20.2726611,12.55641047,-15.15590397,72.52056465,-23.48969803,0.342040918,4.867957307,-20.3737285,-6.138152764,98.14361353,-2.750167252,-1.393065318,26.42112829,2.22209395,-0.897559418,50.70160413
-1.034056007,-4.152873065,3.123942922,7.468835386,0.600237613,5.400122219,9.859613349,12.83876869,-6.546681482,7.591798097,-1.818821901,-3.001435026,-13.78159529,-2.985412956,27.21351501,-12.25024886,-1.77877333,23.71114182,-0.888099129,0.535451451,35.86166881,-0.593056292,-0.326738674,2.537976624
-0.798549425,-4.812613741,10.0818689,0.542401838,0.36196585,8.190923389,12.05470988,13.79324738,2.152145156,-1.04937774,0.188923567,-6.809087151,-6.914597569,-4.39974927,33.07894224,-13.73843675,-0.857033497,20.60665074,-0.678458661,0.938497919,42.82966022,-3.115095002,-0.283134803,1.918683865
-0.526681282,-3.934246661,11.49439568,-3.96422931,-0.005289344,8.998389194,11.40124857,11.65055789,5.417580519,-6.419896998,2.365473584,-8.408522852,0.03883714,-3.598702973,28.73495028,-12.16897547,-1.010124438,16.70834706,-0.913616291,0.886222633,39.23882044,-3.116984542,-0.328526881,1.740861877
0.186282953,-0.310581245,0.606250917,-8.30247619,-0.297171252,5.892038401,2.123965532,3.850046535,2.096467772,-11.39246874,2.040354935,-5.277068424,5.613524817,1.916128487,2.050723284,-8.861641187,-3.3062186,12.40025805,-1.41177353,-0.117339378,1.351437406,-1.281281516,-0.599865135,2.279705431
0.09101185,1.213288164,2.737623127,-4.22569566,-0.279072444,2.055248874,-0.701172581,-0.049086224,3.844953599,-6.360337482,1.542474181,-0.013821351,1.708488594,3.558819567,-1.045964961,-8.13153553,-4.139651823,12.97760355,-1.955528479,-0.730303288,0.979902762,1.578276491,-0.614495786,3.760836745
0.010348044,1.821981203,1.91056568,1.196831734,-0.002472881,-0.905911673,-2.447418182,-1.440848879,2.109253975,0.063280781,-0.327051213,4.914208948,-4.565615931,4.527735592,-1.66806557,-9.68712273,-4.525133009,16.24805712,-2.005884337,-1.163441143,0.41741977,3.296419628,-0.596793213,5.188560422
-0.025642421,1.229784268,-1.367334986,4.563044174,0.342302593,-1.014957892,-1.867094549,0.36475326,-1.910267033,3.787518251,-2.242402908,6.49407112,-8.978369474,4.323028079,0.771790609,-13.01978886,-4.180201796,20.40501713,-1.495230712,-1.167088255,0.071657126,2.876525952,-0.560622051,5.880244145
3.962701017,3.583291986,-0.168240869,1.394538718,4.560961723,-87.3194063,-34.83060926,-7.421135111,-10.99613796,-3.666162036,-25.1889458,134.5206826,-18.76377325,5.094142063,-12.57131844,-37.03276913,-9.147914288,123.2997267,-2.661237434,-2.930452217,1.137470934,-0.587338653,-1.669939075,89.82675666
3.806513262,2.117820789,-1.758276537,-2.796354021,4.256564192,-76.36747483,-30.04480164,-3.399221244,-11.01602108,-8.891572011,-22.58634915,121.2293546,-12.54141547,3.691431427,-8.453951731,-37.57028461,-8.137447924,113.0921012,-1.990196088,-2.183109669,1.609629285,-2.766919698,-1.611857611,82.69274116
0.1491223,-1.417262425,-4.278422574,-5.507749736,0.129183807,5.904259071,2.412819394,7.236627914,-3.609740349,-9.356746875,-0.13350763,-0.609489826,3.651782996,1.147523797,6.408552817,-18.58271153,-2.878588935,24.54511838,-0.344441544,0.119038115,1.384715203,-2.409583837,-0.532806429,5.636196476
0.081951045,-0.721047563,-0.957014765,-8.060395681,-0.456386083,7.320007603,2.18530425,4.821702543,0.373267371,-11.9441895,2.924086842,-4.062941005,9.27452372,1.230680521,3.765496706,-14.13884095,-3.478193736,19.67818877,-0.829236386,0.0729489,1.624131908,-1.301211846,-0.497649305,4.999087842
-0.025268525,0.38141216,1.750860356,-6.488398095,-0.918831526,7.544666243,1.325855949,1.28809496,3.080751447,-9.172579064,5.052529436,-6.339821977,10.7952249,1.908328162,0.553269357,-8.000173073,-4.299050891,14.20184013,-1.460271242,-0.326455312,1.378690244,1.03336163,-0.43658193,4.402594405
-0.050394538,1.131179324,2.039533851,-1.755763131,-0.983899576,6.757718197,0.326627763,-1.058855362,2.663001552,-2.650630901,5.058263408,-6.325778033,8.223465208,2.611186507,-1.211345401,-3.344188772,-4.902899709,11.3885137,-1.856943645,-0.822316412,0.844463648,3.078071428,-0.391705784,4.33521624
0.043519066,1.041502428,-0.357122104,3.213557404,-0.630179029,5.884398116,-0.127266394,-0.7309834,-0.660879789,3.703591571,3.125253204,-4.453186041,4.000742059,2.827991772,-0.315527111,-2.480336854,-4.981091107,12.73736195,-1.797219427,-1.093306246,0.395948194,3.579192997,-0.400092044,4.947891916
0.162542716,0.199235449,-4.017520616,5.509389329,-0.116482164,5.999128482,0.409402718,1.998879466,-4.79816138,6.249683142,0.712044249,-2.442555549,1.324297485,2.429068661,2.852478962,-5.578548234,-4.531560051,17.20594401,-1.353637604,-0.952120133,0.33870378,2.37082937,-0.459251742,5.950899889
0.185565423,-0.806125806,-6.692114862,4.04931377,0.191799175,7.415097752,1.745678995,5.284342491,-7.101430765,3.844479104,-0.464412046,-1.949135962,2.034280883,1.749592382,6.472279732,-10.73546018,-3.851886731,21.93215968,-0.817371688,-0.475455728,0.708235288,0.440698981,-0.522657624,6.793935548
0.085885701,-1.269666604,-6.672854422,0.074779096,0.074457981,9.309619496,3.103832542,6.885059798,-6.003058973,-1.639727623,0.404654947,-3.294806909,5.427227098,1.364075068,8.403536815,-15.15329639,-3.351380314,24.00165854,-0.489378905,0.030316365,1.26223989,-0.811462612,-0.535225279,7.025992755
-0.072458446,-0.841969462,-3.939653018,-3.729671812,-0.413059319,10.4638726,3.733189153,5.640999394,-2.068062827,-6.563787939,2.793101389,-5.515364346,8.828258297,1.683597313,7.604943645,-16.7391989,-3.288650643,22.3266368,-0.495852857,0.229374642,1.662986424,-0.544676942,-0.477561635,6.62355845
-0.18962219,0.246564233,-0.206232968,-4.912276045,-0.966785072,10.09905023,3.377159464,2.226621262,2.32538048,-7.7950928,5.177273677,-6.976023849,9.43136536,2.66880986,4.785246947,-15.27024598,-3.615744347,18.17268557,-0.727087496,-0.0251581,1.702123808,1.010522659,-0.391067038,5.98522969
-0.188796217,1.352525908,2.175196875,-2.785224132,-1.233041739,8.441033624,2.441529333,-1.304549783,4.527194668,-4.661578118,6.038568484,-6.498061156,6.20913007,3.863984677,1.954649881,-12.38684762,-4.046125035,14.18561519,-0.921714344,-0.597253872,1.414438977,2.776802422,-0.354754518,5.661683232
-0.067018477,1.85116616,1.743546512,1.175690141,-1.039869347,6.572656572,1.706395938,-2.877167353,3.339264,0.696765926,4.854150449,-4.165845821,0.648184848,4.683828805,1.13395664,-10.39597664,-4.269468042,12.65419705,-0.855790379,-1.152609194,1.034722051,3.57719258,-0.431054171,5.994114081
0.082066244,1.528772447,-1.146849033,4.389157374,-0.511470529,5.703196471,1.760092768,-1.724788171,-0.275835641,4.826640441,2.427130724,-1.247921812,-4.133478677,4.749662862,3.01736659,-10.7585569,-4.157148938,14.19109311,-0.508476976,-1.363722266,0.839766571,2.92685209,-0.615299348,6.887248827
0.127569928,0.694626973,-4.574918605,4.895910078,0.005555604,6.364858428,2.578040972,1.150604197,-3.881103332,5.219350789,0.351360719,0.662137068,-5.322663053,4.109539824,6.473131244,-13.23489146,-3.843766069,17.53175366,-0.070603016,-1.117979775,0.968939774,1.347795448,-0.824182781,7.871309046
0.013769242,-0.032082354,-6.272315159,2.546442327,0.167481271,8.044813408,3.548207896,3.637348811,-5.122175261,1.838097492,-0.042451144,0.6918415,-2.182948309,3.224063403,9.246339528,-16.07896077,-3.636320423,20.40847346,0.200875064,-0.59980857,1.341018073,-0.035468578,-0.941926091,8.417258062
-0.193201957,-0.121844576,-5.080846657,-0.994400988,-0.128994126,9.512850755,3.902901186,3.876662993,-3.227704657,-2.924412911,1.427893349,-0.746419082,3.470138974,2.68874434,9.422655664,-17.12928322,-3.792765782,20.95832317,0.156039147,-0.177464043,1.727214958,-0.306651059,-0.900671041,8.282847015
-0.366068744,0.529206257,-1.739442776,-3.322414135,-0.664975795,9.670426501,3.272477214,1.470309555,0.472582298,-5.780227426,3.673268959,-2.25963446,8.390783762,2.862651748,6.708069631,-15.21645797,-4.324353375,18.84303732,-0.157091409,-0.160369236,1.915571819,0.64730588,-0.735641908,7.6526604
-0.406329583,1.551049874,1.578248234,-2.827811199,-1.039571887,8.323936139,2.009304497,-2.276892304,3.435049274,-4.679394523,5.060706453,-2.460773171,9.890851258,3.672224743,2.687879623,-10.99382897,-4.982507857,15.36600864,-0.518821576,-0.59534308,1.839354071,2.127073777,-0.570358545,6.996659519
-0.299371716,2.366075195,2.702782074,0.261209206,-0.935896618,6.310735396,1.028305917,-5.246068875,3.620040409,-0.15413254,4.49670917,-0.928524733,7.43829254,4.695748274,-0.141400802,-6.57240287,-5.435626784,12.55658544,-0.669324561,-1.237234209,1.59756535,3.124406112,-0.540090207,6.754135535
-0.128611393,2.571349812,0.881248126,4.067073033,-0.334265859,4.924063451,1.220453208,-5.895513197,0.814764951,5.079969002,2.144322442,1.545764188,2.888538107,5.427158468,0.025864133,-4.229784486,-5.491836281,11.92023923,-0.475736642,-1.704769373,1.378568711,3.004347846,-0.70209035,7.044377713
-0.034285836,2.179651137,-2.762094642,6.334595353,0.462305254,5.066973993,2.842454031,-4.22663434,-3.283282691,7.935036358,-0.681767986,3.539013885,-0.765696973,5.570887202,3.116908675,-5.076812219,-5.22041416,13.62754558,-0.013677201,-1.723089481,1.339073794,1.932607548,-0.989035788,7.590982477
-0.11684682,1.583136638,-5.938213473,5.849329176,1.011526331,6.665580633,5.320157558,-1.740212692,-6.156316377,6.880548959,-2.362790892,3.955689399,-1.314480697,5.224516408,7.197088504,-8.42655023,-4.904746035,16.49343432,0.50006473,-1.30507465,1.509837261,0.724748437,-1.242665389,7.916067175
-0.359779446,1.279423394,-6.624715489,3.111625258,1.018925974,8.698102222,7.585409095,-0.434063568,-6.040363426,2.81033906,-2.022233359,2.743242838,1.311268494,4.811566914,9.679004099,-12.17657143,-4.848141533,18.70433874,0.858542563,-0.748713561,1.79111195,0.225112608,-1.316254608,7.669995747
-0.643820629,1.538758194,-4.371040928,-0.044839291,0.541956801,9.854827664,8.717135547,-1.478667118,-3.065461118,-1.582024087,-0.095693285,0.917816158,5.086148269,4.777219483,8.959746823,-14.04557848,-5.156334856,18.91486384,0.987543215,-0.441830461,2.03629835,0.721353161,-1.178691299,6.864660641
-0.823260213,2.234298223,-0.617326813,-1.626666751,-0.035742151,9.40366483,8.501404598,-4.446013577,0.809118142,-3.532578986,1.953424898,-0.125989091,7.256356901,5.279385882,5.463642486,-12.96516444,-5.666649998,17.04346775,0.979934675,-0.604276416,2.149606592,1.805359619,-0.942853881,5.860545989
-0.798966062,2.947892701,2.247615429,-0.743386522,-0.248967457,7.64491534,7.555592037,-7.612711389,3.091893943,-1.974001856,2.587027945,0.451388457,6.119609688,6.102333989,1.40682459,-9.711121941,-6.082023655,14.2341324,1.032010325,-1.142287716,2.127277451,2.692367796,-0.795024363,5.130777244
-0.572567593,3.26093486,2.451772247,1.860939965,0.147883165,5.662368509,6.900188336,-9.105453169,2.386905571,1.839540151,1.186043245,2.421624532,2.08616266,6.807808826,-0.610687854,-6.374843449,-6.191931731,12.07357088,1.311361392,-1.707688106,2.037146525,2.756861319,-0.871711563,4.957170312
-0.266750181,3.021204841,-0.038942633,4.359983082,1.016083375,4.598648972,7.255881935,-8.107414972,-0.755176198,5.244764739,-1.55605366,4.718456454,-2.640599672,7.004920149,0.713795009,-5.085916142,-6.013181159,11.63442247,1.841846315,-1.922760121,1.969620515,1.96391818,-1.163298491,5.250787889
-0.064357311,2.422753426,-3.522418495,5.059985626,1.908848383,4.930990107,8.562005207,-5.367938004,-4.227719329,5.924110019,-4.083003474,6.185245384,-5.533722175,6.605812087,4.536430259,-6.765343136,-5.768983717,12.87546978,2.495207111,-1.630633247,1.98768374,0.887977496,-1.509854098,5.618425526
-0.079028586,1.866995308,-5.634888392,3.454705998,2.350376418,6.16690422,10.02760745,-2.714656836,-5.692409104,3.341083544,-4.978874486,6.329282547,-5.384791556,5.909935023,8.392350149,-10.58230784,-5.726440146,14.67553206,3.087079488,-1.006334529,2.09807738,0.271745015,-1.700793219,5.632628891
0.339119867,-2.294456764,12.82197996,20.39230946,0.150854032,9.510557169,39.24041049,14.8347377,-12.51503302,27.06647131,3.294225592,7.550414867,-18.41141652,-6.452690561,107.3905948,-21.07315365,-5.167487346,18.84145019,2.82410477,1.708250067,68.1483712,2.35312617,0.474868866,7.583138501
-0.373938755,1.880102907,-3.234764437,-0.88778596,1.644807127,7.270594882,10.77439907,-2.96152457,-1.717181652,-2.881106373,-2.010419272,4.498248262,-1.878573545,5.086101403,10.34813125,-16.7007434,-6.537191495,14.73176362,3.726005219,-0.218079457,2.515667294,1.553192859,-1.325079341,4.243933699
-0.290997855,2.371843755,0.2041145,-1.256750377,1.170403652,5.61481355,9.113010724,-5.653295707,1.68959061,-3.095658339,-0.526044567,4.980208214,-2.400926178,5.570672625,6.937521497,-15.70944037,-6.938573968,12.01757521,3.843731287,-0.552387303,2.631405936,2.417938735,-1.02166116,3.452841352
0.049420208,2.827033962,3.146658653,-0.393363235,1.205000772,2.88054235,6.546480673,-8.091215617,3.805640224,-1.50237275,-0.734679979,7.400836851,-5.172576941,6.567709271,1.586436946,-12.18636071,-6.95870464,8.632335459,3.969599434,-1.173805926,2.574796367,2.53252938,-0.941715428,3.062459239
0.542546662,2.954741743,3.836667762,0.997260182,1.890052217,0.330890878,4.396065583,-8.674390514,3.418072508,0.685771074,-2.790228598,10.81375733,-9.105566135,7.464437168,-2.380394276,-8.135614374,-6.614688843,6.060776299,4.185415299,-1.648910851,2.413246687,1.822528144,-1.16236772,3.169217539
0.963687972,2.689307155,2.020003629,1.89787815,2.952240422,-0.959749862,3.650044914,-7.020323119,0.948726591,1.929895309,-5.66877197,13.64950239,-12.31607969,7.692154489,-2.511376636,-5.746317199,-6.185451472,5.199289504,4.484428948,-1.636185482,2.259372046,0.801121333,-1.55892414,3.548262567
1.123405707,2.212703833,-0.957538248,1.654021024,3.86165519,-0.732165662,4.379996368,-4.186181125,-1.870891966,1.369875677,-7.820503929,14.70136112,-13.42131715,7.106468586,1.215745507,-6.148391538,-5.99780685,5.859549934,4.803527928,-1.11464812,2.211837239,0.198003667,-1.880656609,3.796227198
1.017678692,1.82540847,-3.052869286,0.382829532,4.158702848,0.337188362,5.745819567,-1.958473521,-3.110430309,-0.659016718,-8.148810284,13.86440591,-12.52224697,6.103838978,6.397324727,-8.863406383,-6.162554446,6.918644579,5.087541105,-0.399489276,2.302751806,0.422575195,-1.914378128,3.589659106
0.846263805,1.750074231,-2.814409855,-1.16784181,3.743987248,1.107385758,6.56065357,-1.674994718,-1.81979219,-2.931707867,-6.68085584,12.15967629,-11.20925379,5.363002669,9.774542939,-12.24211924,-6.475320385,7.055084647,5.323610762,0.069994092,2.484109669,1.286880183,-1.627130073,2.884560655
0.883250643,1.996200504,-0.296861958,-2.159669623,2.939969628,0.75039118,6.077487005,-3.359554296,1.385455454,-4.191160724,-4.507171121,11.0181324,-11.54873636,5.401166526,9.34478803,-14.5071663,-6.558229841,5.63979433,5.537319534,0.023593016,2.66960832,2.172654857,-1.191080606,1.928836753
1.287127355,2.373005104,2.979891785,-2.18774276,2.279146642,-0.725073917,4.47789451,-5.737934735,4.702664757,-3.937414668,-3.049142238,11.30061958,-14.66639614,6.249688068,5.632653208,-14.71049258,-6.136878851,3.135747803,5.768130271,-0.463796007,2.789208723,2.470793399,-0.872413506,1.095736562
1.963377583,2.625521956,5.043113487,-1.47260576,2.15639384,-2.558305465,2.711619507,-7.092641535,6.296944167,-2.662051279,-3.135054684,12.71273059,-19.84606082,7.422430696,1.303690417,-13.08829607,-5.265146124,0.70380021,6.032436683,-1.024669385,2.809641769,1.990828066,-0.855846495,0.654379117
0.541030833,126.3777349,17.07509396,-4.291328214,0.121970435,-5.844380987,47.72957464,-72.32879496,18.72517376,-5.203472747,1.139989592,25.04482766,-35.31335204,126.5708909,-12.28639647,-17.15306656,-0.748925253,0.557595535,5.831440635,35.32550967,3.457931607,0.069517153,0.546343878,1.977233899
0.408518104,119.5728158,15.29235107,-4.037024876,0.962197022,-5.535394817,48.29944731,-67.79730756,16.84814716,-5.173231505,-1.027428941,23.89233415,-37.89242416,123.0413301,-10.33889392,-14.85147967,-0.188980416,0.905519369,6.358741173,36.79653128,3.405263026,-0.654457674,0.069179381,2.031274908
