LF_sup_y,LM_sup_y,LH_sup_y,RF_sup_y,RM_sup_y,RH_sup_y,LF_CTr_x,LM_CTr_x,LH_CTr_x,RF_CTr_x,RM_CTr_x,RH_CTr_x,LF_ThC_z,LM_ThC_z,LH_ThC_z,RF_ThC_z,RM_ThC_z,RH_ThC_z,LF_FTi_x,LM_FTi_x,LH_FTi_x,RF_FTi_x,RM_FTi_x,RH_FTi_x
1.348992674,2.227223846,8.503398596,2.659491235,-2.067501761,6.141732404,5.872908262,2.057224543,-1.586437075,5.896732676,1.995201602,-5.342198392,19.74158495,5.102673112,3.19057081,-15.6295005,10.39542907,7.994504288,1.60790845,0.865041428,49.71481697,0.857704619,1.543307779,-0.325090796
3.072739177,1.765404376,5.661206665,-0.457619129,-1.407934268,2.712508116,1.449732399,2.954848731,0.938243325,0.934741361,2.463877104,-4.041494111,18.94062287,1.367494796,3.981508433,-13.2432627,7.268895477,0.147641964,-0.06180952,1.085168258,28.27954198,0.568832731,1.146964609,-0.291976494
1.749373138,0.547045995,-0.063208363,-1.46534178,-1.303372979,-1.315627832,-1.746094048,1.314718216,2.983544568,-1.128927101,1.661233214,-1.7460802,3.635868102,-0.62545502,4.448857617,-8.965527745,5.673240187,-7.679040753,-1.402387785,0.9991267,0.398445935,1.060021636,0.838415416,-0.486982698
-1.97065605,0.382512727,-0.670449021,1.098308654,-1.88713248,-2.582374348,-0.742938292,-0.125969862,4.072187256,2.407798501,-0.649142472,-0.012178113,-15.95917753,1.355310037,8.137763327,-4.242594461,6.613351897,-8.543238569,-1.415101526,0.790859968,0.218166189,1.911173445,0.689962003,-0.803396364
-4.910104232,-0.157269032,-1.031763189,4.509758281,-2.658122032,-2.63103369,1.907655321,-2.675286959,2.385727995,7.581752025,-3.566863893,1.63000551,-26.54373088,3.958091929,7.488021455,-2.050666596,8.109474819,-5.879051425,-0.311794996,0.435350095,0.40556953,2.64094858,0.74997989,-0.612333067
-4.857072774,-0.72126525,-0.907100754,6.874044556,-3.158880239,-1.800618255,4.148185818,-4.540917402,-0.93286493,11.39416456,-6.263353168,2.495529345,-19.65000366,5.2706373,2.671163074,-2.007681299,8.642905811,-1.850606599,1.041102915,0.172325541,0.882978717,2.714921083,0.798635179,0.045065122
-1.451313567,-0.943563013,-0.333783567,7.031566734,-3.127930263,-1.052920809,4.14131768,-4.318485867,-3.724483021,11.76692773,-8.134055952,2.4361709,2.419392991,4.133380076,-3.626830574,-2.284816955,7.322349241,0.383238584,1.618732654,0.194831542,1.377148956,2.010876863,0.615679301,0.814922557
7.897865499,-2.847352807,-1.430785939,-0.721294876,3.718205845,4.073909445,-8.781809658,-6.288388996,-9.744637124,-2.082910621,30.45144663,-6.594903228,25.92365697,0.470244566,-6.506248325,-3.195917548,6.26611273,0.390860163,-1.0817719,-0.454027086,0.782880323,0.435565065,23.23561851,0.239105125
10.08687843,-1.136124283,-0.043594717,-0.470877193,1.46677406,0.305257937,-7.621753931,-0.725986726,-4.745769529,-1.30793635,10.64285336,-2.973911791,42.60734999,-2.796341543,-7.216257575,0.995484907,2.323804419,-4.815333763,-1.746914871,0.529797842,1.125122447,-0.292610961,10.49753014,0.642545539
9.191887382,0.289132001,0.782167878,0.636526213,-1.325682887,-3.632810347,-6.032187444,3.295791168,1.011287428,0.60852567,-6.327292636,0.696080272,40.88920365,-4.484844973,-4.059839777,6.2807909,0.175142873,-10.34580502,-2.456854292,1.289329916,1.221026061,-0.322510613,-0.007625262,0.559779827
5.786830406,0.4148133,0.531238839,1.907451355,-1.943865459,-5.31267608,-5.054523859,3.103396496,3.676882829,2.341635876,-9.446713096,2.213044916,22.53899685,-3.703020377,0.818752044,10.01845594,0.255951777,-12.64908685,-2.683323269,1.314072736,1.04666163,0.298942806,-0.732141436,0.083181503
-0.412245976,-4.961524505,-5.617394662,28.21890883,-6.229439924,-2.791913485,-3.038301194,-7.754691094,-12.59789453,60.43105724,-26.0851145,-2.344232832,-5.728019658,-4.450868201,5.784311268,13.03629683,5.508819246,-11.30294978,-3.385747022,-0.938795101,-0.395074681,5.06333033,-2.489213654,-0.782553194
-4.833363383,-5.577835233,-5.752572616,41.98546781,-6.983276918,-2.58475145,2.037046938,-10.64634767,-14.30460121,71.52106599,-28.86098975,0.708048006,-19.90858525,-1.803494517,4.683198682,5.572114059,7.519720765,-5.44823712,-1.034393053,-1.345249453,-0.208881396,26.56736539,-2.426528025,-0.316579241
-5.970997414,-6.336857717,-6.124373045,51.09713347,-7.394280412,-1.204147093,6.527088578,-12.8080585,-18.00139197,78.74521823,-29.82905643,1.607378324,-16.35204639,-0.848840358,1.448288744,-2.134097032,9.447476662,0.209435257,0.828809877,-1.715769581,-0.100303525,35.4249236,-2.003234582,0.251104172
-2.841072275,-6.29277211,-5.79916448,47.16571751,-6.743550517,0.284996114,7.227220289,-11.99191171,-19.31989757,72.21763828,-26.65289697,0.441431401,2.12473307,-1.974979435,-2.038034573,-6.125917539,9.661213818,2.356286531,1.207094541,-1.605368707,-0.033334709,30.19200582,-1.187166247,0.579433343
2.753654212,-4.95709163,-4.213328773,33.80974256,-4.927737819,0.47750025,3.681473564,-7.669417074,-15.32310311,52.05078459,-19.15303945,-0.770844693,23.73876569,-4.364055738,-3.986144578,-6.857114266,7.798430108,0.25065821,0.193638141,-0.846699901,0.071259964,21.1379108,-0.173244718,0.56149564
7.492374068,-2.628068251,-1.673347092,14.52591944,-2.738525909,-1.003212609,-1.933037894,-1.61508552,-6.57453956,23.59949526,-10.49393408,-0.720407718,35.71525962,-6.147751251,-3.268031741,-3.500929151,4.790376128,-4.733290288,-1.355389022,0.309504299,0.374941483,10.15441117,0.748750388,0.250786009
8.250191634,-0.37650296,0.669360154,0.059270502,-1.228047876,-3.567605107,-5.5720616,3.072538325,2.689000023,0.060914181,-4.677748267,1.309915998,31.27991384,-5.996869662,-0.261551628,1.099164558,2.645287879,-9.166875533,-2.240310867,1.276397818,0.840051246,0.068899306,1.363191491,-0.085407072
