LF_x,LF_y,LF_z,LF_w,LM_x,LM_y,LM_z,LM_w,LH_x,LH_y,LH_z,LH_w,RF_x,RF_y,RF_z,RF_w,RM_x,RM_y,RM_z,RM_w,RH_x,RH_y,RH_z,RH_w
-62.725106062934756,-7.794262242892514,2.980326288769211,0.0,-103.62471685291187,-4.959323537551111,2.6140556147908995,0.0,-138.33978103939242,-3.402150940824132,4.323647495090405,0.0,-74.83972937293171,-39.840826182091554,1.3872698793896685,0.0,-116.6794348345974,-36.05250202838927,2.732039887463978,0.0,-122.30892138192503,-36.070325894215785,3.839573537031363,0.0
-62.6023093369909,-7.849942806107779,3.006475663584112,0.0,-103.63505109794623,-4.98670123994199,2.599889987173013,0.0,-138.3940017982704,-3.360682738538813,4.500853369026951,0.0,-74.83427226609983,-39.84413654034373,1.381679473002409,0.0,-116.65694229157008,-36.037088635246064,2.7041010767480227,0.0,-122.31124609549501,-36.06484761223585,3.8344303286890042,0.0
-62.55303763410533,-7.932741933284885,3.0708314723996395,0.0,-103.64433455989347,-5.007913524277688,2.5881678207478043,0.0,-138.43163522488433,-3.2809609536378437,4.7114084387801345,0.0,-74.82844119521201,-39.84650878620223,1.37565820398701,0.0,-116.6357811800721,-36.02948734237211,2.6806499037897726,0.0,-122.31368601972112,-36.05891974846279,3.8288743300204633,0.0
-62.519785243442186,-7.989968263546969,3.1465942011209496,0.0,-103.65119833314105,-5.018499862569117,2.5801576402422324,0.0,-138.44405223991166,-3.142387129275698,4.966213417938751,0.0,-74.82264478565797,-39.84715822086237,1.369272331756326,0.0,-116.6195262319632,-36.037303903006716,2.667362368720994,0.0,-122.31618205696694,-36.05244272778482,3.822202826437591,0.0
-62.51385147300281,-8.023965243616754,3.2200227251246627,0.0,-103.65447882488947,-5.01725573104026,2.5759341662132584,0.0,-138.4262026158954,-2.9438471494950793,5.2596812406274935,0.0,-74.81737042187363,-39.84584130509243,1.3623530527970953,0.0,-116.61722584885678,-36.06852456886331,2.671921579177676,0.0,-122.31836800140422,-36.045594370160224,3.813712945896242,0.0
-62.528639348389305,-8.0376373121533,3.2881310183355996,0.0,-103.65355731069836,-5.006022775890601,2.574550521542953,0.0,-138.37718229684145,-2.7017739180216136,5.574308030893402,0.0,-74.81315217799255,-39.84286915805852,1.3547319544664091,0.0,-116.64354254147615,-36.13087370072031,2.70377687902365,0.0,-122.31957761834283,-36.0387005672712,3.803023430969164,0.0
-62.55009693803377,-8.036285287495595,3.3479444342141758,0.0,-103.6486572410593,-4.988394438580547,2.5745981989565756,0.0,-138.29978516378847,-2.441991883709586,5.890835651415486,0.0,-74.81054098866085,-39.83891641457202,1.346774030862436,0.0,-116.71479982072601,-36.22953478257671,2.7723752178124474,0.0,-122.31897871170183,-36.0320445628253,3.7903420058339687,0.0
-62.562566159905586,-8.02553442227956,3.396283364642148,0.0,-103.64092333776168,-4.968152043726528,2.5748637743783522,0.0,-138.19812403756183,-2.1883059475580433,6.199906148856675,0.0,-74.80996300248482,-39.83475371600518,1.3397146751476363,0.0,-116.84179604958832,-36.36361262076538,2.884132287832008,0.0,-122.31580969258304,-36.0257387504894,3.7764647903816897,0.0
-62.554757711160484,-8.009859459890093,3.430532777710919,0.0,-103.6321839104517,-4.948171565153173,2.5747662322160707,0.0,-138.07376429760626,-1.9522847234598117,6.50985849113851,0.0,-74.81139066722456,-39.83104880426519,1.3353811963770585,0.0,-117.0222717372431,-36.52294841552357,3.038519939270328,0.0,-122.30965149857012,-36.01972109655437,3.7624809505817254,0.0
-62.52377145588298,-7.992131564227288,3.4495853160458108,0.0,-103.62444103635431,-4.930088491712626,2.5743846229496548,0.0,-137.92247830863607,-1.7283443405427814,6.846304501785869,0.0,-74.8138900390425,-39.828302844910766,1.3353178505928298,0.0,-117.23723510982471,-36.68802746285523,3.2244215605631474,0.0,-122.3006239406493,-36.01386054255095,3.7493317903915617,0.0
