L1.Sup,L2.Sup,L3.Sup,R1.Sup,R2.Sup,R3.Sup,L1.CTr,L2.CTr,L3.CTr,R1.CTr,R2.CTr,R3.CTr,L1.ThC,L2.ThC,L3.ThC,R1.ThC,R2.ThC,R3.ThC,L1.FTi,L2.FTi,L3.FTi,R1.FTi,R2.FTi,R3.FTi
-6.145893534,21.57029619,6.934534595,10.47921139,26.91427932,0.543938415,11.94552545,3.24848272,9.64496068,1.34290978,9.15688574,28.96291677,0.77598813,5.428705822,-31.94646462,51.23014086,10.50139536,-49.70834241,77.64554431,127.941024,93.19366335,52.05448695,86.28152758,77.77391542
-6.194993904,22.733437,6.989453509,10.58741271,27.93951133,0.462736656,12.21741665,3.27710639,10.13087399,1.08865033,8.90096102,28.88538704,0.763214045,7.182183867,-31.86039795,51.27097775,11.78617535,-49.82053725,77.59220527,126.7306801,92.87827128,51.85576068,84.53147005,77.78641069
-6.254900355,23.74090967,6.984090365,10.64352876,28.91301769,0.382861221,12.43621086,3.15989069,10.62456054,0.79450952,8.69363385,28.80129578,0.802114476,8.798375947,-31.78144533,51.24991305,13.01963241,-49.91827232,77.53811592,125.5653022,92.48934003,51.71392061,83.00179195,77.82079806
-6.298101476,24.59103699,6.920421731,10.66433821,29.80081976,0.315440541,12.5670637,2.875116,11.09640548,0.52023803,8.4843296,29.03498905,0.835206344,10.21275426,-31.72650952,51.23723194,14.21722243,-49.98053109,77.47983356,124.4790479,92.049418,51.62037484,81.6825951,77.5547534
-6.294770695,25.28591856,6.823254617,10.67879946,30.58711338,0.265113559,12.60215128,2.43643929,11.52232823,0.31936575,8.20999358,29.46912213,0.809412001,11.38228628,-31.70122073,51.30174366,15.38954599,-49.99370996,77.40999319,123.5099561,91.59269849,51.56414437,80.54237108,77.1441531
-6.227525725,25.83079206,6.730356286,10.71246302,31.27524287,0.23272998,12.56194118,1.89039578,11.88449493,0.22284642,7.812712,29.64555447,0.693600384,12.2945837,-31.69885231,51.48669985,16.53618362,-49.95717925,77.31864526,122.6892219,91.15891824,51.53482407,79.53851272,77.03173033
-6.099483503,26.23680534,6.676308652,10.77435979,31.88193858,0.218366736,12.48416433,1.30374222,12.17231933,0.23196745,7.25874087,29.74915138,0.484378652,12.96681347,-31.70540407,51.79919033,17.64563706,-49.8834168,77.19783588,122.0323754,90.78174677,51.52493394,78.62886402,77.00474066
-5.933004061,26.52343106,6.678228598,10.85261952,32.42874431,0.223169856,12.40522723,0.74501058,12.38354468,0.3218019,6.55355083,29.81730639,0.200376205,13.43654014,-31.70760426,52.21381112,18.70130622,-49.79315328,77.04762931,121.5359424,90.47765888,51.5304799,77.78193125,77.013537
-5.760796416,26.71762842,6.73061298,10.92023454,32.93471244,0.249949095,12.34377217,0.2660507,12.52386278,0.45258584,5.74912213,29.86143858,-0.127326569,13.74966763,-31.69911441,52.6829991,19.69042719,-49.70834269,76.87970863,121.1806041,90.2422025,51.54961515,76.98298866,77.04315675
-5.613550837,26.84950186,6.810975314,10.94765997,33.41256526,0.302621016,12.29572279,-0.11022148,12.60467682,0.58407022,4.94065096,29.87801699,-0.461183509,13.95057254,-31.68208587,53.14648983,20.61138863,-49.64602651,76.71529653,120.9392108,90.05590622,51.58046438,76.23347003,77.10169275
-5.508592551,26.94640364,6.891903353,10.91648939,33.86817798,0.384235084,12.24262668,-0.39134484,12.64050481,0.68759992,4.25026221,29.84667603,-0.758653733,14.07688247,-31.66449878,53.53840366,21.47564944,-49.61482896,76.57795996,120.7861872,89.89597403,51.61954319,75.54395333,77.21995969
-5.443372259,27.02800131,6.952906413,10.82868186,34.30192027,0.493721413,12.16660056,-0.60567136,12.64779094,0.75216689,3.79788418,29.70297221,-0.973808138,14.15834637,-31.65576793,53.79482775,22.30311484,-49.61431597,76.4852554,120.7042851,89.74725856,51.66151525,74.92551784,77.47713644
-5.396645882,27.1039195,6.987209795,10.70803626,34.71061136,0.622605375,12.0632183,-0.78577827,12.64542443,0.78282752,3.66579559,29.3647438,-1.063632326,14.21772566,-31.66310764,53.86387787,23.11272246,-49.63659551,76.44287951,120.6854768,89.60756178,51.70004468,74.38522199,77.98215694
-5.338147114,27.17418501,7.001952541,10.59349577,35.08974093,0.753694439,11.947358,-0.95198886,12.65553076,0.79227085,3.87050284,29.48741905,-0.999143335,14.27177135,-31.68995817,53.71670035,23.91185907,-49.66931585,76.44260605,120.7251584,89.48574798,51.72910818,73.92640805,78.0290959
-5.24403613,27.23189435,7.012866801,10.52615705,35.43586206,0.863492574,11.85067736,-1.10310832,12.70226492,0.78914477,4.35638667,29.60494242,-0.776780673,14.33126335,-31.73644415,53.35544623,24.68887622,-49.69926087,76.46374681,120.8124676,89.39427553,51.74437392,73.5490861,78.09814336
-5.111972026,27.26738086,7.035885685,10.53341537,35.74833118,0.928775774,11.81121684,-1.21885337,12.80695678,0.76894293,5.01558278,29.70857276,-0.423862378,14.40015602,-31.80096041,52.81429877,25.41238404,-49.71575744,76.47755168,120.9227264,89.33964541,51.74452385,73.24735251,78.18328039
-4.968534627,27.27292276,7.078826028,10.61526276,36.02899606,0.935555577,11.85775567,-1.27330008,12.98025195,0.71277496,5.72367454,29.79080567,0.005662616,14.47496393,-31.8816936,52.15211273,26.03854025,-49.71314411,76.4538758,121.0179704,89.31500766,51.73228372,73.00734828,78.27865207
-4.864054689,27.24636668,7.136714762,10.73902207,36.27944343,0.886418381,11.99486463,-1.25231364,13.21501664,0.59535068,6.37332945,29.84891409,0.444053722,14.54617873,-31.97706705,51.43900653,26.5235172,-49.69180854,76.36907897,121.0568731,89.29884093,51.71463987,72.81067556,78.38085523
-4.85511748,27.19185544,7.193469167,10.84736517,36.49760787,0.801787982,12.19642478,-1.16458013,13.48523515,0.39808327,6.89342643,29.88669021,0.826462559,14.60274458,-32.08468737,50.74180374,26.8354073,-49.65768082,76.21347834,121.0089904,89.26135837,51.70178463,72.64200437,78.48916004
-4.980878918,27.11725432,7.229505818,10.87869848,36.67650764,0.713344447,12.41234161,-1.0397195,13.75353103,0.12034996,7.25206846,29.91281365,1.10631606,14.63826114,-32.1993793,50.11268162,26.96070547,-49.6202749,75.99587737,120.8653768,89.17600208,51.70495726,72.49511133,78.60378516
-5.242999771,27.0302485,7.231107184,10.79159515,36.80622373,0.652344074,12.58614968,-0.91597704,13.98434219,-0.21628309,7.44867491,29.93662172,1.265848652,14.65546408,-32.31191991,49.5824508,26.90435929,-49.58954111,75.74229437,120.6404251,89.0298961,51.73409799,72.37491684,78.72369481
-5.598439078,26.93615499,7.196292082,10.58163631,36.87761761,0.638546779,12.67527806,-0.82633925,14.1558092,-0.5717939,7.50256155,29.96390807,1.320125162,14.66592731,-32.41017003,49.15699276,26.68571539,-49.57230849,75.4874682,120.3651536,88.82770101,51.79638283,72.29753991,78.84576099
-5.969283605,26.83897933,7.134490004,10.28292041,36.88524746,0.674705141,12.66500882,-0.79065122,14.26458107,-0.89712259,7.44529726,29.99503789,1.314674394,14.68478489,-32.48287977,48.81482947,26.33335532,-49.56968603,75.26176042,120.0758854,88.58759303,51.89604472,72.28968046,78.96615792
-6.265933642,26.74450899,7.061265059,9.955096693,36.82810385,0.748089448,12.57147177,-0.81522185,14.32264845,-1.14603394,7.32055472,30.02568854,1.318153642,14.72332919,-32.52437648,48.5060754,25.88057737,-49.57669421,75.07987712,119.8030009,88.33261873,52.03500914,72.38612365,79.08319379
-6.413203867,26.66262761,6.991829235,9.664242641,36.70874194,0.837033795,12.43484889,-0.89645121,14.34971358,-1.28629804,7.18892743,30.04878716,1.411186001,14.78358306,-32.53736087,48.15634449,25.36196243,-49.5844343,74.93721698,119.5633162,88.0824845,52.21354636,72.62403504,79.19964969
-6.367836567,26.60661101,6.936827579,9.467179551,36.53237362,0.919041092,12.30687416,-1.02437892,14.36556146,-1.30725909,7.13048825,30.34657197,1.670427888,14.85776411,-32.53203059,47.68100133,24.81100525,-49.58389395,74.81492339,119.3577166,87.84947645,52.43056403,73.03479696,79.01141684
-6.121838873,26.58923479,6.901494004,9.403223524,36.30685871,0.977717575,12.23551438,-1.18486138,14.38480462,-1.22130556,7.23777712,30.7391888,2.146087264,14.93260014,-32.52199199,47.01276251,24.25901179,-49.56967604,74.69025692,119.1736504,87.6392137,52.68380566,73.63655868,78.73338133
-5.694726836,26.61756899,6.886788561,9.490072292,36.04321678,1.007191513,12.24831677,-1.36201377,14.41396563,-1.05822202,7.59660139,30.85322399,2.836253435,14.99547398,-32.51931282,46.13659148,23.73554267,-49.54184412,74.54724025,118.9907052,87.4542682,52.97031725,74.43079365,78.73956705
-5.12278712,26.68914519,6.890504921,9.718846974,35.75571929,1.013280833,12.33818356,-1.54253716,14.45039203,-0.85420269,8.26013379,30.81442762,3.671343034,15.03851044,-32.53135698,45.11327644,23.27004701,-49.50488843,74.38298994,118.787112,87.29752247,53.28695552,75.4019582,78.89349475
-4.451910037,26.79147294,6.907739058,10.04913995,35.4612113,1.010844365,12.45907644,-1.72065808,14.48350062,-0.64048376,9.22889636,30.6466513,4.525532563,15.05874478,-32.56059324,44.06998453,22.89337316,-49.46439433,74.20727065,118.5452495,87.17277271,53.6302541,76.51510388,79.17697678
-3.73540363,26.90515693,6.931734791,10.41120209,35.17809395,1.017691644,12.53830665,-1.89999466,14.49910205,-0.4381052,10.44793613,30.34569514,5.258901866,15.05580955,-32.60647341,43.15318401,22.63737979,-49.42347375,74.03642179,118.254844,87.08217081,53.99541525,77.71051556,79.60989061
-3.034390404,27.00900199,6.956145281,10.72053483,34.92543554,1.047075334,12.50421598,-2.08972266,14.48607379,-0.2627648,11.82232606,29.71471595,5.771733204,15.03032741,-32.66730801,42.46624572,22.53125499,-49.38126455,73.88583571,117.9137921,87.02256579,54.37512656,78.9035885,80.42753103
-2.416727159,27.08460845,6.978217834,10.90149682,34.72222035,1.10181919,12.31781948,-2.29619767,14.44274529,-0.13629481,13.24258996,29.46309938,6.042705132,14.98492544,-32.74063917,42.02549151,22.59449402,-49.33450923,73.76527576,117.5276623,86.98395446,54.75925827,79.9969642,80.90286694
-1.949728943,27.11882119,7.000927849,10.91029117,34.58643219,1.172667128,11.99239329,-2.51452136,14.37985085,-0.09394809,14.60907058,29.39285191,6.134339135,14.92670485,-32.82233187,41.75504579,22.8287453,-49.28121552,73.67873212,117.1087069,86.95195068,55.13596766,80.89987715,81.22195224
-1.684846844,27.10428122,7.031995384,10.74759046,34.53344303,1.241726444,11.58994237,-2.72542762,14.31820708,-0.17791449,15.8468993,29.34272897,6.167304297,14.86787897,-32.90602797,41.518566,23.21271558,-49.22395164,73.62740181,116.6742255,86.91329056,55.49397081,81.5436041,81.54148057
-1.639964449,27.03944247,7.079144365,10.45448301,34.57309329,1.289791531,11.19479001,-2.90102971,14.28139096,-0.4185952,16.90818975,29.29670116,6.274721251,14.8221023,-32.9845716,41.1721896,23.70395209,-49.17043888,73.61276769,116.2440051,86.86128765,55.82544072,81.88839957,81.84985903
-1.790245061,26.92892972,7.14326665,10.09223498,34.70571031,1.304718073,10.87632342,-3.0183128,14.28573342,-0.81599296,17.76379943,29.23782455,6.550214917,14.79738885,-33.05349033,40.61966543,24.24799478,-49.13087815,73.63721781,115.8370778,86.79835548,56.12887471,81.92496353,82.13988581
-2.074729841,26.78384215,7.213195929,9.715485947,34.91902533,1.287302661,10.65924775,-3.07329467,14.33175111,-1.33362001,18.3916952,29.15720717,7.006923917,14.78987586,-33.11474271,39.85119048,24.79126521,-49.11361724,73.70146526,115.4679725,86.73443574,56.41062047,81.67313229,82.41273607
-2.416378329,26.62073291,7.265902296,9.352694227,35.18861649,1.251668075,10.51579899,-3.08644118,14.40183041,-1.90801333,18.76956442,29.05842675,7.566501624,14.78299998,-33.17821975,38.95000934,25.29218064,-49.12153994,73.80018497,115.1427184,86.68183488,56.68342529,81.17705004,82.67890019
-2.745788258,26.45815823,7.273118831,9.00274452,35.48268233,1.219351075,10.38206018,-3.09506853,14.46672691,-2.46790596,18.87433965,28.95505091,8.088077886,14.75326491,-33.25957337,38.06043216,25.72642418,-49.15057714,73.9188693,114.8562183,86.64829242,56.96200833,80.4976153,82.95480557
-3.017469499,26.31100906,7.211352358,8.647552503,35.76905372,1.209489228,10.18860011,-3.13740129,14.49849649,-2.95399546,18.68568848,28.86330579,8.426763731,14.6795644,-33.37506002,37.32926535,26.08554892,-49.19044454,74.03485121,114.5936505,86.63134455,57.25797958,79.70637756,83.25639252
-3.212576581,26.18477731,7.070261859,8.27285689,36.02120573,1.229800891,9.89096877,-3.23752977,14.48330058,-3.33211284,18.19015162,28.79437364,8.493228211,14.55142795,-33.53573328,36.84864211,26.37108234,-49.22724809,74.12298833,114.3366074,86.61724752,57.57660611,78.88305604,83.59273498
-3.330490943,26.07311967,6.855913355,7.885012248,36.22143413,1.272918687,9.48761705,-3.39804768,14.42731624,-3.59659963,17.38578256,28.74986559,8.284810583,14.37290422,-33.74351774,36.6278339,26.58792957,-49.2475009,74.16311954,114.0708484,86.5857377,57.91623026,78.11370238,83.96277766
-3.377650283,25.96111265,6.588477123,7.513088932,36.36151605,1.320066897,9.0181095,-3.60221903,14.3526892,-3.76475063,16.28870729,28.72158231,7.874890777,14.16097813,-33.99054882,36.60487005,26.74056139,-49.24260234,74.1459406,113.791234,86.5186853,58.26976339,77.48467722,84.35662343
-3.361439004,25.83334992,6.295953844,7.19453834,36.44218793,1.350325952,8.54235108,-3.82386514,14.28568584,-3.86618516,14.94116732,28.69488686,7.369386865,13.93925339,-34.26157558,36.6877544,26.8331487,-49.21221749,74.07668281,113.5019805,86.40867921,58.62725519,77.07048138,84.76052627
-3.291300508,25.68259192,6.006132602,6.95358814,36.47244411,1.35073777,8.11123688,-4.04016471,14.24324764,-3.93212815,13.41713016,28.65410905,6.855545277,13.72944539,-34.53816139,36.80093104,26.87188255,-49.16502976,73.97674294,113.2132711,86.26387689,58.97853485,76.91827017,85.16298275
-3.183536707,25.51388891,5.739329268,6.78569337,36.46883312,1.322001365,7.7444047,-4.24044849,14.22504725,-3.98829255,11.81988181,28.58780829,6.36977288,13.54455677,-34.8031641,36.91269456,26.86639654,-49.11628226,73.88113561,112.9359564,86.10720746,59.31514222,77.03501566,85.55894126
-3.064130988,25.34182671,5.504640587,6.65661353,36.45412625,1.276923524,7.42586921,-4.42594369,14.21512147,-4.05231603,10.26871782,28.49169378,5.896460006,13.38687532,-35.0441719,37.03414635,26.82839093,-49.08293043,73.82964541,112.6760561,85.9700693,59.63132314,77.3828753,85.95032756
-2.965589443,25.18273473,5.301215123,6.516062617,36.45410289,1.232874614,7.11699503,-4.60181715,14.19158351,-4.13436512,8.87801975,28.36822198,5.39072573,13.25098822,-35.25498443,37.19808407,26.76813571,-49.07831716,73.85362237,112.4313334,85.88245763,59.92448833,77.88543932,86.34317271
-2.918040646,25.04639701,5.123261137,6.318549475,36.4914013,1.202834486,6.77734716,-4.7687116,14.13830087,-4.23880643,7.73712603,28.2239471,4.80965117,13.12907247,-35.43501495,37.43259245,26.69138135,-49.10842913,73.96418061,112.1920044,85.86278429,60.19561977,78.44444294,86.74342011
-2.939649339,24.93157274,4.965414853,6.040498314,36.57717927,1.189997138,6.38216813,-4.92069815,14.05198921,-4.36573786,6.89904313,28.06687226,4.138992967,13.0149922,-35.5875011,37.73978765,26.5988217,-49.17093155,74.14745562,111.9454941,85.91122358,60.4495129,78.96389563,87.15390184
-3.032980303,24.82710248,4.825637961,5.68489851,36.70390166,1.188121213,5.92958684,-5.05052547,13.94190339,-4.51246538,6.38085152,27.905206,3.406485908,12.90525256,-35.71789637,38.08560953,26.488115,-49.25685007,74.36911017,111.6824958,86.00957222,60.69415676,79.37518961,87.57389892
-3.189601983,24.71737404,4.705167804,5.2727844,36.84365085,1.186017006,5.4375493,-5.15694503,13.82402172,-4.67536279,6.17352037,27.74699682,2.676327613,12.79718715,-35.83325899,38.40484157,26.35655061,-49.35380033,74.58612626,111.4008258,86.12804664,60.93874492,79.65310025,88.00102244
-3.39803947,24.58909998,4.606849205,4.829754674,36.95452087,1.17256637,4.9355985,-5.24774694,13.713966,-4.85181933,6.25562737,27.59909859,2.026426196,12.68652602,-35.94229128,38.62122317,26.20224023,-49.44953521,74.76103258,111.1053118,86.23636465,61.1907548,79.81422687,88.43390703
-3.647361004,24.43627441,4.533197373,4.377666532,36.99374987,1.139704686,4.45679987,-5.33617488,13.62194543,-5.04109423,6.60347358,27.46489663,1.519932023,12.56677106,-36.05491959,38.67371111,26.02336717,-49.53499276,74.8729067,110.8044814,86.31470318,61.45337136,79.89932329,88.87394383
-3.923563368,24.26139085,4.484531271,3.934708419,36.93253751,1.083416761,4.03123118,-5.43380289,13.5505272,-5.24294537,7.19263828,27.34226855,1.186732541,12.43128233,-36.18062809,38.53466495,25.81737733,-49.60633982,74.92107804,110.5061717,86.36025592,61.72444876,79.9498051,89.32503893
-4.203724688,24.07278863,4.457093391,3.518511114,36.76611432,1.004185209,3.67951878,-5.54523658,13.49462002,-5.45430625,7.99346743,27.22402445,1.02216864,12.2767435,-36.32590227,38.21247325,25.58266322,-49.6655428,74.92089844,110.2140796,86.38666384,61.9973998,79.98781333,89.79167852
-4.455732745,23.87978764,4.44166987,3.145159507,36.51457532,0.90735218,3.4064291,-5.66765711,13.44341773,-5.66610167,8.96731931,27.10131619,0.996346972,12.10559521,-36.4921248,37.74438633,25.32291766,-49.71913998,74.89447319,109.926605,86.41628835,62.26363304,80.00393277,90.27655796
-4.646537897,23.68841144,4.423506849,2.8225488,36.21452611,0.80244432,3.19818729,-5.79423809,13.38436517,-5.8628164,10.06762167,26.96796184,1.063153409,11.92574952,-36.67531594,37.18962369,25.05120786,-49.77543608,74.8608938,109.6385238,86.46864036,62.51567932,79.9545185,90.77912621
-4.754011701,23.50008309,4.383489719,2.543125925,35.90619354,0.700877196,3.02771125,-5.91861984,13.3080191,-6.02593113,11.24488519,26.82303424,1.166897154,11.74758639,-36.86812928,36.62374223,24.79048372,-49.84113418,74.82970111,109.3446957,86.55063272,62.74994585,79.7705341,91.29573419
-4.773906532,23.3135675,4.300081515,2.28280043,35.62246903,0.612937731,2.86794012,-6.03805694,13.21140279,-6.14001627,12.45243859,26.67059084,1.252968205,11.57988728,-37.06304319,36.12659716,24.56971686,-49.91895011,74.79915047,109.0434903,86.65374324,62.96824487,79.37749123,91.821099
-4.717403089,23.12818763,4.152616296,2.008924077,35.38438267,0.545389294,2.7086089,-6.1536359,13.09826374,-6.19903691,13.64972724,26.51705454,1.284586291,11.4270672,-37.25483184,35.76123615,24.41734035,-50.00740745,74.75888604,108.7374596,86.75940896,63.17764797,78.72110835,92.35002949
-4.602377384,22.94585297,3.927293639,1.69401813,35.20320705,0.500245239,2.56926103,-6.26714158,12.97689999,-6.21039994,14.80146144,26.36755399,1.256751515,11.28907946,-37.44112742,35.55335431,24.35459774,-50.10267344,74.69562028,108.4307104,86.84935811,63.38841393,77.78948737,92.87840054
-4.445352217,22.77078118,3.625130094,1.328064604,35.08554887,0.474711232,2.50147068,-6.37645373,12.85739298,-6.19443486,15.87339772,26.223033,1.196617981,11.16335261,-37.6216454,35.48383796,24.3911572,-50.20094205,74.60011699,108.1247514,86.91526986,63.61007171,76.62324477,93.40325547
-4.258395166,22.60748948,3.267658335,0.923264245,35.03686007,0.462388602,2.57692901,-6.47296959,12.74942196,-6.17813087,16.82774613,26.07985009,1.149460566,11.04701022,-37.79753577,35.49734085,24.52413006,-50.29978293,74.47345424,107.815208,86.96319496,63.84678367,75.30983278,93.92274354
-4.050350153,22.45850114,2.895556788,0.509383781,35.06114393,0.45558976,2.86489307,-6.54317778,12.66080906,-6.18522942,17.62140773,25.93204815,1.159044143,10.93825449,-37.97139102,35.52007649,24.73968244,-50.39808465,74.33028258,107.4908114,87.0111737,64.09433991,73.96446753,94.43648329
-3.82938766,22.32306223,2.559166804,0.121957105,35.15799042,0.447825203,3.40826963,-6.57327081,12.59666784,-6.22784517,18.20874921,25.7744016,1.251510644,10.83694317,-38.14698006,35.47940677,25.01514495,-50.49539621,74.1978195,107.1349219,87.08165452,64.34107729,72.70476643,94.94614014
-3.604247208,22.19731032,2.304885034,-0.2116242,35.31964552,0.43513244,4.20798233,-6.55388683,12.55914718,-6.30397048,18.54891055,25.60395008,1.426396379,10.744739,-38.32763761,35.32274062,25.32032426,-50.59151279,74.11175157,106.7292282,87.19248859,64.57293444,71.6276036,95.45547273
-3.383189106,22.0753485,2.163470224,-0.482086553,35.5299692,0.415550932,5.22125746,-6.48289626,12.54775396,-6.40108502,18.61627917,25.41946813,1.656118214,10.66492773,-38.51357749,35.03365521,25.61885308,-50.68638387,74.11170854,106.2587486,87.35049326,64.78007856,70.79455147,95.9693304
-3.171437271,21.95028651,2.144244166,-0.699596683,35.76552001,0.387303003,6.37482201,-6.36582513,12.56017502,-6.50279685,18.41155795,25.22023983,1.897996374,10.60186939,-38.69974617,34.63679643,25.87149411,-50.7799827,74.23775502,105.7164863,87.54962504,64.96152951,70.22797185,96.49181929
-2.968915643,21.81483757,2.235397601,-0.885635017,35.99826555,0.34725319,7.5889846,-6.21441066,12.59334385,-6.59507853,17.96982039,25.00575555,2.120488455,10.56012059,-38.87597612,34.18229903,26.04213367,-50.87206557,74.52724714,105.1057085,87.7732242,65.12579524,69.915752,97.02457288
-2.7702023,21.66191421,2.40813366,-1.060176828,36.1995933,0.291178231,8.80238595,-6.04401862,12.64412621,-6.66998063,17.36139236,24.77667882,2.331556019,10.54321593,-39.03015026,33.71487158,26.10490561,-50.96208511,75.0112676,104.4388134,87.99850799,65.28800523,69.82073326,97.56623308
-2.567975703,21.48592402,2.622280939,-1.232525943,36.34532893,0.216087057,9.98452006,-5.87063141,12.7090472,-6.72627013,16.68223803,24.53609149,2.586437137,10.55217193,-39.15344165,33.24899629,26.0494673,-51.04937299,75.71123713,103.7336244,88.20148314,65.46533539,69.8913636,98.11352924
-2.358895863,21.28488305,2.832310203,-1.401562363,36.42064592,0.123233611,11.1296603,-5.70796606,12.78326725,-6.76765351,16.0341919,24.28979563,2.962683736,10.58426354,-39.24519057,32.76900008,25.88212639,-51.13338428,76.63639384,103.009054,88.3607006,65.67231854,70.07182642,98.66313688
-2.147278009,21.06255759,2.993788105,-1.563612267,36.42282115,0.019845287,12.23825285,-5.56531676,12.85975276,-6.79956469,15.5013504,24.04530735,3.515359167,10.63294985,-39.31469358,32.25272578,25.62287628,-51.21368341,77.78133528,102.2818678,88.4589664,65.91692537,70.31093208,99.21287876
-1.941407202,20.82925429,3.070463945,-1.720456885,36.36034339,-0.081830114,13.29962752,-5.4467589,12.92969132,-6.82521606,15.13268391,23.81006057,4.240779333,10.68931093,-39.37871124,31.70043353,25.30033863,-51.28942485,79.1230129,101.5654967,88.48367041,66.19795629,70.56857355,99.76141786
-1.743036536,20.60008334,3.041540581,-1.880866224,36.24895886,-0.168292567,14.28713295,-5.35180856,12.98469624,-6.84193001,14.93786021,23.58952116,5.070925407,10.74437522,-39.45587382,31.14938759,24.9464352,-51.35836349,80.61966197,100.8708136,88.42761275,66.50428324,70.81814179,100.3068463
-1.538033815,20.39070315,2.907434698,-2.054817311,36.10679419,-0.229948602,15.16726662,-5.2768273,13.02016419,-6.83971786,14.89534308,23.38579796,5.901143934,10.79128299,-39.56056912,30.66550775,24.59125831,-51.41604589,82.21574221,100.20749,88.29149498,66.81633925,71.04481035,100.8454689
-1.297027002,20.21219313,2.69116925,-2.245105974,35.95034424,-0.265116822,15.91588066,-5.21626872,13.03785509,-6.8040458,14.96617382,23.19732203,6.637159185,10.82666279,-39.69865167,30.3154204,24.2581452,-51.45634315,83.85340243,99.58393732,88.08691006,67.10984396,71.2417997,101.3720334
-0.987424101,20.06759134,2.433018256,-2.44226903,35.79186973,-0.280728148,16.53201414,-5.16327943,13.04581511,-6.72278751,15.10705761,23.0197634,7.241912649,10.85115654,-39.86619579,30.12951582,23.95961783,-51.47399785,85.48572396,99.00497948,87.83695954,67.36127403,71.40694129,101.8817522
-0.589488025,19.95190522,2.178971982,-2.625762454,35.63818822,-0.289407869,17.0426483,-5.10956805,13.05547942,-6.59449943,15.27965549,22.84742484,7.763955018,10.86907998,-40.05136671,30.07168865,23.69532785,-51.468344,87.08572495,98.46843352,87.5724975,67.5540361,71.54010277,102.3732388
-0.106689581,19.85547397,1.967234401,-2.770764442,35.49088735,-0.304398371,17.49596075,-5.04490327,13.07743488,-6.43312678,15.45576323,22.6740443,8.331850875,10.88706574,-40.23850685,30.03491641,23.45288963,-51.44611281,88.64826517,97.9627025,87.32494724,67.68362332,71.64084555,102.8507291
0.435227674,19.76875229,1.818154073,-2.857932018,35.34762312,-0.334402169,17.94481633,-4.95746137,13.1175237,-6.26478935,15.61938406,22.49302756,9.108547372,10.91174476,-40.41292745,29.87515328,23.21190977,-51.42140216,90.18574899,97.4669369,87.11900305,67.75966345,71.7064424,103.3242884
0.999388155,19.68591245,1.730887595,-2.882429407,35.20351992,-0.380351267,18.42688093,-4.8364698,13.17456135,-6.11649476,15.76653167,22.29823493,10.22038029,10.94701066,-40.56498218,29.47433148,22.95063842,-51.41224398,91.72016076,96.9544978,86.96832393,67.80341398,71.73155095,103.8078381
1.552880638,19.60536828,1.686943795,-2.858562066,35.05186506,-0.435752251,18.95074624,-4.6768695,13.24091653,-6.00254161,15.90250366,22.08582071,11.69445725,10.9917784,-40.69259063,28.80102817,22.65332404,-51.43479111,93.27399711,96.39970743,86.87513052,67.84109568,71.71032709,104.3158507
2.078339284,19.52707563,1.65855706,-2.817786488,34.88432307,-0.490917186,19.49502096,-4.48336034,13.30664386,-5.91686727,16.03625613,21.85605307,13.43719526,11.03913188,-40.80185783,27.93514808,22.31544984,-51.49726758,94.86250023,95.78650788,86.83247018,67.89557349,71.63993277,104.8598656
2.577444358,19.44836134,1.618722522,-2.799842686,34.69157743,-0.539125909,20.02056326,-4.27081347,13.36586251,-5.83606081,16.17328064,21.61365601,15.26549875,11.07737751,-40.90560585,27.04258777,21.94466622,-51.59617215,96.48930064,95.11586832,86.82727713,67.9798911,71.52328691,105.4457494
3.06618425,19.36097499,1.549524447,-2.83883937,34.4649828,-0.581299662,20.48975701,-4.06008266,13.42191115,-5.73143613,16.3101927,21.36634004,16.97573204,11.09299721,-41.01988025,26.31199879,21.55719562,-51.71661488,98.14675158,94.4081932,86.84319226,68.09523634,71.3695515,106.0722644
3.565264849,19.2515694,1.446187531,-2.948929061,34.19898208,-0.626318597,20.88329508,-3.87115131,13.48756224,-5.58354011,16.43403893,21.12243832,18.41859778,11.07487013,-41.15908873,25.8832762,21.17164291,-51.83710321,99.82104315,93.69879284,86.86317619,68.23353153,71.19261659,106.7312301
4.091053059,19.10615277,1.315851239,-3.116393679,33.89343529,-0.686300405,21.2052491,-3.71732578,13.57903788,-5.39076909,16.52702408,20.8889276,19.54740932,11.01839702,-41.33114304,25.798836,20.80325881,-51.93706405,101.5005146,93.02772641,86.87209196,68.38269856,71.00928981,107.4093189
4.65140228,18.91682694,1.172115633,-3.303234899,33.55491152,-0.769061723,21.4735694,-3.60313298,13.70668994,-5.1674164,16.57415737,20.67045833,20.42190618,10.92780665,-41.53433717,25.99567826,20.46085906,-52.00393311,103.1834805,92.42767532,86.85884,68.53211111,70.83849582,108.0910948
5.246090356,18.68742254,1.028392405,-3.461460932,33.19630936,-0.8722053,21.70318277,-3.52532258,13.86813929,-4.9345368,16.56923371,20.46886514,21.17111588,10.81559486,-41.75732844,26.33704112,20.14638347,-52.03676836,104.881166,91.91383962,86.81739217,68.67645097,70.70066839,108.7624125
