L1.Sup,L2.Sup,L3.Sup,R1.Sup,R2.Sup,R3.Sup,L1.CTr,L2.CTr,L3.CTr,R1.CTr,R2.CTr,R3.CTr,L1.ThC,L2.ThC,L3.ThC,R1.ThC,R2.ThC,R3.ThC,L1.FTi,L2.FTi,L3.FTi,R1.FTi,R2.FTi,R3.FTi
5.681665827,-4.633114551,17.02011339,5.93976924,27.35803412,-1.001199625,0.24489899,-9.92549265,23.76512524,19.99222084,13.3516669,30.89385592,29.81296142,-22.11120629,-14.86710498,30.54754262,13.37654537,-53.6849149,122.2371077,147.1831881,79.42892421,50.76801553,101.1871742,67.69875057
5.667392625,-4.347286686,17.17246317,5.743520501,28.01237854,-1.140287819,0.04046517,-9.99026652,23.67498027,20.10896441,12.90336751,31.14573962,29.72179887,-22.21766171,-14.72563913,30.3694778,14.24229879,-53.96724277,122.1741405,147.6585833,79.7658759,50.55826337,100.2968879,67.5102368
5.604028221,-3.99600949,17.3155638,5.479878762,28.61950123,-1.300905936,-0.15270844,-10.04933616,23.60554467,20.20254162,12.44130812,31.44743386,29.46020699,-22.27868909,-14.57604751,30.34424097,15.04470077,-54.2482898,122.1132817,148.1364714,80.08808818,50.32770719,99.38928795,67.2503417
5.486435279,-3.640103096,17.43551508,5.205205924,29.17556129,-1.472521599,-0.24036871,-10.11792515,23.5376478,20.24771562,11.98011968,31.73472528,29.22254196,-22.29266328,-14.43208658,30.2810565,15.78314385,-54.52958206,122.0117671,148.5716118,80.3961512,50.09432966,98.44521692,66.98502147
5.326628559,-3.332039889,17.52028137,4.976021073,29.68235223,-1.642118691,-0.17739711,-10.20296459,23.45844933,20.23402616,11.53740427,31.98031426,29.19145912,-22.27105719,-14.30779965,30.00309232,16.4645112,-54.80871232,121.8515588,148.927568,80.68653399,49.87707723,97.4564657,66.7477872
5.153652872,-3.103277609,17.56202171,4.827649232,30.14696997,-1.798047052,0.01458313,-10.30593146,23.36203805,20.17419081,11.12951955,32.17553976,29.45031526,-22.23290568,-14.21709399,29.43467624,17.10154778,-55.07895715,121.6461054,149.1928926,80.95355245,49.68945706,96.4288886,66.55748562
5.004900342,-2.95870109,17.55955262,4.764930662,30.57983217,-1.933078753,0.27217549,-10.42602811,23.24913948,20.10004409,10.76800084,32.32065424,29.95144607,-22.19847331,-14.1721909,28.63198699,17.70905562,-55.33120924,121.4222,149.3861164,81.19060322,49.53590969,95.38169773,66.42636497
4.912478106,-2.878309241,17.51957129,4.765311671,30.99106464,-2.045208943,0.52553445,-10.56206031,23.12503161,20.04994388,10.45856768,32.41968411,30.5553046,-22.18436213,-14.18077246,27.74147679,18.29989592,-55.55751385,121.2028648,149.5489476,81.39097608,49.4117431,94.34311767,66.36326981
4.892005522,-2.826320528,17.45530783,4.790995812,31.38669897,-2.136155315,0.72148063,-10.71263588,22.99603815,20.05520515,10.20300648,32.47782475,31.10909125,-22.20068961,-14.24294527,26.91890388,18.88279615,-55.75456314,121.0031878,149.7305043,81.54887738,49.30614785,93.34381399,66.37436641
4.94027107,-2.766193035,17.38276378,4.80577816,31.76694781,-2.209077659,0.83363006,-10.87540012,22.86667201,20.13134775,10.00220661,32.50061688,31.51172735,-22.24984178,-14.34965379,26.26435456,19.46269608,-55.92543666,120.8320438,149.9690844,81.66093168,49.2066261,92.40997512,66.46190315
5.042287019,-2.676496586,17.31652933,4.790244922,32.1279783,-2.267362283,0.86336861,-11.04604642,22.73953497,20.27640439,9.85777859,32.49520663,31.73092618,-22.32627968,-14.48349627,25.80769748,20.04262019,-56.07872488,120.6930288,150.279669,81.72817731,49.10275787,91.55776308,66.62050962
5.182293354,-2.560793639,17.26780828,4.748549343,32.46643883,-2.31498412,0.83283891,-11.21759825,22.6177812,20.4755928,9.7710397,32.47681238,31.7767665,-22.41749283,-14.62177664,25.53810787,20.62520598,-56.2254166,120.584298,150.6523645,81.75829626,48.98802652,90.79033318,66.82852181
5.351296249,-2.446957986,17.24574824,4.703375671,32.78402188,-2.357197083,0.77197515,-11.38076058,22.50738644,20.70915733,9.74063666,32.49106312,31.66228165,-22.50662328,-14.74101523,25.44479368,21.21276193,-56.37493816,120.4990739,151.0604927,81.76690338,48.8598378,90.09797131,67.02490225
5.546185307,-2.375909672,17.26006328,4.68139677,33.08911675,-2.399837095,0.70487742,-11.52616019,22.41633736,20.95876014,9.76111644,32.65103584,31.38300451,-22.57700185,-14.82211273,25.53577526,21.80619681,-56.53209582,120.4272635,151.4720133,81.77585016,48.71887186,89.46128002,67.07423606
5.760797423,-2.38368111,17.32090393,4.696387233,33.39436341,-2.446824247,0.64178908,-11.64810351,22.35044783,21.20893519,9.82344529,33.00675944,30.92976288,-22.61781755,-14.85526996,25.82107355,22.40387176,-56.69622342,120.3574191,151.8582408,81.80740966,48.56882227,88.85670101,66.90728265
5.975107363,-2.483190222,17.43373531,4.738717481,33.71126461,-2.497306713,0.58003398,-11.74788333,22.30845329,21.44376971,9.91674751,33.41312727,30.32334494,-22.62887418,-14.8433373,26.27390965,23.00117493,-56.86268219,120.2784915,152.1980054,81.8760649,48.41650028,88.26299088,66.66360232
6.151726779,-2.653271862,17.59176684,4.777210361,34.04436265,-2.544678842,0.5121371,-11.8343036,22.27995032,21.64312309,10.03023453,33.75913958,29.64202093,-22.62192677,-14.80209495,26.80173473,23.5911969,-57.02556072,120.1816234,152.4790214,81.98203226,48.27129279,87.66693682,66.45912748
6.245771183,-2.841214332,17.77171669,4.773157296,34.38761236,-2.578899556,0.43521609,-11.9203787,22.24836761,21.78399045,10.15474689,34.00852835,29.01775245,-22.61735255,-14.75659203,27.25334229,24.1663515,-57.17987735,120.0624272,152.6985688,82.11023051,48.14327453,87.06685014,66.34344854
6.224929935,-2.9797083,17.93715461,4.699426186,34.72495868,-2.591752475,0.35570866,-12.01713258,22.19859024,21.84855096,10.28329458,34.16063697,28.59959501,-22.63736839,-14.73395814,27.46315877,24.71986356,-57.32227108,119.9232339,152.8635458,82.23538815,48.04058549,86.47288493,66.33439317
6.087726004,-3.011437263,18.04882674,4.554214466,35.03557596,-2.582750388,0.28767619,-12.127071,22.12603629,21.83367266,10.41009893,34.23047717,28.50153145,-22.69872691,-14.75468663,27.31161004,25.24571183,-57.45049716,119.7734729,152.9883727,82.33074955,47.96731679,85.90380799,66.430396
5.868033775,-2.90980941,18.07738139,4.361980303,35.30179702,-2.562189463,0.24699915,-12.24066874,22.04203411,21.75449803,10.52887982,34.23932814,28.7548762,-22.80755887,-14.82567044,26.77631552,25.73704754,-57.56286003,119.6268338,153.0900519,82.37659873,47.92244173,85.3808685,66.61361692
5.623390431,-2.686470475,18.01327657,4.161422783,35.51597444,-2.548620677,0.24395656,-12.33850887,21.97122291,21.64003641,10.63250177,34.21380083,29.28135004,-22.95766967,-14.93809439,25.95574061,26.1851886,-57.65842371,119.4966821,153.1821125,82.36587371,47.89955594,84.92069693,66.84930944
5.41482789,-2.383529172,17.87048724,3.987164514,35.68299462,-2.561065631,0.2752964,-12.39915216,21.94105343,21.52515076,10.71584811,34.19426621,29.9006912,-23.13259278,-15.07111407,25.05348473,26.58133635,-57.73791936,119.3929701,153.270555,82.30599468,47.88750276,84.5295165,67.08101297
5.28919943,-2.055621301,17.68294861,3.855024774,35.81764326,-2.609793918,0.31863455,-12.40939132,21.96858154,21.44384992,10.7818655,34.24510906,30.37962295,-23.31093252,-15.19941392,24.32072049,26.92058339,-57.80463842,119.3219038,153.3536988,82.21714211,47.87262656,84.20005384,67.22687421
5.270616697,-1.750325923,17.49487049,3.758873178,35.93854491,-2.690673481,0.33504263,-12.3716081,22.05161098,21.42423956,10.84840739,34.41785653,30.50979825,-23.47328221,-15.30130747,23.9728262,27.20520599,-57.86465992,119.286355,153.4254001,82.12753891,47.8427993,83.91187835,67.22407035
5.360180768,-1.4946137,17.34825234,3.679389694,36.06123372,-2.786135488,0.28271905,-12.30417734,22.16857386,21.48266176,10.95196107,34.67162328,30.18261376,-23.60802577,-15.3646149,24.11334688,27.44430628,-57.92618775,119.284749,153.4797033,82.06667504,47.79159966,83.63620556,67.11409732
5.53902741,-1.291386896,17.27211929,3.596781079,36.19229695,-2.872261411,0.13579888,-12.234575,22.28670542,21.61709657,11.14445326,34.9222805,29.42827897,-23.71391451,-15.38900924,24.69665649,27.64937863,-57.99810549,119.3087473,153.5152029,82.05808522,47.72030104,83.34561173,66.99112073
5.771762181,-1.125744355,17.27688669,3.498885169,36.32616357,-2.928707092,-0.10209384,-12.1886519,22.37439817,21.80372807,11.48155035,35.11554044,28.40540546,-23.79905811,-15.38474531,25.54187846,27.82806884,-58.08800169,119.3417384,153.538246,82.11360585,47.63678281,83.02628267,66.92269018
6.011868903,-0.977283204,17.35453176,3.382841522,36.44637,-2.947279165,-0.39547424,-12.18129121,22.41255427,22.0006185,12.00467132,35.22596911,27.34895863,-23.87723707,-15.36856529,26.39029863,27.97949579,-58.20007428,119.3597286,153.564635,82.23059742,47.55249363,82.687379,66.94602793
6.211690681,-0.833503637,17.48318509,3.2537365,36.53222509,-2.935675188,-0.6854547,-12.21281144,22.40060909,22.15899285,12.7229666,35.24338123,26.49823069,-23.96262033,-15.35834807,26.98436512,28.09396409,-58.33354821,119.3352181,153.6193239,82.39279432,47.47930663,82.36184023,67.07834695
6.335715138,-0.699776841,17.63436815,3.122646097,36.56877486,-2.914583679,-0.90601433,-12.27276495,22.35477042,22.23856437,13.60366689,35.16495191,26.03027358,-24.06397467,-15.36853753,27.14053362,28.15843731,-58.48228169,119.2434484,153.7331555,82.57467421,47.42740099,82.09608676,67.32359936
6.371497555,-0.602399176,17.78123234,3.003463257,36.55503829,-2.908920182,-1.00374692,-12.34933725,22.29895026,22.22085126,14.57687225,34.98921815,26.0174645,-24.18007076,-15.40800524,26.79406943,28.16669711,-58.63587041,119.068891,153.9362009,82.74843084,47.40415251,81.93108384,67.6799364
6.3325249,-0.582729948,17.90563479,2.90759176,36.50579567,-2.937032574,-0.95505003,-12.43951045,22.25261953,22.11503798,15.55359816,34.6964975,26.4160617,-24.29861172,-15.48057017,26.00761536,28.12961934,-58.78196163,118.8092363,154.2491624,82.89154073,47.41342709,81.88210661,68.16289903
6.251540325,-0.682586533,18.00137213,2.837594571,36.44610383,-3.003435563,-0.77469684,-12.55391288,22.22223657,21.95418742,16.44810296,34.32418846,27.08453185,-24.40035115,-15.58673475,24.94619299,28.07874374,-58.90908488,118.4752873,154.676008,82.99202842,47.45498728,81.92691033,68.73638308
6.167431268,-0.923904145,18.07188092,2.782659268,36.40209783,-3.098966451,-0.51241857,-12.71213024,22.20113693,21.78340092,17.19373972,34.28398653,27.82687415,-24.46789449,-15.72478564,23.82621436,28.05871441,-59.00930295,118.0870438,155.2005738,83.04910579,47.52438196,82.009287,68.96393285
6.111001585,-1.288884621,18.1233926,2.718796417,36.39299969,-3.207611165,-0.23818267,-12.9288516,22.17709543,21.6442283,17.74763379,34.22108107,28.45064651,-24.49614789,-15.89065231,22.85137575,28.11087158,-59.08020597,117.6676201,155.7872885,83.06925397,47.61391725,82.0572652,69.2043213
6.094716521,-1.709798023,18.15729421,2.614533053,36.42707012,-3.315118681,-0.02106044,-13.19621638,22.14169052,21.56084258,18.08787044,34.5966389,28.82096285,-24.49976401,-16.07744995,22.15578164,28.25612551,-59.12585369,117.2372613,156.3837555,83.06036614,47.71488255,82.00737435,68.99937055
6.110034884,-2.077661483,18.16630579,2.43976428,36.50118805,-3.414171552,0.09033998,-13.47132916,22.09529,21.53338143,18.21046854,34.76683083,28.88957261,-24.51297194,-16.27608142,21.77575188,28.48574356,-59.15608799,116.8095318,156.9242231,83.02718824,47.82046723,81.82424692,69.02419185
6.13392953,-2.272464754,18.13719322,2.174222615,36.60256813,-3.504080384,0.07828802,-13.67994235,22.04538044,21.54182577,18.13041843,34.83372475,28.6895053,-24.57952015,-16.47761666,21.65951251,28.76414557,-59.18368593,116.3906598,157.3395584,82.96984836,47.92833079,81.5088998,69.18046716
6.142938998,-2.205411979,18.05893195,1.813519826,36.711884,-3.586789397,-0.04556955,-13.74397305,22.00047404,21.55892145,17.88514157,34.80201371,28.30414307,-24.73514938,-16.67689719,21.70458764,29.04153829,-59.21981202,115.9816115,157.5834978,82.88530734,48.04195725,81.09484283,69.47393547
6.128637829,-1.854577737,17.93170318,1.37230333,36.80778589,-3.662813846,-0.25011576,-13.62236561,21.96418061,21.56507552,17.53465809,34.66068489,27.83060536,-24.98996195,-16.87546888,21.80063335,29.26963181,-59.26972091,115.5813988,157.668223,82.77028482,48.17042274,80.63511325,69.92332227
6.105899852,-1.277542421,17.77118566,0.883740217,36.87225334,-3.729874235,-0.49643667,-13.33209157,21.93322963,21.55670519,17.15334502,34.36895667,27.35398238,-25.31959265,-17.08166017,21.85881666,29.41324621,-59.33102656,115.1894635,157.6733382,82.62387,48.32650277,80.18543459,70.57246357
6.108267334,-0.595659644,17.60507732,0.393744267,36.8951186,-3.78449737,-0.74638619,-12.93039412,21.89991463,21.54410106,16.81324394,33.70667696,26.93694713,-25.67040729,-17.30716652,21.82243392,29.45441849,-59.39534819,114.8052279,157.7084546,82.44858141,48.52329602,79.78962401,71.65654029
6.17222558,0.043878122,17.46303696,-0.050264175,36.87576065,-3.824679922,-0.96734311,-12.48092285,21.8562455,21.54182238,16.56514385,33.65067922,26.61942043,-25.97713126,-17.56174976,21.66505274,29.39050538,-59.45207377,114.4248702,157.8612759,82.24973281,48.77013381,79.47214464,72.15769981
6.318910131,0.514944481,17.36461892,-0.412759158,36.82094373,-3.851350135,-1.13497134,-12.03226636,21.79670392,21.55854979,16.42647327,33.57385144,26.42143594,-26.18519253,-17.84867483,21.38423959,29.22999627,-59.49211926,114.0380298,158.1677081,82.03383306,49.06917065,79.23889638,72.68692688
6.542923056,0.752872581,17.31063483,-0.680015494,36.73970697,-3.867719098,-1.23537947,-11.61296702,21.7186583,21.59199988,16.38181972,33.46747126,26.34682677,-26.26771131,-18.162825,20.99359716,28.98851068,-59.51027803,113.6279845,158.6087516,81.80694777,49.41408774,79.08331872,73.23868349
6.813248482,0.774854111,17.28169812,-0.862295398,36.63803162,-3.877361628,-1.26664166,-11.23374264,21.62168191,21.63006363,16.39462655,33.33125759,26.38861697,-26.22987009,-18.49199794,20.51245114,28.68499627,-59.5060969,113.1768345,159.1241045,81.57363435,49.79166197,78.99350026,73.8089991
7.084525974,0.67260565,17.24451527,-0.987892743,36.51632474,-3.882821885,-1.23857643,-10.89012643,21.50760619,21.65546613,16.42258886,33.1735723,26.53534341,-26.10009039,-18.82047749,19.95546268,28.33707621,-59.48400188,112.6736827,159.6341194,81.33663151,50.18581695,78.95723291,74.39563868
7.312378994,0.578631039,17.16333488,-1.091807937,36.37100397,-3.886221571,-1.16931614,-10.56468889,21.38229036,21.65029604,16.42874677,33.00771918,26.77464611,-25.91404498,-19.13305637,19.32827683,27.95565897,-59.45308667,112.1211532,160.0633019,81.0972891,50.58256447,78.9637657,74.9972489
7.465912016,0.61792573,17.01220692,-1.203536874,36.19872497,-3.89178232,-1.07848835,-10.23060756,21.25836724,21.59854823,16.38497677,32.84567829,27.09148985,-25.69996202,-19.41789306,18.63295564,27.54102524,-59.4260679,111.5360187,160.3574709,80.8567139,50.97365797,79.00250964,75.61154373
7.533277865,0.863271999,16.78367342,-1.338794925,36.00009022,-3.908224831,-0.97971331,-9.8572323,21.15646729,21.48734251,16.27026704,32.69222812,27.46286924,-25.47098551,-19.66791416,17.87952328,27.08339783,-59.41653905,110.9432975,160.4877629,80.6173099,51.35747227,79.06060529,76.23358293
7.520513386,1.309422648,16.49082501,-1.498120463,35.78035255,-3.948398763,-0.87682458,-9.41661185,21.10223958,21.30866722,16.06857559,32.5426694,27.85394337,-25.22561132,-19.8815248,17.09517279,26.56920804,-59.43450237,110.3671712,160.4408889,80.38374029,51.7372867,79.12247095,76.85556931
7.446932001,1.872818646,16.16201501,-1.671586323,35.54707848,-4.025140952,-0.7664075,-8.89040847,21.11877224,21.06260861,15.76946125,32.38550491,28.21931174,-24.95434501,-20.06303027,16.32494481,25.99079837,-59.48174995,109.8232986,160.2039314,80.16207081,52.11850554,79.17334062,77.46865777
7.340077275,2.416269387,15.83039661,-1.846212857,35.30687091,-4.145040609,-0.64539062,-8.27720579,21.21729681,20.7608428,15.37141373,32.20852597,28.5095299,-24.64999927,-20.22225265,15.62356139,25.35461426,-59.54967492,109.3153583,159.7553259,79.95668312,52.50642678,79.2054425,78.06597763
7.230692123,2.792721229,15.52266663,-2.012847289,35.06345718,-4.303413281,-0.51959575,-7.59796935,21.39074077,20.42757765,14.88533843,32.00500831,28.68048875,-24.31776132,-20.37280111,15.04216426,24.68315204,-59.62138384,108.8362565,159.0675682,79.76636457,52.90521497,79.22291049,78.64553153
7.146943995,2.895024696,15.25181254,-2.170496376,34.81796283,-4.483380565,-0.4084885,-6.8947368,21.6135668,20.09578299,14.33504882,31.77708948,28.70269553,-23.9792014,-20.52922607,14.61489364,24.00917855,-59.67769565,108.3729748,158.1190844,79.58253814,53.31772393,79.24222413,79.21173988
7.108531962,2.69249618,15.01684197,-2.326712172,34.57052108,-4.660006706,-0.34266041,-6.2187919,21.84836544,19.79911816,13.7529981,31.5350517,28.5677822,-23.66590276,-20.70379515,14.34982698,23.36496212,-59.70431395,107.9131042,156.9100669,79.3919419,53.74546102,79.28792349,79.77471186
7.122893172,2.238855299,14.80902956,-2.493520932,34.3217814,-4.808067012,-0.35377088,-5.60996214,22.05675263,19.56256728,13.17206559,31.29305921,28.29066596,-23.40530135,-20.90362945,14.22688862,22.77168056,-59.69680437,107.4502502,155.4779135,79.18279363,54.1883989,79.38579156,80.34708615
7.185514384,1.650676982,14.62092651,-2.680273705,34.0734205,-4.910343323,-0.46086603,-5.07445672,22.21054539,19.39585532,12.61655191,31.06329678,27.90708259,-23.20783741,-21.12899686,14.20287738,22.23351171,-59.66128304,106.9856165,153.9070922,78.95034607,54.64507008,79.55610691,80.93959483
7.28462706,1.069705889,14.45322433,-2.886570984,33.82755671,-4.963159503,-0.65972267,-4.57083029,22.29915265,19.29256679,12.09635956,30.85096612,27.46649582,-23.06333172,-21.37371712,14.22238706,21.7381846,-59.61087976,106.5251435,152.3263745,78.69805427,55.11357319,79.80843432,81.55750067
7.408149013,0.62586564,14.31597414,-3.098916408,33.58539521,-4.977200533,-0.92101367,-4.01176015,22.33042711,19.23478867,11.6070875,30.65198654,27.02097706,-22.94690649,-21.62814331,14.23204729,21.26288717,-59.55988209,106.0744691,150.888879,78.4341001,55.59336648,80.13838098,82.19981354
7.548991404,0.411182492,14.22349056,-3.293488117,33.34559427,-4.973606859,-1.19882014,-3.28484775,22.32467903,19.20019101,11.13587196,30.45396925,26.61304812,-22.8288029,-21.88380272,14.19321539,20.78259724,-59.51831182,105.6351741,149.7393168,78.16628008,56.0866487,80.52697296,82.86178375
7.705784276,0.466041813,14.18527135,-3.444489067,33.10298616,-4.976855841,-1.44586475,-2.2887891,22.30444473,19.16843026,10.66978962,30.23993777,26.26709256,-22.6827488,-22.13753429,14.0880097,20.27750782,-59.48925393,105.204203,148.9811506,77.89864905,56.5977572,80.94409595,83.53942314
7.879393249,0.774920898,14.19739882,-3.534640065,32.84828644,-5.006687017,-1.62901298,-0.97290573,22.28448524,19.12605989,10.20255574,29.99375777,25.98664708,-22.49168123,-22.393106,13.91768172,19.73724583,-59.46970088,104.7756716,148.655041,77.63130562,57.12989777,81.35670673,84.23364081
8.068209433,1.270444614,14.238907,-3.563468746,32.56908256,-5.071489344,-1.73927091,0.63689563,22.26615604,19.0702917,9.73705107,29.70599584,25.75620555,-22.2524018,-22.65982603,13.69688358,19.16144983,-59.45381855,104.3429006,148.7316382,77.36243859,57.68038587,81.73952246,84.95171574
8.265092288,1.848555361,14.27513295,-3.549962862,32.25193745,-5.165307759,-1.79313564,2.43861667,22.23802983,19.01054413,9.28408668,29.37845105,25.54633959,-21.97905513,-22.94925197,13.44695439,18.55774168,-59.43651982,103.8991905,149.1178108,77.09080183,58.23726747,82.08325497,85.70531241
8.457025643,2.397099839,14.26673051,-3.527854405,31.88530186,-5.269941006,-1.82497656,4.28202653,22.18211563,18.96520088,8.85864159,29.02512811,25.32351788,-21.70109089,-23.27148183,13.18799172,17.93827529,-59.4156003,103.4376109,149.6769961,76.81729792,58.78030431,82.39652325,86.50610393
8.627118075,2.831786391,14.18094578,-3.534287619,31.46294852,-5.362239696,-1.87305547,6.01249644,22.08335161,18.95245925,8.47377989,28.66802816,25.06408808,-21.45115292,-23.63182865,12.93021197,17.31544165,-59.39193815,102.9513951,150.2617673,76.54543385,59.28757804,82.70153472,87.36107202
8.758375857,3.12408358,14.00146918,-3.595651238,30.9872682,-5.424437853,-1.96441087,7.51344686,21.93896969,18.97849069,8.13317199,28.32842344,24.76608135,-21.24615322,-24.02829445,12.66932532,16.69745852,-59.36830918,102.4358032,150.748797,76.28105545,59.74652564,83.02626852,88.26939132
8.838639477,3.306705535,13.73384239,-3.716191411,30.47108764,-5.453006474,-2.10439855,8.73238856,21.76365899,19.02954329,7.82624322,28.01710816,24.45167496,-21.07365923,-24.45080994,12.39027652,16.08566435,-59.34763464,101.8899394,151.0628146,76.03156225,60.16621792,83.39558736,89.22203187
8.865233555,3.454354398,13.40445764,-3.874224033,29.93650998,-5.461117445,-2.27518373,9.68398261,21.58720078,19.07356226,7.53092514,27.72840512,24.15922595,-20.89407449,-24.88346656,12.07762577,15.47552421,-59.33128808,101.3165668,151.1812028,75.8042524,60.58636761,83.82297205,90.20428972
8.847091977,3.649506661,13.0529062,-4.027897754,29.41025504,-5.47265861,-2.44494671,10.43269502,21.44430105,19.07213564,7.22436945,27.44132055,23.92882379,-20.65726936,-25.30963059,11.72690913,14.86131327,-59.31797341,100.7206534,151.1204759,75.60356081,61.0780785,84.30550105,91.20044987
8.802694196,3.948062096,12.71989035,-4.128956287,28.91683639,-5.510669164,-2.58473207,11.06353292,21.36082633,18.9983035,6.89510909,27.12774701,23.78577335,-20.32268884,-25.71775146,11.35264543,14.24162878,-59.30366673,100.1085361,150.9142347,75.42799798,61.73276319,84.82538634,92.19886174
8.754130328,4.358520169,12.43508993,-4.139683771,28.47249729,-5.586683492,-2.68380723,11.65202869,21.34358608,18.85230835,6.54837269,26.76393011,23.7270872,-19.87248053,-26.10502601,10.99023902,13.62206471,-59.28285786,99.48711787,150.5942935,75.26851894,62.63996496,85.35830262,93.19541353
8.7198076,4.84274031,12.20961833,-4.046200925,28.08272038,-5.696713909,-2.75357878,12.24390721,21.37912493,18.66720765,6.20222005,26.3398284,23.71828016,-19.31394884,-26.47755822,10.68878521,13.01342854,-59.25072627,98.86112911,150.1816973,75.10980357,63.86085314,85.88303369,94.19417009
8.709024903,5.336806324,12.03535982,-3.862099207,27.74398264,-5.824861364,-2.8177377,12.84967091,21.44125817,18.50028903,5.87929475,25.86252888,23.70583359,-18.67323776,-26.84773182,10.49401755,12.42695758,-59.20529221,98.22910661,149.6871234,74.93464872,65.40805107,86.38566478,95.20537459
8.720239545,5.780565166,11.89005026,-3.620774837,27.44771007,-5.950836065,-2.89627354,13.4520145,21.50203954,18.4131171,5.59988859,25.3532523,23.64218546,-17.98428931,-27.23043486,10.42687847,11.86967627,-59.14853568,97.58186901,149.1160191,74.73017681,67.24079057,86.85774758,96.24200604
8.742688198,6.140672617,11.74492234,-3.36099509,27.18328976,-6.056655469,-2.99466044,14.01939363,21.54039602,18.44896248,5.37836305,24.84026833,23.5112364,-17.27757716,-27.63938764,10.46809183,11.34241607,-59.08607817,96.90665438,148.4738993,74.4935807,69.27790186,87.2938743,97.31607009
8.759976878,6.417605541,11.5720272,-3.11386719,26.93838952,-6.130192801,-3.10412903,14.51925608,21.54586159,18.61754687,5.22224897,24.35087228,23.34089715,-16.57269388,-28.08418481,10.55753118,10.84099352,-59.02572895,96.19567915,147.7692805,74.2350659,71.42362421,87.69290398,98.43533469
8.754732107,6.637377071,11.3498573,-2.896932083,26.69741354,-6.166039988,-3.20939904,14.9274499,21.5181237,18.89307361,5.13263773,23.90483174,23.19592244,-15.87693326,-28.56852228,10.6104374,10.35922161,-58.97547379,95.45324029,147.0135669,73.9765099,73.59588359,88.06178695,99.60105134
8.714065993,6.835774158,11.06713928,-2.714706975,26.44057192,-6.165195595,-3.29555239,15.23330563,21.46445689,19.22531749,5.10470717,23.51048155,23.15344564,-15.18899458,-29.09011709,10.54581892,9.891814226,-58.94142342,94.69558699,146.2184481,73.74583165,75.7454527,88.417482,100.8072685
8.634972063,7.043541066,10.72493311,-2.561207126,26.1457605,-6.134536985,-3.35001065,15.44135433,21.39682575,19.55823518,5.12803345,23.16370914,23.27010029,-14.50465348,-29.64229537,10.31842718,9.435733399,-58.92623465,93.94375624,145.3924357,73.56870946,77.85841632,88.78294056,102.0421193
8.527244816,7.277589403,10.33664388,-2.421924306,25.7936962,-6.086017709,-3.36227624,15.57054032,21.329434,19.84788811,5.18727612,22.84961046,23.55274259,-13.82093754,-30.21624168,9.943618906,8.989538163,-58.92860337,93.21514544,144.5387412,73.46047104,79.94259186,89.1768198,103.2908552
8.411269133,7.539779942,9.925119067,-2.276550655,25.37456439,-6.03497399,-3.32534029,15.65099866,21.27657897,20.07255948,5.26408946,22.54635416,23.9453736,-13.1367635,-30.80255718,9.503912281,8.551379184,-58.9442537,92.51911184,143.6560236,73.42114764,82.0068934,89.60142414,104.5397605
8.310425834,7.822267342,9.51659711,-2.104127593,24.89294548,-5.997274477,-3.23927085,15.71822546,21.2504754,20.23252939,5.34032798,22.23044214,24.34102116,-12.45017421,-31.39161926,9.13024465,8.1170192,-58.96821413,91.85742288,142.7417774,73.43571405,84.04594155,90.03621786,105.7797266
8.241290882,8.116205184,9.132965765,-1.889367991,24.36815447,-5.986054625,-3.11430014,15.8054468,21.25928532,20.34204206,5.40131833,21.8820035,24.61661414,-11.75429945,-31.97344854,8.962123173,7.679167588,-58.99737753,91.2268788,141.7965155,73.47966125,86.03813289,90.44223471,107.0084026
8.206035174,8.419251243,8.785468123,-1.627130817,23.82957371,-6.009426356,-2.97015079,15.93639684,21.30609276,20.4182999,5.43752119,21.48841063,24.67586539,-11.03505357,-32.53827773,9.103076597,7.228621526,-59.03196431,90.62116895,140.8265248,73.52782963,87.95650987,90.7760398,108.2305011
8.189878854,8.738221631,8.47292206,-1.323415345,23.3092704,-6.069961293,-2.83050977,16.12084352,21.38913877,20.4719085,5.44419042,21.04510294,24.48097568,-10.27282841,-33.07851033,9.590089263,6.756903996,-59.07496608,90.03117488,139.8439907,73.56288936,89.78421151,91.00555409,109.4566285
8.164655976,9.08624924,8.185061757,-0.99326303,22.83462682,-6.165454782,-2.71485338,16.35368692,21.50276986,20.50192357,5.42045128,20.55401254,24.06207035,-9.44835858,-33.59158984,10.38645977,6.259465236,-59.12982733,89.44498006,138.8650096,73.58003346,91.52501722,91.12008455,110.701263
8.098489075,9.476832225,7.908596937,-0.656627068,22.42200864,-6.290017538,-2.63158875,16.61701812,21.63856108,20.49700975,5.36930312,20.02106896,23.50406444,-8.550596222,-34.08214588,11.39722474,5.73792863,-59.19772951,88.84894201,137.9072365,73.58641261,93.20418161,91.13281948,111.9801971
7.969464926,9.918235696,7.632657961,-0.333346543,22.07173976,-6.435316499,-2.57559486,16.88448284,21.78693412,20.44188814,5.29825621,19.45387514,22.91630167,-7.583073202,-34.56157694,12.5015798,5.19991843,-59.27599673,88.22979559,136.9885931,73.59638085,94.86056034,91.07831048,113.3075476
7.777542748,10.41053379,7.351841038,-0.038489913,21.76617086,-6.592505629,-2.530692,17.127752,21.93982364,20.32545519,5.21901321,18.85953734,22.3943948,-6.565592596,-35.04440285,13.59298539,4.656195484,-59.35834717,87.57674108,136.1268617,73.6252051,96.53409154,91.00577837,114.6927538
