Hd,T1,T2,T3,LF_fem,LM_fem,LH_fem,RF_fem,RM_fem,RH_fem,LF_tib,LM_tib,LH_tib,RF_tib,RM_tib,RH_tib
4.237046221139327,3.695391477192304,17.314497754063176,11.69434859606797,16.814179355490285,11.368504709014685,14.696456875626707,16.39857666538252,11.474679572885359,14.374919079817856,15.195721626508869,11.408317853118898,14.401568008609805,15.331749910423868,11.00622606905412,14.360598179282322
