LF_x,LF_y,LF_z,LF_w,LM_x,LM_y,LM_z,LM_w,LH_x,LH_y,LH_z,LH_w,RF_x,RF_y,RF_z,RF_w,RM_x,RM_y,RM_z,RM_w,RH_x,RH_y,RH_z,RH_w
-62.431523110906895,-4.18020320957967,6.615685834576663,0.0,-129.56982907207086,-5.383060190651381,5.288477787158449,0.0,-170.6841818052018,11.96647305956814,19.06233399574571,0.0,-42.02869227155488,-36.507294001484254,14.484503940353813,0.0,-122.1033896259316,-34.57764727787524,5.098491827679965,0.0,-191.28259683183475,-36.241775281228605,7.425805487577243,0.0
-62.3988693394125,-4.172098998963157,6.616624557423705,0.0,-129.53233929020172,-5.275702895422974,5.35005666697068,0.0,-169.72980514869792,11.78758648787403,18.533455214665114,0.0,-42.0518774938696,-35.79321403046084,13.401380742519603,0.0,-122.10376317412103,-34.60092129893691,5.106923139961577,0.0,-191.2735347516262,-36.23131211885528,7.438107468594062,0.0
-62.36809984742449,-4.166178967785406,6.616238551296647,0.0,-129.49626393382468,-5.191238666222853,5.398276204815712,0.0,-168.74815351005208,11.598131384812907,18.011190947556067,0.0,-42.11128589409349,-35.08088305628553,12.321574116405213,0.0,-122.10151131450876,-34.62019097471096,5.11502472828084,0.0,-191.2608813124852,-36.22183251857941,7.451030302683989,0.0
-62.341110285030666,-4.164118582777603,6.613549869774211,0.0,-129.46453554993596,-5.133134453046285,5.43405718695135,0.0,-167.73339640342613,11.400643179998115,17.49174333123776,0.0,-42.215739588832285,-34.375391652506316,11.237722978816858,0.0,-122.09494362076951,-34.63244634916367,5.1223620380883546,0.0,-191.24308900103875,-36.21393003115332,7.464441366148314,0.0
-62.319266742751154,-4.166572919404165,6.608394684134847,0.0,-129.43836798927808,-5.101374997707559,5.458456915117473,0.0,-166.68049722497926,11.197776305701213,16.97091999850618,0.0,-42.37015645417413,-33.677592967357896,10.147306196157555,0.0,-122.08357436560946,-34.63618863940803,5.128683941627063,0.0,-191.2207143253177,-36.207573228150345,7.477843133772943,0.0
-62.303072318316595,-4.172997762150371,6.6014422326905695,0.0,-129.4175896859613,-5.092122327592367,5.473699019659623,0.0,-165.58780393471346,10.991172137025359,16.445216074719546,0.0,-42.573459125786115,-32.986127272510835,9.056347721006052,0.0,-122.06822808358184,-34.631722554139245,5.134086267147577,0.0,-191.19608312275668,-36.20230386894572,7.49049529488186,0.0
-62.29198234565145,-4.181807419949449,6.5938707341005305,0.0,-129.40110532787327,-5.098958943880893,5.482643300847531,0.0,-164.46068416504994,10.780142720714945,15.913786348979855,0.0,-42.81696149438693,-32.30166862138442,7.982422010000231,0.0,-122.05072268894061,-34.621024531744446,5.139193783302272,0.0,-191.17219607245733,-36.19765159227133,7.501601695354424,0.0
-62.28449319502923,-4.190848275083025,6.586816972297836,0.0,-129.38737956677303,-5.114570154931357,5.487906712468071,0.0,-163.3139573384649,10.561147952648426,15.380015373708407,0.0,-43.083696592362784,-31.631533786274822,6.955476501145743,0.0,-122.0332201605642,-34.60719453833185,5.145243827541883,0.0,-191.15143652283362,-36.19348627198279,7.510528535457439,0.0
-62.2785193252234,-4.198022767232142,6.580868697248697,0.0,-129.37484552937684,-5.132209228054645,5.491393089368735,0.0,-162.17093383914158,10.32879315270559,14.851624235278301,0.0,-43.34956771973938,-30.99228710222947,6.015222549873084,0.0,-122.01751238070057,-34.593582644702934,5.153814814928001,0.0,-191.13472193548827,-36.19008540221997,7.517011606810684,0.0
-62.27194533376968,-4.201822394525891,6.575902317469737,0.0,-129.36218900763998,-5.146675590757354,5.494324674220955,0.0,-161.05839385325834,10.078235629677119,14.33912022828568,0.0,-43.58709690672498,-30.408572122195324,5.204937907828583,0.0,-122.00456784337418,-34.58279136293012,5.1660661234136,0.0,-191.12146808815402,-36.18789980314001,7.521269724567578,0.0
-62.263171767279246,-4.201606367570154,6.571375656788355,0.0,-129.34851043561622,-5.154814080727233,5.497452458867588,0.0,-159.99901579977637,9.807878165231328,13.853202656755112,0.0,-43.771466156470666,-29.90797701396864,4.562932935472453,0.0,-121.99449633217667,-34.57594099398944,5.18196150282504,0.0,-191.11024983427546,-36.18719742811304,7.523969168922449,0.0
-62.25147054786786,-4.1976197308227565,6.5668687257137535,0.0,-129.3333924446829,-5.155636379576322,5.501164364412045,0.0,-159.00424875772308,9.52075079187661,13.402013896230372,0.0,-43.886955301985196,-29.51361288247527,4.113905456162033,0.0,-121.98682092267435,-34.57258549330212,5.20023201086552,0.0,-191.09967555630956,-36.18781292898435,7.526061769089875,0.0
-62.23702680515652,-4.190836171362801,6.562486083849574,0.0,-129.3168891195204,-5.150104427310334,5.505483646091992,0.0,-158.0706193428039,9.223475199794873,12.989018158915684,0.0,-43.9310243197489,-29.237252656792652,3.862522092077228,0.0,-121.98082333146851,-34.57124445323542,5.219033584093282,0.0,-191.08898519598054,-36.1891315132127,7.528554989133436,0.0
-62.22067903255025,-4.1827080200571745,6.558845464615096,0.0,-129.29943050268614,-5.140576152551189,5.510112434951811,0.0,-157.18115327285304,8.922974532110143,12.6121026420568,0.0,-43.91412800610362,-29.075669607536152,3.790948653110597,0.0,-121.97579399313035,-34.57016747212898,5.236617449044264,0.0,-191.07816348551262,-36.1902904450026,7.532264520109244,0.0
-62.20352309006917,-4.1748874695751725,6.556677029077608,0.0,-129.28163802531733,-5.130023694443455,5.514598217498293,0.0,-156.31162979093656,8.62244795760591,12.264224380131171,0.0,-43.85549489339866,-29.011395061752722,3.8610977200431833,0.0,-121.97112616228137,-34.56799500630951,5.251688488863472,0.0,-191.06766505993437,-36.19047576586995,7.537609076624843,0.0
-62.18659241894248,-4.168977419301301,6.556314846854427,0.0,-129.26408668751407,-5.12127768860206,5.51854359614639,0.0,-155.43949043978668,8.31877184456376,11.935471059888329,0.0,-43.7770328779845,-29.01732278448854,4.021281689997721,0.0,-121.96625902978786,-34.56411014208482,5.263542858604318,0.0,-191.0579875832234,-36.18916272434248,7.5445266692822806,0.0
-62.17071486473272,-4.166341915330347,6.557416658143886,0.0,-129.24710190749144,-5.116530142745718,5.521741205922776,0.0,-154.55208736625008,8.002949067594546,11.615880871988022,0.0,-43.69798895202893,-29.06330516153399,4.215839855872506,0.0,-121.96053270357365,-34.55858066522656,5.272069814966997,0.0,-191.049305052397,-36.186204611841845,7.552562815659254,0.0
-62.15648977635317,-4.167964358942807,6.5590838658871995,0.0,-129.2306869528376,-5.117145276556698,5.524192657532744,0.0,-153.6510948037396,7.663704420484056,11.298049503938845,0.0,-43.631973278070646,-29.12254241045426,4.395410502087472,0.0,-121.95309435230251,-34.551790410915636,5.277601064165562,0.0,-191.041288846977,-36.18177649511428,7.561097998852659,0.0
-62.14427723300723,-4.174332745670617,6.5602901468007,0.0,-129.2146135985087,-5.1236507985214494,5.52604212060729,0.0,-152.75141355566768,7.2926404389889345,10.978653728874495,0.0,-43.58641793135892,-29.17605350086509,4.525248865639405,0.0,-121.94301949490492,-34.544082441002814,5.280668701572722,0.0,-191.03316886136093,-36.17624298035415,7.5696023639877446,0.0
-62.13415684109846,-4.185349953074086,6.560353071542615,0.0,-129.19861691244685,-5.13573338702154,5.527473812449358,0.0,-151.87522047475352,6.888506068661449,10.658522180079455,0.0,-43.56352920373625,-29.214428377969767,4.589564632912207,0.0,-121.92969331254014,-34.53572813342496,5.281869662568173,0.0,-191.02401259004014,-36.170006471040075,7.577789780363663,0.0
