LF_sup,LM_sup,LH_sup,RF_sup,RM_sup,RH_sup,LF_CTr,LM_CTr,LH_CTr,RF_CTr,RM_CTr,RH_CTr,LF_ThC,LM_ThC,LH_ThC,RF_ThC,RM_ThC,RH_ThC,LF_FTi,LM_FTi,LH_FTi,RF_FTi,RM_FTi,RH_FTi
12.30491588179472,3.603478811501588,-14.426789760938318,-17.958007722649207,-1.1942405949148402,-27.66376684873601,14.926006268712898,-9.982624959675288,39.4023330915457,-18.132674399070837,8.934061353417496,26.136559642416294,21.445159979235235,-2.1253972526744636,-48.8888627773644,67.00797069377859,14.520827099705551,-75.42831198785828,170.96969578085822,65.77364990849475,111.98309700462868,161.22143281117837,79.07415167268985,125.46268596074867
12.703549293927585,3.504188457413826,-13.814447934680922,-15.579473712386452,-1.1790289698614023,-27.916244447831833,12.025934018720312,-9.504663954830802,39.776065836450016,-19.91189618943514,8.86013720347344,25.768291038306696,21.80905302975407,-2.1765706283267527,-47.57175526783825,68.01609045564427,14.270515904269484,-75.55641154227843,170.88178536677185,65.76708455737936,110.74408677596405,159.22325089702187,78.62425211448533,125.8410174799108
13.029773284138793,3.4365078966274503,-13.249275635960434,-13.4856526299547,-1.1859967780205218,-28.139925310045232,9.144246254471133,-8.827391553201117,40.11951420361463,-21.478776627167143,8.747712814603391,25.427792564619637,22.131960427090714,-2.242146020038238,-46.25817336634591,68.88368532122448,14.04979406622553,-75.66757817322389,170.72789555091848,65.52614213146305,109.49184301101238,157.42484941719158,78.27650961098699,126.20232634359151
13.252090861328565,3.420437636006979,-12.759929239054728,-11.853443927295356,-1.2255421614138908,-28.31286903816172,6.3179555336067255,-8.29472757313527,40.43643014543126,-22.69815114473474,8.652889249172851,25.132083982419854,22.419028791434222,-2.3231337587371654,-44.979862710768046,69.61435734592463,13.879459590369448,-75.74921017519985,170.4663120429321,65.3354448090762,108.16634180109637,155.972619414893,78.0161982611035,126.53236976040111
13.358917567659015,3.4586577625585537,-12.360156989259883,-10.741473971231542,-1.2992176535377493,-28.423590714470944,3.5704878979722285,-7.9326465963183725,40.734738035121055,-23.480758743608448,8.610659361708937,24.88718797967026,22.689722375278222,-2.4136876885724843,-43.7690210762889,70.19587076120303,13.762986093922432,-75.79828328502617,170.09066907732898,65.1999124367126,106.72021850685535,154.90408310374255,77.82605512679233,126.8269613313299
13.358173534089335,3.53546365788491,-12.046706112504456,-10.105625455340032,-1.4009850359085803,-28.471556641977003,0.9171215629725631,-7.733541034576635,41.018916818608965,-23.79131598427495,8.634163031613198,24.689020112934713,22.97503376708837,-2.5045199698589027,-42.65301777573171,70.58766304352937,13.687753524839056,-75.82040561830962,169.62543645820807,65.11302501713892,105.13077571596357,154.15428278499982,77.68637361066621,127.0922287299804
13.27430611675788,3.6215132082983943,-11.800319272640069,-9.82531350713088,-1.520232599579676,-28.465163617118478,-1.6276158490586714,-7.664836968706977,41.28880784132161,-23.64726579027913,8.71763749452318,24.52694936785868,23.309298482213816,-2.5874960549166826,-41.64782418395056,70.73776889059606,13.632698688569945,-75.82551113542178,169.11187947549953,65.06081731922593,103.4015266118207,153.59770448985458,77.57766218815922,127.34122632333253
13.145079261286757,3.6826008961595997,-11.5894844951312,-9.73983341716526,-1.6451206767325786,-28.419417311488942,-4.043354758654395,-7.680735122478332,41.543725762711475,-23.113032239364255,8.84161721154006,24.388049975739044,23.7182758513592,-2.6593367170763074,-40.75211007886426,70.61917449088996,13.577871116999255,-75.82292357059237,168.5918904866519,65.02762028922126,101.55688876769567,153.10022444016596,77.48297868234609,127.58873391909067
13.015795286933146,3.6900343744261814,-11.376193058537847,-9.691468322730891,-1.7651314553328687,-28.354718887889486,-6.2999573673059075,-7.732270633316775,41.78597346545433,-22.291950432985896,8.97889921994595,24.26039002751836,24.211028884641514,-2.72326776769826,-39.94399144511702,70.26014846922142,13.511425680977293,-75.81813580406715,168.0954238966049,65.00176444848033,99.63681639942459,152.55973614838666,77.38848108793849,127.84631968555772
12.9294685530137,3.629707683608008,-11.12306662054238,-9.562578329638708,-1.8724300915219307,-28.295691646922148,-8.358152392571874,-7.774745308227503,42.020995055673104,-21.31252883384091,9.101315854763167,24.134873412933032,24.7831808297413,-2.7885397242958434,-39.181987469091986,69.7445471230282,13.431636083149629,-75.81230899600638,167.63474939459655,64.97941844371478,97.69182739752318,151.92431296223847,77.28242794133982,128.11920348784173
