Hd,T1,T2,T3,LF_fem,LM_fem,LH_fem,RF_fem,RM_fem,RH_fem,LF_tib,LM_tib,LH_tib,RF_tib,RM_tib,RH_tib
4.984446030036422,4.888588070090613,18.627509765903714,14.968405293915593,30.304244434802413,20.205770571713547,25.431864634149985,31.7252301763113,20.582912229657758,26.318735462979227,35.949669171292534,22.756961016741307,32.285945675097906,36.98797741420416,22.38516551076345,32.289185167225696
