LF_x,LF_y,LF_z,LF_w,LM_x,LM_y,LM_z,LM_w,LH_x,LH_y,LH_z,LH_w,RF_x,RF_y,RF_z,RF_w,RM_x,RM_y,RM_z,RM_w,RH_x,RH_y,RH_z,RH_w
-72.71708098323114,50.4064399211079,54.752415537606,0.0,-94.59912187932532,-1.7825511645044134,3.344692638687377,0.0,-152.64929370586955,14.765728978204752,18.384271697660417,0.0,-13.787590553454926,-37.55970247682112,13.379532315026493,0.0,-87.68182123240682,-37.795085325174945,3.068643062531045,0.0,-161.3831534376273,-36.98660017156971,6.609732669334317,0.0
-70.71265533264771,51.44941274746579,51.170049828871804,0.0,-94.60582054747255,-1.7911221758733387,3.333161771865324,0.0,-151.62279232909137,15.386609810492013,18.077780140303027,0.0,-14.026905600861458,-35.178439051673735,10.496193832331404,0.0,-87.69025756242826,-37.783804262633474,3.1022662053737733,0.0,-161.38423855046508,-36.97755774833096,6.601011955249032,0.0
-68.73746868555403,52.23976697233602,47.55993985897438,0.0,-94.60919314170637,-1.782171819840407,3.3453199041005703,0.0,-150.57572819604187,15.979245273813769,17.76844888745771,0.0,-14.397793935739426,-32.90846474414589,7.911802562653023,0.0,-87.69648251890628,-37.772441714980694,3.1250854968778263,0.0,-161.38310479355928,-36.969262760890174,6.594615390630796,0.0
-66.80973470031859,52.7735777412408,43.98725765439008,0.0,-94.59302570474195,-1.7668011323413317,3.353478783804121,0.0,-149.51481141517155,16.51706763520746,17.447967279866127,0.0,-14.79417193819312,-30.932485434711815,5.810573402942026,0.0,-87.70062900535507,-37.761075491555616,3.1372147286894005,0.0,-161.3786840231326,-36.96211136581324,6.5913987793763695,0.0
-64.93821171265256,53.06084166733176,40.508190929923884,0.0,-94.5545900820474,-1.7448767782246843,3.3573480206773354,0.0,-148.45041737867302,16.972306050824002,17.107791198114704,0.0,-15.114393986367904,-29.38362669180291,4.284448331745104,0.0,-87.70282505911186,-37.74974078372513,3.1402244427556596,0.0,-161.37037720208414,-36.9560830959173,6.5913943315192185,0.0
-63.12299553187865,53.11941632216994,37.172736038338854,0.0,-94.49663253672131,-1.718553298421174,3.357784347646131,0.0,-147.39413784923067,17.321396682671647,16.739478268932952,0.0,-15.296698665620497,-28.325669361689958,3.3430652889238175,0.0,-87.70320671227337,-37.73856846997015,3.1371035450229563,0.0,-161.35813300096723,-36.9507779332271,6.593924732555045,0.0
-61.357274272876865,52.97046276530688,34.0265598297157,0.0,-94.42641022346582,-1.6917815928973798,3.3565928622027172,0.0,-146.35425871979896,17.551676795134668,16.33701775387474,0.0,-15.330657796869186,-27.75042118758858,2.9335788927139035,0.0,-87.70190824617642,-37.727936236883465,3.131500432561907,0.0,-161.34249644424906,-36.94560399483095,6.597877019834797,0.0
-59.62970246703232,52.635647873330484,31.110844394315404,0.0,-94.35351641417908,-1.6692744498413639,3.355934761192028,0.0,-145.3313418756211,17.666798281332845,15.900322395447926,0.0,-15.247729371955128,-27.58808309244595,2.957653822267936,0.0,-87.69906926408098,-37.71851314920878,3.126698467969188,0.0,-161.3245563564799,-36.940038013693346,6.602033676056589,0.0
-57.92721322797918,52.135942383204934,28.460332810127863,0.0,-94.2870331844978,-1.655073282674607,3.357521772564425,0.0,-144.31629635618168,17.688741369951273,15.437807992400966,0.0,-15.101066349479233,-27.72717651628382,3.2857052543426057,0.0,-87.69489128936931,-37.71113998470222,3.124839139264523,0.0,-161.30574883005355,-36.933851302120175,6.6053879418241905,0.0
-56.23788082653557,51.49169071452758,26.100634753019698,0.0,-94.23285590865173,-1.6511046360505635,3.3619528390344087,0.0,-143.2919110773209,17.654989263329504,14.966253448890122,0.0,-14.94475759450173,-28.040023625016197,3.7732182590687025,0.0,-87.68972404833443,-37.706581482552686,3.1267222402294834,0.0,-161.28753406121504,-36.92720772913524,6.607399388995145,0.0
