,Heading_direction
0,9.147297198544663
1,10.345631712096974
2,11.305594838271531
3,11.773650955580592
4,13.494965076581934
5,15.781783014150562
6,14.679606119798905
7,12.436239484172859
8,11.786219324608567
9,9.799456932546775
10,8.826779399634631
11,8.90569695888098
12,9.076873543288116
13,6.495453218743933
14,5.532040694567286
15,5.624623678526461
16,6.615217088339477
17,6.832972381999923
18,5.828720627109362
19,4.108421683310667
20,3.198943778566786
21,2.9155817814395277
22,3.392036433791418
23,4.494851723084594
24,4.489842040582744
25,5.718595104676638
26,7.130637687587921
27,11.399205174460917
28,12.889589308142604
29,14.065031415102226
30,14.880390850859783
31,17.02763624320926
32,18.543138370641998
33,18.270697008858576
34,16.0565794009442
35,14.008724079574108
36,12.485764756495769
37,9.812256251001486
38,8.956823191618355
39,7.398594302080255
40,5.372123279326956
41,2.5039123390298528
42,1.6923265517748973
43,359.5322101708969
44,355.6636990384061
45,351.7918684077067
46,350.0613423978152
47,347.7424271346619
48,347.8289667191527
49,347.27055677187246
50,347.4127184779614
51,349.32170660042175
52,350.38018185571866
53,351.0455098676918
54,352.9473924692026
55,355.04808663246195
56,357.2403963404897
57,359.29473729771433
58,360.23817446685706
59,2.148846418121252
60,3.990419776404792
61,6.098756669794511
62,8.83177463685638
63,10.54706632260411
64,11.546409492801843
65,11.628915480653177
66,11.614542269186586
67,11.621524345233524
68,11.46476625580874
69,11.137009704630941
70,10.75545256426102
71,8.525957398589696
72,5.74234673513638
73,2.9121901321278756
74,361.1475875004709
75,360.201299604651
76,361.4490666388489
77,360.20992780837076
78,358.5226131198049
79,357.1497457765561
80,355.91709525268266
81,351.5583575483598
82,352.0012606794468
83,356.42184050638184
84,356.48313059775097
85,358.0173197221581
86,357.965935650323
87,357.7633886572112
88,357.54351589767265
89,356.0443317807962
90,353.12261150184105
91,351.29543061534645
92,350.9951534897824
93,349.8367327867448
94,347.06347403761816
95,347.0123438430037
96,348.288307348358
97,349.0442603412762
98,347.630103440954
99,348.8175355469862
100,347.92255606947026
101,348.2316225843571
102,347.17079465919574
103,342.19337372890135
104,341.7364077474821
105,341.3862908925875
106,341.15682183787305
107,339.0568523069936
108,339.80471159232724
109,340.2060117942093
110,340.8873829022423
111,340.66761691301616
112,340.53382776861133
113,340.0355023976418
114,339.98085741562187
115,341.3601076984005
116,344.32801037020056
117,347.63664029171076
118,350.04755117134533
119,353.7569627151017
120,354.8308042708828
121,355.2840348114132
122,356.4124001715196
123,357.8086041980523
124,358.76931198759263
125,358.4518679239617
126,359.0849790208575
127,359.177520394465
128,358.7357141282961
129,357.4256584936973
130,356.57472713860705
131,355.86799110932276
132,354.2427130855185
133,354.21700898283143
134,355.1178679163304
135,356.3588572991726
136,357.5555306977151
137,359.65585456858474
138,360.5820233776438
139,360.8122822240591
140,358.7899381982945
141,358.4143747784334
142,357.6496971268896
143,358.7730776505626
144,358.4068864269529
145,359.5724272432186
146,360.7399600843256
147,2.3484404256798257
