292.17022076078297,159.28136481212596,-243.1707593342894,-0.7210518655613352
293.1388129248305,158.59793265084846,-244.74473580494376,-0.6930977163719559
294.6207589358233,157.5522814440939,-247.15291980504497,-0.6503278681122058
296.660517174091,156.1130416556596,-250.46755685459604,-0.5914592253342923
299.349054133679,154.65696093246348,-254.51481768806107,-0.5754482034471795
302.76702592337483,153.14035685280962,-259.416120130444,-0.6018144717942542
305.4405678284133,152.0823759951891,-263.18500258006145,-0.5814019747605796
307.44988610594544,151.45127893387328,-265.9345315104019,-0.5135983374351458
308.10535433099943,150.96874415493747,-267.0410544956186,-0.4768007451555515
307.4266365503269,150.6202956150136,-266.5377672252681,-0.46990527015340894
305.39337123050774,150.39547985790392,-264.4095710812399,-0.4927050481786538
302.0711890604172,150.09024309315046,-260.82598817130753,-0.4749081841479315
297.3604245749526,149.69542821781062,-255.67951100817302,-0.4159807721403204
292.59737634802985,148.9742028060716,-250.63306003121,-0.38832290901394534
287.63915293284117,147.9049300955812,-245.53524171110956,-0.391104858875015
284.5893458073875,147.61684947259232,-242.16410308984675,-0.3968418698181718
283.3564607579051,148.1013185184153,-240.41851000878364,-0.4057060521717104
283.9035112329096,149.3728713044248,-240.24609467548837,-0.4179633314062369
283.62826306443594,150.2510024757458,-239.31471634784074,-0.4252636843893607
282.52245880742987,150.76205596751794,-237.59643367601132,-0.4278261217105754
283.60733981511106,152.58524636860207,-237.6030516127978,-0.429717554982319
286.9154525177099,155.77526939103075,-239.3347686963038,-0.43099472720274384
292.5460402963044,160.4278257254768,-242.84353643903447,-0.43169595353846263
296.56751681120573,164.245188185063,-244.9222086028974,-0.4317819276048101
299.10052635786093,167.34187764357696,-245.63314535280847,-0.43125522862377674
303.44271846988516,171.04091359740693,-248.0736989108081,-0.4348881018172933
309.7243589106392,175.4532671251678,-252.31708588363634,-0.44278953338116533
314.4709913384468,178.06285630713313,-255.92725444752537,-0.4512065277695075
317.8250147261423,178.94796881876192,-259.0125096593919,-0.46039159481396996
319.8870497753565,178.135158035403,-261.66540917559195,-0.47062028652588667
